geni_id,name_index,scripts,name_raw,display_name,nsfx,nsfx_in_display_name,qid,wikidata_en,label_keeps_nsfx
287400397250006311,0,Latin,William /Daingerfield/ Sr.,William Daingerfield Sr.,Sr.,yes,,,
288390320120001964,0,Latin,"Charles ""Martel"" Mayor of the Palace","Charles ""Martel"" Mayor of the Palace",Mayor of the Palace,yes,Q3301,Charles Martel,none
288390320120001964,2,Latin,"Karl ""Martell"" fränkischer Hausmeier","Karl ""Martell"" fränkischer Hausmeier",fränkischer Hausmeier,yes,Q3301,Charles Martel,none
288390320120001964,4,Latin,"Charles ""Martel"" Duc des Austrasiens, Prince des Français","Charles ""Martel"" Duc des Austrasiens, Prince des Français","Duc des Austrasiens, Prince des Français",yes,Q3301,Charles Martel,none
288390320120001964,6,Latin,"Carolus ""Martellus"" Maior domus","Carolus ""Martellus"" Maior domus",Maior domus,yes,Q3301,Charles Martel,none
288390320120001964,8,Latin,"Karel ""Martel"" hofmeier van het Frankische Rijk","Karel ""Martel"" hofmeier van het Frankische Rijk",hofmeier van het Frankische Rijk,yes,Q3301,Charles Martel,none
290459821900001444,0,Latin,Richemer /d'Orleans/ Duke of the Burgundians and Franconians,Richemer d'Orleans Duke of the Burgundians and Franconians,Duke of the Burgundians and Franconians,yes,,,
290615137410002629,0,Latin,Ludwig Holgersen Holgersen /Rosenkrantz/ auf Rosendal,Ludwig Holgersen Holgersen Rosenkrantz auf Rosendal,auf Rosendal,yes,Q11986923,Ludvig Holgersen Rosenkrantz,none
290615137410002629,1,Latin,Ludvig Holgersen /Rosenkrantz/ til Rosendal,Ludvig Holgersen Rosenkrantz til Rosendal,til Rosendal,yes,Q11986923,Ludvig Holgersen Rosenkrantz,none
290615137410002629,2,Latin,Ludvig Holgersen /Rosenkrantz/ til Rosendal,Ludvig Holgersen Rosenkrantz til Rosendal,til Rosendal,yes,Q11986923,Ludvig Holgersen Rosenkrantz,none
291327660090003160,0,Latin,Weldelphus König der Thüringer,Weldelphus König der Thüringer,König der Thüringer,yes,,,
2915061,0,Latin,"Rollo /Ragnvaldsson/ ""the Walker Rolf""","Rollo Ragnvaldsson ""the Walker Rolf""","""the Walker Rolf""",yes,Q273773,Rollo,none
293545123480002444,0,Latin,James /Benton/ Sr.,James Benton Sr.,Sr.,yes,,,
294414873430006408,0,Latin,Lambert margrave of Tuscany,Lambert margrave of Tuscany,margrave of Tuscany,yes,Q1346964,"Lambert, Margrave of Tuscany",all
294414873430006408,1,Latin,Lamberto marchese di Toscana,Lamberto marchese di Toscana,marchese di Toscana,yes,Q1346964,"Lambert, Margrave of Tuscany",none
294434855870002563,0,Latin,Knud VI /Estridsøn/ Konge af Danmark,Knud VI Estridsøn Konge af Danmark,Konge af Danmark,yes,,,
294497400980006361,0,Latin,Rudolf II /Habsburg/ Duke of Swabia,Rudolf II Habsburg Duke of Swabia,Duke of Swabia,yes,,,
294497400980006361,1,Latin,Rudolf II /Habsburg/ Herzog von Schwaben,Rudolf II Habsburg Herzog von Schwaben,Herzog von Schwaben,yes,,,
294499031220005507,0,Latin,"Otto III/Béla V /Wittelsbach/ Herzog von Niederbayern, König von Ungarn/magyar király","Otto III Béla V Wittelsbach Herzog von Niederbayern, König von Ungarn magyar király","Herzog von Niederbayern, König von Ungarn/magyar király",no,,,
294507970270007973,0,Latin,"Katharine of /Luxembourg/ Herzogin von Österreich, Markgräfin von Brandenburg","Katharine of Luxembourg Herzogin von Österreich, Markgräfin von Brandenburg","Herzogin von Österreich, Markgräfin von Brandenburg",yes,Q155473,Catherine of Bohemia,none
298280089350002501,0,Latin,Owain /ap Cadwgan/ of Powys,Owain ap Cadwgan of Powys,of Powys,yes,,,
298307982010006401,0,Latin,Dyfwn ap /ap Gurdumn (Gwrddwfn)/ King of the Britons,Dyfwn ap ap Gurdumn (Gwrddwfn) King of the Britons,King of the Britons,yes,,,
298634814100003680,0,Latin,Ulf Jepsen /Kalf/ i Bjørnstrup,Ulf Jepsen Kalf i Bjørnstrup,i Bjørnstrup,yes,,,
298732052860003667,0,Latin,"Elisabeth /Wittelsbach/ Römisch-Deutsche Königin, Königin von Sizilien und Jerusalem","Elisabeth Wittelsbach Römisch-Deutsche Königin, Königin von Sizilien und Jerusalem","Römisch-Deutsche Königin, Königin von Sizilien und Jerusalem",yes,,,
298732052860003667,2,Latin,"Alžběta // královna římská, jeruzalémská a sicilská","Alžběta královna římská, jeruzalémská a sicilská","královna římská, jeruzalémská a sicilská",yes,,,
298740371650007964,0,Latin,Leopold II of /Habsburg/ 2nd Duke of of Austria,Leopold II of Habsburg 2nd Duke of of Austria,2nd Duke of of Austria,yes,Q1819709,"Leopold II, Duke of Austria",some
298741096650002960,0,Latin,Henryk VI Dobry /Wrocławski/ książę z Wrocławski,Henryk VI Dobry Wrocławski książę z Wrocławski,książę z Wrocławski,yes,Q664454,Henry VI the Good,none
298742409800006343,0,Latin,"Rudolf IV. ""the Ingenious"" /Habsburg/ Herzog von Österreich","Rudolf IV. ""the Ingenious"" Habsburg Herzog von Österreich",Herzog von Österreich,yes,Q156404,Rudolf IV,none
298750259210005471,0,Latin,Joanna II /d'Angiò-Durazzo/ queen of Naples,Joanna II d'Angiò-Durazzo queen of Naples,queen of Naples,yes,,,
298750259210005471,1,Latin,Johanna II. // königin von Neapel,Johanna II. königin von Neapel,königin von Neapel,yes,,,
298750259210005471,2,Latin,Jeanne II // reine de Naples,Jeanne II reine de Naples,reine de Naples,yes,,,
298750259210005471,3,Latin,Giovanna II /d'Angiò-Durazzo/ regina di Napoli,Giovanna II d'Angiò-Durazzo regina di Napoli,regina di Napoli,yes,,,
299466839860007954,0,Latin,"Carl Oscar (Carl) Wilhelm /Bernadotte/ prins av Sverige och Norge, arvfurste, hertig av Västgötland","Carl Oscar (Carl) Wilhelm Bernadotte prins av Sverige och Norge, arvfurste, hertig av Västgötland","prins av Sverige och Norge, arvfurste, hertig av Västgötland",yes,Q793616,"Prince Carl, Duke of Västergötland",none
299466839860007954,3,Latin,"Oscar Carl Wilhelm /von Bernadotte/ Prins, Hertig av Västergötland","Oscar Carl Wilhelm von Bernadotte Prins, Hertig av Västergötland","Prins, Hertig av Västergötland",yes,Q793616,"Prince Carl, Duke of Västergötland",some
299671963840004427,0,Latin,Herman /von Gleichen/ D4,Herman von Gleichen D4,D4,yes,,,
300064266360004401,0,Latin,John /Turberville/ Gent.,John Turberville Gent.,Gent.,yes,,,
300067391360005455,0,Latin,Leonard /Howson/ Il,Leonard Howson Il,Il,yes,,,
300340430900007929,0,Cyrillic+Latin,María Josefa Carmela /Бурбон/ Infanta de España,María Josefa Carmela Бурбон Infanta de España,Infanta de España,yes,Q604419,Infanta Maria Josefa of Spain,some
302107417920002914,0,Latin,Luigi Carlo Maria Giuseppe /di Borbone delle Due Sicilie/ Conde de Áquila,Luigi Carlo Maria Giuseppe di Borbone delle Due Sicilie Conde de Áquila,Conde de Áquila,yes,Q2720659,"Prince Louis, Count of Aquila",some
302187122240008197,0,Latin,"wife, Zerachya II /de Girona/ of Girona","wife, Zerachya II de Girona of Girona",of Girona,yes,,,
302306186170008225,0,Latin,Teresa (Mafalda) /de Portugal/ infanta de Portugal,Teresa (Mafalda) de Portugal infanta de Portugal,infanta de Portugal,yes,,,
303273123480007024,0,Latin,Kirsten /Jørgensdatter/ Naul,Kirsten Jørgensdatter Naul,Naul,yes,,,
303400190520007069,0,Latin,Otto Foldradsen /Stampe/ til Klarupgård,Otto Foldradsen Stampe til Klarupgård,til Klarupgård,yes,,,
303458065010003814,0,Latin,Margrethe Pedersdatter /Galskyt/ S169,Margrethe Pedersdatter Galskyt S169,S169,yes,,,
304145473050001763,0,Latin,Ferry IV /du Donjon/ seigneur du Donjon de Corbeil,Ferry IV du Donjon seigneur du Donjon de Corbeil,seigneur du Donjon de Corbeil,yes,,,
3044331,1,Han,據 /陳郡陽夏/ 二,據 陳郡陽夏 二,二,yes,,,
304433105310001815,0,Latin,"Friedrich V /Wittelsbach, Pfalz-Simmern/ Kürfürst von der Pfalz, König zu Böhmen","Friedrich V Wittelsbach, Pfalz-Simmern Kürfürst von der Pfalz, König zu Böhmen","Kürfürst von der Pfalz, König zu Böhmen",yes,Q57195,Frederick V of the Palatinate,none
3044341,1,Han,鐵 /陳郡陽夏/ 六,鐵 陳郡陽夏 六,六,yes,,,
304435320540004195,0,Latin,"Charles Louis /Wittelsbach/ Elector of the Palatine, K.G.","Charles Louis Wittelsbach Elector of the Palatine, K.G.","Elector of the Palatine, K.G.",yes,Q57989,"Charles I Louis, Elector Palatine",some
304435320540004195,2,Latin,Karl I Ludwig /Wittelsbach/ Kurfürst,Karl I Ludwig Wittelsbach Kurfürst,Kurfürst,yes,Q57989,"Charles I Louis, Elector Palatine",none
3044368,1,Han,峻 /陳郡陽夏/ 二,峻 陳郡陽夏 二,二,yes,,,
304855247150008288,0,Latin+Masculine,Afonso /de Bragança/ 1º conde de Faro e 2º de Odemira,Afonso de Bragança 1º conde de Faro e 2º de Odemira,1º conde de Faro e 2º de Odemira,yes,,,
305283560570005599,0,Latin,Jacob /Jonsen Bille/ til Bjergbygård,Jacob Jonsen Bille til Bjergbygård,til Bjergbygård,yes,,,
305959636230001507,0,Latin,Arechis ou Arigis /de Bénévent/ II,Arechis ou Arigis de Bénévent II,II,yes,,,
305963825970002608,0,Latin,Peder Thomsen /Galskyt/ til Øland,Peder Thomsen Galskyt til Øland,til Øland,yes,,,
305963825970002608,1,Latin,Peder /Galskøt/ af Øland,Peder Galskøt af Øland,af Øland,yes,,,
305971853500005693,0,Latin,Marine Ottesdatter /Stampe/ Klarupgaard,Marine Ottesdatter Stampe Klarupgaard,Klarupgaard,yes,,,
306650341960001516,0,Latin,Samuel Symon /Willard/ Sr.,Samuel Symon Willard Sr.,Sr.,yes,Q2221910,Samuel Willard,none
3081292,0,Latin,Vahan II /Mamikonian/ prince of Taraun,Vahan II Mamikonian prince of Taraun,prince of Taraun,yes,,,
308255269970004392,0,Latin,John Phillip /Custer/ Jr,John Phillip Custer Jr,Jr,yes,,,
308407805950008224,0,Latin,Gonzalo /López de la Pedroza/ Capitán,Gonzalo López de la Pedroza Capitán,Capitán,yes,,,
310795735510001425,0,Latin,Wilhelm Ludwig /von Württemberg/ Herzog,Wilhelm Ludwig von Württemberg Herzog,Herzog,yes,,,
310818848820003860,0,Latin,Johann I /Von Brunswick-Lüneburg/ Herzog,Johann I Von Brunswick-Lüneburg Herzog,Herzog,yes,Q67155,"John, Duke of Brunswick-Lüneburg",none
311695983200008268,0,Latin,"Heinrich Julius /Welf/ Herzog, Fürst zu Braunschweig-Wolfenbüttel Fürst zu Calenberg","Heinrich Julius Welf Herzog, Fürst zu Braunschweig-Wolfenbüttel Fürst zu Calenberg","Herzog, Fürst zu Braunschweig-Wolfenbüttel Fürst zu Calenberg",yes,Q77557,"Henry Julius, Duke of Brunswick-Lüneburg",none
311701678080003943,0,Latin,"Elizabeth of Brunswick-Luneburg /Braunschweig-Lüneburg , Welf/ Herzogin zu Sachsen-Altenburg","Elizabeth of Brunswick-Luneburg Braunschweig-Lüneburg , Welf Herzogin zu Sachsen-Altenburg",Herzogin zu Sachsen-Altenburg,yes,Q91542,"Elisabeth of Brunswick-Wolfenbüttel, Duchess of Saxe-Altenburg",none
311713752450007086,0,Latin,"Ulrik Johann /Oldenburg/ Prins, Prinz-bishof von Schwerin","Ulrik Johann Oldenburg Prins, Prinz-bishof von Schwerin","Prins, Prinz-bishof von Schwerin",yes,Q819778,Ulrik of Denmark,none
311714621730004586,0,Latin,Hedvig /af Slesvig-Holsteen & Oldenborg/ Kurfürstin zu Sachsen,Hedvig af Slesvig-Holsteen & Oldenborg Kurfürstin zu Sachsen,Kurfürstin zu Sachsen,yes,Q452932,Hedwig of Denmark,none
311731497930005744,0,Latin,"Wilhelm /Welf/ the Younger, Duke of Brunswick-Lüneburg","Wilhelm Welf the Younger, Duke of Brunswick-Lüneburg","the Younger, Duke of Brunswick-Lüneburg",yes,,,
311731497930005744,2,Latin,"Wilhelm ""der Jüngere"" /Welf/ Fürst zu Lüneburg","Wilhelm ""der Jüngere"" Welf Fürst zu Lüneburg",Fürst zu Lüneburg,yes,,,
311748967320008232,0,Latin,"Christian Ludwig /Welf/ Herzog, Fürst zu Calenberg und Lüneburg","Christian Ludwig Welf Herzog, Fürst zu Calenberg und Lüneburg","Herzog, Fürst zu Calenberg und Lüneburg",yes,Q69987,"Christian Louis, Duke of Brunswick-Lüneburg",none
311748967320008232,2,Latin,"Christian Ludwig /Welf/ Herzog, Fürst zu Calenberg","Christian Ludwig Welf Herzog, Fürst zu Calenberg","Herzog, Fürst zu Calenberg",yes,Q69987,"Christian Louis, Duke of Brunswick-Lüneburg",none
311788525210007050,0,Latin,Karl II Wilhelm Ferdinand /Welf/ Herzog zu Braunschweig-Wolfenbüttel,Karl II Wilhelm Ferdinand Welf Herzog zu Braunschweig-Wolfenbüttel,Herzog zu Braunschweig-Wolfenbüttel,yes,Q58773,"Charles William Ferdinand, Duke of Brunswick-Wolfenbüttel",none
312092994390004595,3,Latin,"Augusta Frederica /Welf, Guelph/ Prinzessin, Herzogin zu Braunschweig-Wolfenbüttel","Augusta Frederica Welf, Guelph Prinzessin, Herzogin zu Braunschweig-Wolfenbüttel","Prinzessin, Herzogin zu Braunschweig-Wolfenbüttel",yes,,,
312473166720001563,0,Latin,Wilhelm Friedrich Karl /of Württemberg/ King of Württemberg,Wilhelm Friedrich Karl of Württemberg King of Württemberg,King of Württemberg,yes,Q170398,Wilhelm I of Württemberg,some
312473166720001563,2,Latin,Wilhelm Friedrich Karl /von Württemberg/ König zu Württemberg,Wilhelm Friedrich Karl von Württemberg König zu Württemberg,König zu Württemberg,yes,Q170398,Wilhelm I of Württemberg,some
312474987850005822,0,Latin,"Karoline Charlotte Auguste /Wittelsbach/ Kronprinzessin von Württemberg, Kaiserin zu Österreich und HRR","Karoline Charlotte Auguste Wittelsbach Kronprinzessin von Württemberg, Kaiserin zu Österreich und HRR","Kronprinzessin von Württemberg, Kaiserin zu Österreich und HRR",yes,Q57662,Caroline Augusta of Bavaria,none
312479826640001569,0,Latin,Sophie Frederika Mathilde /von Württemberg/ Queen consort of the Netherlands,Sophie Frederika Mathilde von Württemberg Queen consort of the Netherlands,Queen consort of the Netherlands,yes,Q168674,Sophie of Württemberg,some
312482901450001586,0,Latin,Willem Nicolaas Alexander Frederik Karel Hendrik /van Oranje-Nassau/ Crown Prince of the Netherlands,Willem Nicolaas Alexander Frederik Karel Hendrik van Oranje-Nassau Crown Prince of the Netherlands,Crown Prince of the Netherlands,yes,,,
312482901450001586,2,Latin,Willem Nicolaas Alexander Frederik Karel Hendrik /van Oranje-Nassau/ kroonprins der Nederlanden,Willem Nicolaas Alexander Frederik Karel Hendrik van Oranje-Nassau kroonprins der Nederlanden,kroonprins der Nederlanden,yes,,,
316212374780002952,0,Latin,Matèu /de Foix/ comte de Foix,Matèu de Foix comte de Foix,comte de Foix,yes,,,
316974045970004123,0,Latin,Pedro I /de Aragón/ rey de Aragón y Navarra,Pedro I de Aragón rey de Aragón y Navarra,rey de Aragón y Navarra,yes,,,
317651825030005113,0,Latin,Magnus III Ladulås /Birgersson/ King of Sweden,Magnus III Ladulås Birgersson King of Sweden,King of Sweden,yes,Q350220,Magnus III of Sweden,some
317651825030005113,2,Latin,Magnus III // Rey de Suecia,Magnus III Rey de Suecia,Rey de Suecia,yes,Q350220,Magnus III of Sweden,none
317651825030005113,4,Latin,Maunu Birgerinpoika // Ruotsin kuningas,Maunu Birgerinpoika Ruotsin kuningas,Ruotsin kuningas,yes,Q350220,Magnus III of Sweden,none
317651825030005113,6,Latin,Magnus III // Roi de Suède,Magnus III Roi de Suède,Roi de Suède,yes,Q350220,Magnus III of Sweden,none
317651825030005113,7,Latin,Magnus III /Birgersson/ Kung av Sverige,Magnus III Birgersson Kung av Sverige,Kung av Sverige,yes,Q350220,Magnus III of Sweden,none
317943608450002443,0,Latin,Samuel Harding /Newman/ Jr.,Samuel Harding Newman Jr.,Jr.,yes,,,
320386718270004738,0,Latin,Olof /Reersson Green/ af Rossö,Olof Reersson Green af Rossö,af Rossö,yes,,,
321757252720006344,0,Latin,Simon /Felbrigge/ KG,Simon Felbrigge KG,KG,yes,,,
321928351660002343,0,Latin,Jose Maria /Maya ochoa/ Sr.,Jose Maria Maya ochoa Sr.,Sr.,yes,,,
322978194190001084,0,Latin,Sancha /Alfónsez/ Infanta de Castilla y León,Sancha Alfónsez Infanta de Castilla y León,Infanta de Castilla y León,yes,,,
323062486900007640,0,Latin,Raymond /de Caylus/ Seigneur des Blancs,Raymond de Caylus Seigneur des Blancs,Seigneur des Blancs,yes,,,
324807843790001589,0,Latin,Domnall Ilchelgach /mac Muirchertaig/ Ard-rí na h'Éireann,Domnall Ilchelgach mac Muirchertaig Ard-rí na h'Éireann,Ard-rí na h'Éireann,yes,,,
3249363,0,Latin,Margrethe Clausdatter /Clausdatter Thott/ til Tøndelgaard,Margrethe Clausdatter Clausdatter Thott til Tøndelgaard,til Tøndelgaard,yes,,,
328060121050007119,0,Latin,Samuel /Washington/ Jr.,Samuel Washington Jr.,Jr.,yes,,,
331624398740011365,0,Latin,Levi /Moss/ Sr.,Levi Moss Sr.,Sr.,yes,Q104537663,"Levi Moss, Sr.",all
332693684730012709,0,Latin,Guillem Ramon I senescal de Catalunya,Guillem Ramon I senescal de Catalunya,senescal de Catalunya,yes,,,
332829789300011146,0,Latin,Béranger Raymond /de Moncada/ I,Béranger Raymond de Moncada I,I,yes,,,
3334659,0,Latin,Solomon S. /Bowers/ (USA),Solomon S. Bowers (USA),(USA),yes,,,
335810395400002148,1,Han,恕 /陳/ 113,恕 陳 113,113,yes,,,
335811147510012602,1,Han,說 /陳/ 112,說 陳 112,112,yes,,,
335816110050013397,1,Han,則 /陳/ 111,則 陳 111,111,yes,,,
335817165450003733,1,Han,稹 /陳/ 110,稹 陳 110,110,yes,,,
335817458640005409,1,Han,勇 /陳/ 109,勇 陳 109,109,yes,,,
335819110260011714,1,Han,承逸 /陳/ 108,承逸 陳 108,108,yes,,,
335847370560002574,2,Han,徽 /京兆萬年/ 107,徽 京兆萬年 107,107,yes,,,
335847828470013445,2,Han,元史 /京兆萬年/ 106,元史 京兆萬年 106,106,yes,,,
335848458130005369,2,Han,伯黨 /京兆萬年/ 105,伯黨 京兆萬年 105,105,yes,,,
335849381360005366,2,Han,灌 /京兆萬年/ 104,灌 京兆萬年 104,104,yes,,,
335854204270012799,2,Han,京 慶復 /京兆長安/ 102,京 慶復 京兆長安 102,102,yes,,,
335854384000006042,2,Han,兼 /京兆長安/ 101,兼 京兆長安 101,101,yes,,,
335854821380006026,1,Han,球 /陳/ 100,球 陳 100,100,yes,,,
335861015670003981,2,Han,繹 /陳/ 98,繹 陳 98,98,yes,,,
335862388720003999,1,Han,/彭城武原/ 二,彭城武原 二,二,yes,,,
335866979610006042,0,Han+Latin,"鼎公 zì Yuányòng 字元用 /Chén 陳/ 99,91, 58, 11","鼎公 zì Yuányòng 字元用 Chén 陳 99,91, 58, 11","99,91, 58, 11",yes,,,
335868465010007053,0,Han+Latin,"英公 zì Shíxiǎng 字時享 /Chén 陳/ 97,89, 56, 9","英公 zì Shíxiǎng 字時享 Chén 陳 97,89, 56, 9","97,89, 56, 9",yes,,,
337526603380012003,0,Latin,Rechila /of the Suevi/ king of the Suevi,Rechila of the Suevi king of the Suevi,king of the Suevi,yes,,,
3381491,0,Latin,"Abraham Joshua /Levenshtam/ Head, Cracow Yeshiva","Abraham Joshua Levenshtam Head, Cracow Yeshiva","Head, Cracow Yeshiva",yes,Q16130364,Avraham Yehoshua Heschel,none
3381491,2,Hebrew,"אברהם יהושע // אב""ד לובלין ור""מ בק""ק קראקא","אברהם יהושע אב""ד לובלין ור""מ בק""ק קראקא","אב""ד לובלין ור""מ בק""ק קראקא",yes,Q16130364,Avraham Yehoshua Heschel,none
3381734,0,Latin,"Rabeinu Zerachye Gracian-Hen /HaLevi ""Ba'al HaMaor""/ Rabbi","Rabeinu Zerachye Gracian-Hen HaLevi ""Ba'al HaMaor"" Rabbi",Rabbi,yes,,,
3381734,2,Hebrew,"רבינו זרחיה הרז""ה /הלוי/ רבנו זרחיה השני הלוי מחירונה","רבינו זרחיה הרז""ה הלוי רבנו זרחיה השני הלוי מחירונה",רבנו זרחיה השני הלוי מחירונה,yes,,,
339435131070013659,0,Latin,Johannes Johannis /Rudbeckius/ d.ä.,Johannes Johannis Rudbeckius d.ä.,d.ä.,yes,Q1663709,Johannes Rudbeckius,none
339435131070013659,2,Latin,Johannes Johannis /Rudbeck/ d. ä.,Johannes Johannis Rudbeck d. ä.,d. ä.,yes,Q1663709,Johannes Rudbeckius,none
339493353880007732,0,Latin,William /Bassett/ of Sandwich,William Bassett of Sandwich,of Sandwich,yes,Q98108235,William Bassett,none
340327325060013983,0,Latin,Ingebret Person /U-Berge (Underberge)/ I,Ingebret Person U-Berge (Underberge) I,I,yes,,,
340328840240011319,0,Latin,Rasmus Person /Underberge/ I,Rasmus Person Underberge I,I,yes,,,
341670938620011531,0,Latin,Erik Ottesen /Ottesson/ til Vatne og Valvatne,Erik Ottesen Ottesson til Vatne og Valvatne,til Vatne og Valvatne,yes,,,
342270064330013681,0,Latin,Thomas /Abbe/ Sr.,Thomas Abbe Sr.,Sr.,yes,Q96919831,Thomas Abbe,none
342328383550013736,0,Latin,William Musick /Combs/ Jr.,William Musick Combs Jr.,Jr.,yes,,,
345813296150011765,0,Latin,Johann Jost /Runckel/ I,Johann Jost Runckel I,I,yes,,,
346287645070013817,0,Latin,Samuel /Williams/ Sr,Samuel Williams Sr,Sr,yes,,,
347131736630013162,0,Latin,Chlothar roi des Francs,Chlothar roi des Francs,roi des Francs,yes,Q309922,Chlothar III,none
347216548970004818,0,Latin,Dagobert II King of the Franks in Austrasia,Dagobert II King of the Franks in Austrasia,King of the Franks in Austrasia,yes,Q316874,Dagobert II,none
347227818460011144,0,Latin,Childéric II King of the Franks in Austrasia,Childéric II King of the Franks in Austrasia,King of the Franks in Austrasia,yes,,,
347655337870012697,2,Latin,Sigrid /Tostesdotter/ af Polen,Sigrid Tostesdotter af Polen,af Polen,yes,Q242746,Sigrid the Haughty,none
