qid	geni_id	en_label	en_description
Q16076736	6000000074735594884	Li Yan	Tang dynasty person CBDB = 188569
Q16076754	6000000075611527929	Lu Erxi	person, CBDB ID = 370703
Q16076771	6000000074735329037	Li Jing	Tang dynasty person CBDB = 188573
Q16076772	6000000074734774212	Li Zhi	Tang dynasty person CBDB = 188566
Q16076774	6000000074749240829	Meng Renyu	Song dynasty person (CBDB = 18320)
Q16076780	6000000071262955230	Qichang Ma	Republic of China person CBDB = 70985
Q16076784	6000000074753008562	Ma Guangzu	Song dynasty person CBDB = 20699
Q16076788	6000000074748960038	Meng Renzhi	Song dynasty person (CBDB = 18319)
Q16076797	6000000074381782873	Qian Weixuan	Song dynasty person (CBDB = 10460)
Q16076799	6000000074381788867	Qian Weijin	Song dynasty person (CBDB = 52339)
Q16076807		Ma Zhen	Tang dynasty person CBDB = 170499
Q16076832	6000000074715254872	Ma Xu	Eastern Han Dynasty person CBDB = 24676
Q16076841	6000000074745627853	Qiao Xingjian	Song dynasty person CBDB = 15259
Q16076865	6000000074726628324	Pan Angxiao	Yuan dynasty person CBDB = 10036
Q16076875		Qian Weihao	Song dynasty person (CBDB = 121618)
Q16076880	6000000047502756263	Qian Kun	Song dynasty person (CBDB = 3035)
Q16076882	6000000074702058904	Pan Jingxian	Song dynasty person (CBDB = 3690)
Q16076895	6000000074734358821	Pan Fang	Song dynasty person CBDB = 21259
Q16076915	6000000074382117821	Qian Yuanqiu	person (CBDB = 94261)
Q16076933		Shi Shaoyong	Later Jin Dynasty person CBDB = 339656
Q16076934	6000000074738036923	Pu Shoucheng	Yuan dynasty person CBDB = 14501
Q16076937	6000000046705570227	Pu Zongmeng	Song dynasty person (CBDB = 1408)
Q16076938	6000000074730404839	Pan Geng	Song dynasty person (CBDB = 11540)
Q16076951	6000000074691692187	Xiao Zhu	Song dynasty person CBDB = 12295
Q16076989	6000000009834530639	Aixinjueluo Pushan	Republic of China person CBDB = 65203
Q16076990		Qian Yikai	Qing dynasty person CBDB=55062
Q16076994	6000000074382101821	Qian Hongyi	Song dynasty person (CBDB = 52319)
Q16076995	6000000074381655910	Qian Yu	Song dynasty person (CBDB = 14696)
Q16077003		Shao Yuelian	Qing dynasty person CBDB = 59261
Q16077037	6000000074792693886	Ruan Xuehao	Qing dynasty person CBDB = 29646
Q16077051	6000000047503149147	Qian Weizhi	Song dynasty person (CBDB = 14697)
Q16077059	6000000045271548023	Qian Fuzuo	Qing dynasty person CBDB = 63157
Q16077062	6000000075060371012	Qian Yan	Wuyue person CBDB = 13103
Q16077063	6000000071157742210	Qin Dunshi	Republic of China person CBDB = 85759
Q16077075	6000000075062442930	Xue Kui	Song dynasty person CBDB=803
Q16077081		Liu Ruzao	Qing dynasty person CBDB = 75058
Q16077100	6000000074748170348	Shi Jie	Song dynasty person CBDB = 17935
Q16077119	6000000074792643872	Ruan Yu	Cao Wei person CBDB = 29613
Q16077121	6000000075421262930	Shi Xiaoyou	Song dynasty person CBDB = 38658
Q16077127	6000000074753335957	Su Yugui	Later Han dynasty person CBDB = 20489
Q16077133		Tao Dashun	Ming dynasty person CBDB = 68323
Q16077136		Shi Bin	Later Jin Dynasty person CBDB = 339654
Q16077138	6000000075610125045	Shi Yunyu	Qing dynasty person CBDB = 54731
Q16077149		Jiang Ran	Qing dynasty person CBDB = 361399
Q16077169	6000000039002940806	Su Shunyuan	Song dynasty person CBDB = 1505
Q16077174		Shi Yu	Later Jin Dynasty person CBDB = 339655
Q16077184	6000000074727877043	Su Tianjue	Yuan dynasty person CBDB = 10792
Q16077188	6000000074692286956	Xie Kejia	Song dynasty person CBDB=8059
Q16077191	6000000074728779832	Xie Kuoran	Song dynasty person CBDB = 11364
Q16077193	6000000074726828618	Shu Lin	Song dynasty person CBDB = 10325
Q16077206		Shi Jing	Later Jin Dynasty person CBDB = 339653
Q16077208	6000000074759008577	Wei Shu	Tang dynasty person CBDB = 32085
Q16077214	6000000074692283902	Xie Qingcai	Song dynasty person CBDB = 725
Q16077224		Wang Shouyi	Tang dynasty person CBDB = 175882
Q16077227	6000000074758167883	Su Xiang	Song dynasty person (CBDB = 21240)
Q16077251	6000000049584470900	Wang Shu	Song dynasty person (CBDB = 1877)
Q16077275	6000000075507323831	Wang Zhideng	Ming dynasty person CBDB = 35040 (1535–1612)
Q16077282	6000000036583996670	Wang Anguo	Song dynasty person (CBDB = 7076)
Q16077306	6000000075421432934	Tian Renlang	Song dynasty person CBDB = 38844
Q16077310	6000000074705725851	Weng Yanguo	Song dynasty person CBDB = 1956
Q16077317	6000000074704170937	Teng Maoshi	Song dynasty person CBDB = 1608
Q16077354		Wang Zhengsi	Ming dynasty person CBDB = 202442
Q16077364	6000000074705432092	Weng Yanyue	Song dynasty person (CBDB = 4034)
Q16077366	6000000023502216852	Tang Shuyi	Qing dynasty person CBDB = 60837
Q16077395	6000000074705582822	Wang Dechen	Song dynasty person CBDB = 1890
Q16077398	6000000074745069292	Wang Yang	Song dynasty person CBDB = 15443
Q16077400	6000000074705512833	Wang Sizong	Song dynasty person CBDB = 1880
Q16077406	6000000038176803729	Wang Juzheng	Song dynasty person CBDB = 8145
Q16077408	6000000075418724827	Wang Zhidao	Song dynasty person (CBDB = 1786)
Q16077412	6000000074705199821	Wang Zhiwang	Song dynasty person (CBDB = 1787)
Q16077414	6000000075420077039	Wang Zhi	Song dynasty person (CBDB = 38106)
Q16077415	6000000075611708112	Wang Degu	Qing dynasty person CBDB = 55661
Q16077416	6000000075419674822	Wang Zhongzhi	Song dynasty person CBDB = 37658
Q16077420	6000000074704309456	Wang Tao	Song dynasty person CBDB = 1883
Q16077444	6000000075407553870	Wang Ji	Jin dynasty person CBDB = 35022
Q16077451	6000000074709904846	Wang Shanggong	Song dynasty person CBDB = 26511
Q16077452	6000000074736306846	Wang Zuo	Song dynasty person CBDB = 13477
Q16077468	6000000075607022936	Wang Chongbing	Qing dynasty person CBDB = 54549
Q16077475	6000000074726260965	Wang Yansou	Song dynasty person (CBDB = 8154)
Q16077481	6000000074759081944	Wang Juan	Song dynasty person CBDB = 21998
Q16077486	6000000075050485836	Wang Qi	Song dynasty person (CBDB = 1765)
Q16077489	6000000074718176126	Wang Bao	Song dynasty person CBDB = 7086
Q16077491	6000000037591151789	Wang Cun	Song dynasty person (CBDB = 1897)
Q16077497	6000000075420452906	Wang Yan	Song dynasty person CBDB = 38122
Q16077502	6000000074726334918	Wang Xian	Song dynasty person CBDB = 8149
Q16077506	6000000074705505877	Wang Chao	Song dynasty person (CBDB = 7077)
Q16077523		Wei Jie	person, CBDB ID = 382538
Q16077527		Wang Ji	Tang dynasty person CBDB = 189639
Q16077528	6000000012653193103	Zhao Weixu	Song dynasty person (CBDB = 16213)
Q16077535	6000000075507036108	Wang Shu	Qing dynasty person CBDB = 56854
Q16077564	6000000039255142241	Wei Xiang	Song dynasty person (CBDB = 14996)
Q16077602	6000000023701404124	Wang Ningzhi	China person CBDB = 134837
Q16077623	6000000075507811939	Wang Yide	Qing dynasty person CBDB = 57221
Q16077628		Wang Zhensheng	Qing dynasty person CBDB = 30048
Q16077638	6000000018366799725	Wang Guangxin	Qing dynasty person CBDB = 61089
Q16077679	6000000074758442377	Wang Tao	Song dynasty person CBDB = 22123
Q16077714		Weng Cengyuan	Qing dynasty person CBDB = 87227
Q16077932	6000000074727956124	Chen Qiqing	Song dynasty person CBDB = 10881
Q16077981	6000000074787138001	Chen Hao	Yuan dynasty person CBDB = 27569
Q16078017	6000000075412850282	Chen Yigao	Yuan dynasty person CBDB = 35400
Q16078035	6000000074691940855	Fan Xun	Song dynasty person CBDB = 573
Q16078093	6000000021151069727	Xiao Xun	Tang dynasty person CBDB = 171686
Q16078102	6000000075049703034	Zhao Qi	Song dynasty person (CBDB = 50046)
Q16078116	6000000038046256338	Fan Kai	Song dynasty person (CBDB = 16763)
Q16078123	6000000038046835879	Fan Zi	Song dynasty person (CBDB = 13874)
Q16078132	6000000038107174901	Fan Yong	Song dynasty person CBDB = 593
Q16078171	6000000075490249244	Zhao Jia	Song dynasty person (CBDB = 50043)
Q16078261	6000000075503289150	Chen Fa	Qing dynasty person CBDB = 54246
Q16078309	6000000075429478927	Gao Ruozhuo	Song dynasty person (CBDB = 43863)
Q16078345	6000000074716499962	Di Guangyuan	Tang dynasty person CBDB = 181715
Q16078357	6000000074685358874	Cheng Shuda	Song dynasty person CBDB = 15569
Q16078366	6000000074786423866	Cheng Duanmeng	Song dynasty person CBDB = 27381
Q16078378	6000000074746083821	Cheng Jufu	Yuan dynasty person CBDB=27853
Q16078400	6000000075402006326	Dugu Ji	Tang dynasty person (CBDB = 32917)
Q16078448		Zhao Xun	Song dynasty person CBDB = 119357
Q16078500	6000000074791606913	Dong Jun	Jin dynasty person CBDB = 29232
Q16078526	6000000075426604832	Yu Fu	Song dynasty person CBDB=41917
Q16078652	6000000074747272822	Fan Chuyi	Song dynasty person CBDB = 16929
Q16078655	6000000074792122847	Yelü Guanyin	Liao dynasty person CBDB = 45561
Q16078664	6000000039151937649	Fan Shiliang	Song dynasty person CBDB=16917
Q16078822	6000000075614303829	Gu Gao	Qing dynasty person CBDB = 56923
Q16078824	6000000006579930051	Zhao Yuanyi	Song dynasty person (CBDB = 50309)
Q16078844	6000000074791915978	Yelü Ning	Liao dynasty person CBDB = 43348
Q16078845	6000000074790904384	Dong Wenzhong	Yuan dynasty person CBDB = 29299
Q16137271	6000000075424301852	Song Ruzhi	Song dynasty person CBDB = 40220
Q16138221	6000000075405314028	Zhu Qing	Yuan dynasty person CBDB = 33448
Q16138226	6000000074787583910	Bei Qiong	Ming dynasty person CBDB=27835
Q16150568	6000000075405305849	Qi Zhaijia	Qing dynasty person CBDB = 33173
Q16152055	6000000088705483315	Junye Song	Qing dynasty person CBDB = 79897 (1653–1713)
Q16165093		Tanggici	Yuan dynasty person CBDB = 116861
Q16240070	6000000075430935914	Zhang Li	Liao dynasty person CBDB = 44800
Q16259833		Xiao Huan	person (CBDB = 171671)
Q16259837		Zhao Yan	Song dynasty person (CBDB = 119568)
Q16259838	6000000075491011924	Zhao Qi	Song dynasty person (CBDB = 50070)
Q16259839	6000000038224101085	Zhu Ang	Song dynasty person (CBDB = 512)
Q16259840	6000000074726038269	Wang Anzhong	Song dynasty person CBDB = 8143
Q16259842	6000000074692416936	Xu Anshi	Song dynasty person CBDB=778
Q16259845	6000000075333494023	Zhangsun Anye	Tang dynasty person CBDB = 134622
Q16259892	6000000074790751842	Zhao Bingwen	Jin dynasty person CBDB = 28846
Q16259902	6000000074692510949	Xu Churen	Song dynasty person CBDB = 745
Q16259904	6000000134237098939	Lin Chunpu	Qing dynasty person CBDB = 82649
Q16259915		Miao Can	Tang dynasty person CBDB = 184105
Q16259916	6000000074691055287	Fan Kuanzhi	Song dynasty person CBDB = 576
Q16259919		Xiao Chongzhi	person, CBDB = 193968
Q16259922		Chunxi Yu	Ming dynasty person CBDB = 118893
Q16259938	6000000074726151895	Chen Chengzhi	Song dynasty person (CBDB = 8002)
Q16259966		Changsun Chong	Tang dynasty person CBDB = 173176
Q16259974	6000000074691203113	Zhuang Chuo	Song dynasty person CBDB = 11915
Q16259988	6000000075505433832	Wang Duanguang	Qing dynasty person CBDB = 55239
Q16259989	6000000074729853114	Pan Dalin	Song dynasty person (CBDB = 11541)
Q16259996	6000000075502157848	Su Dexiang	Song dynasty person CBDB = 52941
Q16260006	6000000074783378861	Xiao Dezao	Song dynasty person CBDB = 25112
Q16260012	6000000075425701966	Ruan Dengbing	Song dynasty person CBDB = 41399
Q16260035	6000000074688035826	Lingzhi Zhao	Song dynasty person CBDB = 24925
Q16260068	6000000074790304400	Yan Fu	Yuan dynasty person CBDB = 29061
Q16260076		Zheng Fangcheng	Qing dynasty person CBDB = 69001
Q16260083	6000000075483620961	Zhang Gui	Song dynasty person CBDB = 46800
Q16260089	6000000074787434895	Wang Guan	Song dynasty person (CBDB = 27693)
Q16260096	6000000074701333298	Nie Guanqing	Song dynasty person (CBDB = 1378)
Q16260106		Ma Guangzan	person, CBDB = 145270
Q16260115	6000000031975712065	Ye Guanguo	Qing dynasty person CBDB = 54409
Q16260146	6000000075611312837	Yin Huiyi	Qing dynasty person CBDB = 35193
Q16260155		Li Hongji	Southern Tang person CBDB = 92896
Q16260160	6000000074705259836	Wang Hou	Song dynasty person (CBDB = 17819)
Q16260165	6000000047094177421	Zhang Heng	Song dynasty person (CBDB = 12964)
Q16260168	6000000074792101873	Yelü Hegudian	Liao dynasty person CBDB = 45559
Q16260169	6000000074790880591	Yelü Helu	Liao dynasty person CBDB = 43859
Q16260178	6000000075428251343	Xiao Hui	Liao dynasty person CBDB = 45644
Q16260185	6000000049897216841	Zhao Huaiyu	Qing dynasty person CBDB = 65688
Q16260191	6000000074787671635	Zheng Huan	Tang dynasty person CBDB = 33158
Q16260214	6000000074749319966	Xu Heng	Chen dynasty person CBDB = 18634
Q16260246	6000000024999103206	Jilie Wang	Qing dynasty person CBDB = 342113
Q16260261	6000000074791839937	Yelü Jiuge	Liao dynasty person CBDB = 45580
Q16260265	6000000088928803050	Zang Jifang	Ming dynasty person CBDB = 204195
Q16260282	6000000037591925937	Xie Jiang	Song dynasty person (CBDB = 727)
Q16260285	6000000075344318821	Zhao Jie	Tang dynasty person CBDB = 31174
Q16260292	6000000039744700900	Zheng Jian	Song dynasty person CBDB = 411
Q16260365	6000000074734111842	Zheng Kexue	Song dynasty person CBDB=12666
Q16260374	6000000075430256934	Han Deyong	Liao dynasty person CBDB=44649
Q16260392	6000000075421097908	Wang Guanguo	person, CBDB = 38498
Q16260404	6000000075328021088	Yang Lie	Northern Wei person CBDB = 172426
Q16260411	6000000075430163838	Yelv Laogu	Liao dynasty person CBDB = 44189
Q16260428	6000000075501392878	Han Lingkun	Song dynasty person (CBDB = 52521)
Q16260445		Tian Lingfang	Song dynasty person (CBDB = 119713)
Q16260451	6000000075060617034	Li Zhuan	Tang dynasty person CBDB = 31304
Q16260485	6000000074725889949	Zheng Mu	Song dynasty person CBDB=7187
Q16260495	6000000075426469892	Lu Mengfa	Song dynasty person CBDB=41855
Q16260525	6000000075499223935	Zheng Nansheng	Song dynasty person CBDB = 51374
Q16260544	6000000054980508826	Zheng Pengcheng	person, CBDB ID = 375656
Q16260546		Yan Pi	person, CBDB = 163926
Q16260561	6000000075610672835	Wang Qisun	Qing dynasty person CBDB = 54760
Q16260562	6000000074735193129	Shi Qizong	Song dynasty person CBDB = 21074
Q16260565	6000000075481576100	Yelü Boshi	Liao dynasty person CBDB = 45589
Q16260566	6000000075431200821	Geng Quanbin	Song dynasty person CBDB=44787
Q16260573	6000000074727297225	Zheng Qingzhi	Song dynasty person CBDB = 10363
Q16260601	6000000043383358851	Cai Qi	Song dynasty person CBDB=1646
Q16260602	6000000074748949050	Meng Rencao	Song dynasty person (CBDB = 18321)
Q16260607	6000000020182228810	Wang Rendong	Republic of China person CBDB = 71402
Q16260608	6000000074705179955	Wang Renshan	Song dynasty person CBDB = 1831
Q16260613	6000000074733014020	Xiao Rui	Tang dynasty person CBDB = 33097
Q16260619	6000000074745550884	Zheng Ruxie	Song dynasty person CBDB = 15326
Q16260622	6000000132359431821	Ma Ruichen	Qing dynasty person CBDB=124866
Q16260629		Geng Xuan	Ming dynasty person CBDB = 129608
Q16260653	6000000074726301858	Li Su	Song dynasty person CBDB = 19768
Q16260656	6000000074697834439	Hong Kuo	Song dynasty person (CBDB = 870)
Q16260657	6000000074769784633	You Si	Song dynasty person CBDB = 24710
Q16260668	6000000074750415954	Li Shu	Tang dynasty person CBDB = 145585
Q16260669	6000000075481556023	Yelü Shige	Liao dynasty person CBDB = 45587
Q16260675	6000000074698312934	Hu Songnian	Song dynasty person CBDB = 826
Q16260679		Fan Zhengchen	Song dynasty person CBDB = 16746
Q16260681	6000000074691796860	Fan Shi	Song dynasty person (CBDB = 16792)
Q16260697	6000000075414710822	Yuan Shiyuan	Yuan dynasty person CBDB = 35485
Q16260707		Zhong Shiyao	Qing dynasty person CBDB = 84891
Q16260737	6000000054972906844	Zheng Shoulian	person, CBDB ID = 375500
Q16260743	6000000075428677000	Yelv Zhulie	Liao dynasty person CBDB = 43360
Q16260750		Wang Shimao	Ming dynasty person CBDB = 34719
Q16260763	6000000021151410339	Changsun Chang	Tang dynasty person CBDB = 173162
Q16260768	6000000012653694312	Xie Shenfu	Song dynasty person (CBDB = 17100)
Q16260786	6000000075429908825	Huangfu Tan	Song dynasty person CBDB = 44002
Q16260796	6000000074787293913	Ye Tinggui	Song dynasty person (CBDB = 27592)
Q16260909	6000000074726394898	Wen Yi	Song dynasty person CBDB = 8160
Q16260921	6000000075481022499	Yelü Xingge	Liao dynasty person CBDB = 45594
Q16260933		Yuan Xizu	Qing dynasty person CBDB = 60885
Q16260943	6000000074687054055	Zhao Xiang	Song dynasty person (CBDB = 360)
Q16321506	6000000074710220899	Qian Xiangzu	Song dynasty person (CBDB = 3033)
Q16321509	6000000074789797087	Chen Zuren	Yuan dynasty person CBDB = 28643
Q16321538	6000000074771433973	Yu Duanli	Song dynasty person CBDB = 24873
Q16538619	6000000075503061034	Dagui Muzhe	Song dynasty person CBDB = 53860
Q16570755	6000000075503252922	Shi Huijiao	Song dynasty person CBDB = 53857
Q16603288	6000000074791825001	Yelü Yanmujin	Liao dynasty person CBDB = 45572
Q16603291	6000000074791859984	Yelü Shuogu	Liao dynasty person CBDB = 45574
Q16603296		Princess of Shangyong	person, CBDB ID = 135349
Q16603333		Liu Yingyuan	Liu Song dynasty person CBDB = 120213
Q16603548		Xianggelaji	Yuan dynasty person CBDB = 116563
Q16603659	6000000075049517102	Princess Xingguo	Song dynasty person (CBDB = 42626)
Q16603665	6000000074750574043	Li Mou	Tang dynasty person CBDB = 194187
Q16603709	6000000075049666993	Princess Chenguo	Song dynasty person (CBDB = 38881)
Q16863942		Li Jianxun	Southern Tang person CBDB = 92981
Q16903250		Feng Xingzhi	person, CBDB = 172373
Q16903295		Gao Yuanyu	Tang dynasty person CBDB = 94341
Q16903313	6000000074692399821	He Zhizhong	Song dynasty person CBDB=8053
Q16903316	6000000075326119481	Huochihaer Dejin	Yuan dynasty person CBDB = 30343
Q16903326	6000000038103702983	Han Zhen	Song dynasty person (CBDB = 634)
Q16903333	6000000051922460919	Hu Su	Song dynasty person CBDB = 8064
Q16903390	6000000039520818689	Li Weizhuang	Republic of China person CBDB = 77722
Q16903405	6000000074701463948	Luo Zheng	Song dynasty person CBDB = 1261
Q16903713		Murong Zhonglie	person (CBDB = 165150)
Q16903715		Murong Xihao	Tang dynasty person CBDB = 143089
Q16903718		Mu Cong	Ming dynasty person CBDB = 127498
Q16903735	6000000075326941837	Mamura Tegin	Yuan dynasty person CBDB = 30342
Q16903761	6000000074783616027	Mo Zichun	Song dynasty person CBDB = 25540
Q16903764	6000000075326694996	Niulin Dejin	Yuan dynasty person CBDB=30345
Q16903773	6000000075406399924	Pan Lang	Song dynasty person CBDB = 33902
Q16903806		Jianji	Yuan dynasty person CBDB = 114844
Q16903808	6000000074684848484	Qian Gongfu	Song dynasty person (CBDB = 147)
Q16903811	6000000037112384639	Qian Taiji	Qing dynasty person CBDB = 29767 (1791–1863)
Q16903814	6000000075603667867	Qin Xiangye	Qing dynasty person CBDB = 54001 (1813–1883)
Q16903815	6000000074787266076	Qiu Wanqing	Song dynasty person CBDB = 27715
Q16903862	6000000074709425957	Shao Bowen	Song dynasty person CBDB = 20864
Q16903920		Mu Suiliu	person, CBDB = 194683
Q16903986		Wang Yuanzhong	Tang dynasty person CBDB = 175500
Q16903987	6000000074747137821	Wang Yan	Song dynasty person (CBDB = 16692)
Q16903999	6000000075406158919	Luo Bi	Yuan dynasty person CBDB = 33646
Q16904013	6000000075328595214	Wei Yunqi	Tang dynasty person CBDB = 31023
Q16904053	6000000074737720995	Wang Dabao	Song dynasty person CBDB = 14454
Q16904055	6000000071016864843	Wang Yiqing	Qing dynasty person CBDB = 69263
