from	to	kind	when	permalink
Emma Leonhart 命玥	Per Inge Torkelsen	in-law	August 15, 2026 at 7:05 PM	https://www.geni.com/path/Emma-Leonhart-%E5%91%BD%E7%8E%A5+is+related+to+Per-Inge-Torkelsen?from=6000000087535357291&path_type=inlaw&to=6000000018941002216
Emma Leonhart 命玥	Per Inge Torkelsen	blood	August 15, 2026 at 7:05 PM	https://www.geni.com/path/Emma-Leonhart-%E5%91%BD%E7%8E%A5+is+related+to+Per-Inge-Torkelsen?from=6000000087535357291&path_type=blood&to=6000000018941002216
Emma Leonhart 命玥	Aurora Aksnes	in-law	August 15, 2026 at 7:05 PM	https://www.geni.com/path/Emma-Leonhart-%E5%91%BD%E7%8E%A5+is+related+to+Aurora-Aksnes?from=6000000087535357291&path_type=inlaw&to=6000000095213396844
Emma Leonhart 命玥	Einar Gram Borch	blood	August 15, 2026 at 7:05 PM	https://www.geni.com/path/Emma-Leonhart-%E5%91%BD%E7%8E%A5+is+related+to+Einar-Gram-Borch?from=6000000087535357291&path_type=blood&to=6000000020254004837
Emma Leonhart 命玥	Hallvard Sandnes	in-law	August 15, 2026 at 7:05 PM	https://www.geni.com/path/Emma-Leonhart-%E5%91%BD%E7%8E%A5+is+related+to+Hallvard-Sandnes?from=6000000087535357291&path_type=inlaw&to=6000000008062966266
Emma Leonhart 命玥	Hallvard Sandnes	blood	August 15, 2026 at 7:05 PM	https://www.geni.com/path/Emma-Leonhart-%E5%91%BD%E7%8E%A5+is+related+to+Hallvard-Sandnes?from=6000000087535357291&path_type=blood&to=6000000008062966266
Emma Leonhart 命玥	Aurora Aksnes	blood	August 15, 2026 at 7:05 PM	https://www.geni.com/path/Emma-Leonhart-%E5%91%BD%E7%8E%A5+is+related+to+Aurora-Aksnes?from=6000000087535357291&path_type=blood&to=6000000095213396844
Emma Leonhart 命玥	Ole Fredrik Olden	in-law	August 15, 2026 at 7:05 PM	https://www.geni.com/path/Emma-Leonhart-%E5%91%BD%E7%8E%A5+is+related+to+Ole-Olden?from=6000000087535357291&path_type=inlaw&to=6000000000687421882
Emma Leonhart 命玥	Gunn-Rita Dahle Flesjå	in-law	August 15, 2026 at 7:05 PM	https://www.geni.com/path/Emma-Leonhart-%E5%91%BD%E7%8E%A5+is+related+to+Gunn-Rita-Flesj%C3%A5?from=6000000087535357291&path_type=inlaw&to=6000000033181822821
Emma Leonhart 命玥	Bertram Charles Middelthon	in-law	August 15, 2026 at 7:05 PM	https://www.geni.com/path/Emma-Leonhart-%E5%91%BD%E7%8E%A5+is+related+to+Bertram-Charles-Middelthon?from=6000000087535357291&path_type=inlaw&to=6000000026392951320
Emma Leonhart 命玥	Bertram Charles Middelthon	blood	August 15, 2026 at 7:05 PM	https://www.geni.com/path/Emma-Leonhart-%E5%91%BD%E7%8E%A5+is+related+to+Bertram-Charles-Middelthon?from=6000000087535357291&path_type=blood&to=6000000026392951320
Emma Leonhart 命玥	Ståle Eskeland	blood	August 15, 2026 at 7:05 PM	https://www.geni.com/path/Emma-Leonhart-%E5%91%BD%E7%8E%A5+is+related+to+St%C3%A5le-Eskeland?from=6000000087535357291&path_type=blood&to=6000000010760898759
Emma Leonhart 命玥	Ståle Eskeland	in-law	August 15, 2026 at 7:05 PM	https://www.geni.com/path/Emma-Leonhart-%E5%91%BD%E7%8E%A5+is+related+to+St%C3%A5le-Eskeland?from=6000000087535357291&path_type=inlaw&to=6000000010760898759
Emma Leonhart 命玥	Sigurd Some Sørensen	in-law	August 15, 2026 at 7:05 PM	https://www.geni.com/path/Emma-Leonhart-%E5%91%BD%E7%8E%A5+is+related+to+Sigurd-S%C3%B8rensen?from=6000000087535357291&path_type=inlaw&to=6000000002067072170
Emma Leonhart 命玥	Sigurd Some Sørensen	blood	August 15, 2026 at 7:05 PM	https://www.geni.com/path/Emma-Leonhart-%E5%91%BD%E7%8E%A5+is+related+to+Sigurd-S%C3%B8rensen?from=6000000087535357291&path_type=blood&to=6000000002067072170
Emma Leonhart 命玥	Andreas Emil Erichsen	in-law	August 15, 2026 at 7:05 PM	https://www.geni.com/path/Emma-Leonhart-%E5%91%BD%E7%8E%A5+is+related+to+Andreas-Emil-Erichsen?from=6000000087535357291&path_type=inlaw&to=6000000070497375043
Emma Leonhart 命玥	Arnt Rasmussen Møglestue	in-law	August 15, 2026 at 7:05 PM	https://www.geni.com/path/Emma-Leonhart-%E5%91%BD%E7%8E%A5+is+related+to+Arnt-M%C3%B8glestue?from=6000000087535357291&path_type=inlaw&to=6000000024841032051
Emma Leonhart 命玥	Arnt Rasmussen Møglestue	blood	August 15, 2026 at 7:05 PM	https://www.geni.com/path/Emma-Leonhart-%E5%91%BD%E7%8E%A5+is+related+to+Arnt-M%C3%B8glestue?from=6000000087535357291&path_type=blood&to=6000000024841032051
Emma Leonhart 命玥	Birger Pedersen	in-law	August 15, 2026 at 7:05 PM	https://www.geni.com/path/Emma-Leonhart-%E5%91%BD%E7%8E%A5+is+related+to+Birger-Pedersen?from=6000000087535357291&path_type=inlaw&to=6000000016035515278
Emma Leonhart 命玥	Johan Marnburg	in-law	August 15, 2026 at 7:05 PM	https://www.geni.com/path/Emma-Leonhart-%E5%91%BD%E7%8E%A5+is+related+to+Johan-Marnburg?from=6000000087535357291&path_type=inlaw&to=6000000023286661837
Emma Leonhart 命玥	Birger Pedersen	blood	August 15, 2026 at 7:05 PM	https://www.geni.com/path/Emma-Leonhart-%E5%91%BD%E7%8E%A5+is+related+to+Birger-Pedersen?from=6000000087535357291&path_type=blood&to=6000000016035515278
Emma Leonhart 命玥	Peder Pavels Hielm	in-law	August 15, 2026 at 7:05 PM	https://www.geni.com/path/Emma-Leonhart-%E5%91%BD%E7%8E%A5+is+related+to+Peder-Pavels-Hielm?from=6000000087535357291&path_type=inlaw&to=6000000011235467397
Emma Leonhart 命玥	Michael Malvin Michaelsen	in-law	August 15, 2026 at 7:05 PM	https://www.geni.com/path/Emma-Leonhart-%E5%91%BD%E7%8E%A5+is+related+to+Michael-Malvin-Michaelsen?from=6000000087535357291&path_type=inlaw&to=6000000077667834821
Emma Leonhart 命玥	Peder Pavels Hielm	blood	August 15, 2026 at 7:04 PM	https://www.geni.com/path/Emma-Leonhart-%E5%91%BD%E7%8E%A5+is+related+to+Peder-Pavels-Hielm?from=6000000087535357291&path_type=blood&to=6000000011235467397
Emma Leonhart 命玥	Kristoffer Bertram Louis Berg	blood	August 15, 2026 at 7:04 PM	https://www.geni.com/path/Emma-Leonhart-%E5%91%BD%E7%8E%A5+is+related+to+Kristoffer-Bertram-Louis-Berg?from=6000000087535357291&path_type=blood&to=6000000018958663014
Emma Leonhart 命玥	Kristoffer Bertram Louis Berg	in-law	August 15, 2026 at 7:04 PM	https://www.geni.com/path/Emma-Leonhart-%E5%91%BD%E7%8E%A5+is+related+to+Kristoffer-Bertram-Louis-Berg?from=6000000087535357291&path_type=inlaw&to=6000000018958663014
Emma Leonhart 命玥	Torjer Meling	in-law	August 15, 2026 at 7:04 PM	https://www.geni.com/path/Emma-Leonhart-%E5%91%BD%E7%8E%A5+is+related+to+Torjer-Meling?from=6000000087535357291&path_type=inlaw&to=6000000022141374557
Emma Leonhart 命玥	Morten Smith Petersen	in-law	August 15, 2026 at 7:04 PM	https://www.geni.com/path/Emma-Leonhart-%E5%91%BD%E7%8E%A5+is+related+to+Morten-Petersen?from=6000000087535357291&path_type=inlaw&to=6000000008260238995
Emma Leonhart 命玥	Torjer Meling	blood	August 15, 2026 at 7:04 PM	https://www.geni.com/path/Emma-Leonhart-%E5%91%BD%E7%8E%A5+is+related+to+Torjer-Meling?from=6000000087535357291&path_type=blood&to=6000000022141374557
Emma Leonhart 命玥	Morten Smith Petersen	blood	August 15, 2026 at 7:04 PM	https://www.geni.com/path/Emma-Leonhart-%E5%91%BD%E7%8E%A5+is+related+to+Morten-Petersen?from=6000000087535357291&path_type=blood&to=6000000008260238995
Emma Leonhart 命玥	Tove Bærheim	in-law	August 15, 2026 at 7:04 PM	https://www.geni.com/path/Emma-Leonhart-%E5%91%BD%E7%8E%A5+is+related+to+Tove-B%C3%A6rheim?from=6000000087535357291&path_type=inlaw&to=6000000009894903775
Emma Leonhart 命玥	Tove Bærheim	blood	August 15, 2026 at 7:04 PM	https://www.geni.com/path/Emma-Leonhart-%E5%91%BD%E7%8E%A5+is+related+to+Tove-B%C3%A6rheim?from=6000000087535357291&path_type=blood&to=6000000009894903775
Emma Leonhart 命玥	Martin Nag	blood	August 15, 2026 at 7:04 PM	https://www.geni.com/path/Emma-Leonhart-%E5%91%BD%E7%8E%A5+is+related+to+Martin-Nag?from=6000000087535357291&path_type=blood&to=6000000008529438853
Emma Leonhart 命玥	Martin Nag	in-law	August 15, 2026 at 7:04 PM	https://www.geni.com/path/Emma-Leonhart-%E5%91%BD%E7%8E%A5+is+related+to+Martin-Nag?from=6000000087535357291&path_type=inlaw&to=6000000008529438853
Emma Leonhart 命玥	Borgmester og Statsråd i Oslo (Kristiania) Christian Frederik Zetlitz, Le Normand De Bretteville	in-law	August 15, 2026 at 7:04 PM	https://www.geni.com/path/Emma-Leonhart-%E5%91%BD%E7%8E%A5+is+related+to+Borgmester-og-Statsr%C3%A5d-i-Oslo-Kristiania-Christian-Frederik-Zetlitz-Le-Normand-De-Bretteville?from=6000000087535357291&path_type=inlaw&to=6000000006589193300
Emma Leonhart 命玥	Borgmester og Statsråd i Oslo (Kristiania) Christian Frederik Zetlitz, Le Normand De Bretteville	blood	August 15, 2026 at 7:04 PM	https://www.geni.com/path/Emma-Leonhart-%E5%91%BD%E7%8E%A5+is+related+to+Borgmester-og-Statsr%C3%A5d-i-Oslo-Kristiania-Christian-Frederik-Zetlitz-Le-Normand-De-Bretteville?from=6000000087535357291&path_type=blood&to=6000000006589193300
Emma Leonhart 命玥	Håkon Nilsen	in-law	August 15, 2026 at 7:04 PM	https://www.geni.com/path/Emma-Leonhart-%E5%91%BD%E7%8E%A5+is+related+to+H%C3%A5kon-Nilsen?from=6000000087535357291&path_type=inlaw&to=6000000006080715460
Emma Leonhart 命玥	Håkon Nilsen	blood	August 15, 2026 at 7:04 PM	https://www.geni.com/path/Emma-Leonhart-%E5%91%BD%E7%8E%A5+is+related+to+H%C3%A5kon-Nilsen?from=6000000087535357291&path_type=blood&to=6000000006080715460
Emma Leonhart 命玥	Jens Gregoriussen Riber, 1480	in-law	August 15, 2026 at 7:04 PM	https://www.geni.com/path/Emma-Leonhart-%E5%91%BD%E7%8E%A5+is+related+to+Jens-Gregoriussen-Riber-1480?from=6000000087535357291&path_type=inlaw&to=6000000013776824344
Emma Leonhart 命玥	Tore Renberg	blood	August 15, 2026 at 7:04 PM	https://www.geni.com/path/Emma-Leonhart-%E5%91%BD%E7%8E%A5+is+related+to+Tore-Renberg?from=6000000087535357291&path_type=blood&to=6000000044870041882
Emma Leonhart 命玥	Tore Renberg	in-law	August 15, 2026 at 7:04 PM	https://www.geni.com/path/Emma-Leonhart-%E5%91%BD%E7%8E%A5+is+related+to+Tore-Renberg?from=6000000087535357291&path_type=inlaw&to=6000000044870041882
Emma Leonhart 命玥	Bendix Christian de Fine	in-law	August 15, 2026 at 7:04 PM	https://www.geni.com/path/Emma-Leonhart-%E5%91%BD%E7%8E%A5+is+related+to+Bendix-Christian-de-Fine?from=6000000087535357291&path_type=inlaw&to=379735685930012896
Emma Leonhart 命玥	Bendix Christian de Fine	blood	August 15, 2026 at 7:04 PM	https://www.geni.com/path/Emma-Leonhart-%E5%91%BD%E7%8E%A5+is+related+to+Bendix-Christian-de-Fine?from=6000000087535357291&path_type=blood&to=379735685930012896
Emma Leonhart 命玥	Prof. Thure Georg Sahama	in-law	August 15, 2026 at 6:24 PM	https://www.geni.com/path/Emma-Leonhart-%E5%91%BD%E7%8E%A5+is+related+to+Prof-Thure-Georg-Sahama?from=6000000087535357291&path_type=inlaw&to=6000000028190860420
Emma Leonhart 命玥	Kaj Gabriel Franck	in-law	August 15, 2026 at 6:23 PM	https://www.geni.com/path/Emma-Leonhart-%E5%91%BD%E7%8E%A5+is+related+to+Kaj-Franck?from=6000000087535357291&path_type=inlaw&to=6000000003913667969
Emma Leonhart 命玥	Prof. Thure Georg Sahama	blood	August 15, 2026 at 6:23 PM	https://www.geni.com/path/Emma-Leonhart-%E5%91%BD%E7%8E%A5+is+related+to+Prof-Thure-Georg-Sahama?from=6000000087535357291&path_type=blood&to=6000000028190860420
Emma Leonhart 命玥	Kaj Gabriel Franck	blood	August 15, 2026 at 6:22 PM	https://www.geni.com/path/Emma-Leonhart-%E5%91%BD%E7%8E%A5+is+related+to+Kaj-Franck?from=6000000087535357291&path_type=blood&to=6000000003913667969
Emma Leonhart 命玥	Carl Dahl	in-law	August 15, 2026 at 6:19 PM	https://www.geni.com/path/Emma-Leonhart-%E5%91%BD%E7%8E%A5+is+related+to+Carl-Dahl?from=6000000087535357291&path_type=inlaw&to=6000000012801048713
Emma Leonhart 命玥	Olaf Pedersen	in-law	August 15, 2026 at 6:19 PM	https://www.geni.com/path/Emma-Leonhart-%E5%91%BD%E7%8E%A5+is+related+to+Olaf-Pedersen?from=6000000087535357291&path_type=inlaw&to=6000000004104829407
Emma Leonhart 命玥	Carl Ferdinand Allen	in-law	August 15, 2026 at 6:18 PM	https://www.geni.com/path/Emma-Leonhart-%E5%91%BD%E7%8E%A5+is+related+to+Carl-Allen?from=6000000087535357291&path_type=inlaw&to=6000000023880019324
Emma Leonhart 命玥	Christian Frederik Lütken	in-law	August 15, 2026 at 6:18 PM	https://www.geni.com/path/Emma-Leonhart-%E5%91%BD%E7%8E%A5+is+related+to+Christian-Frederik-L%C3%BCtken?from=6000000087535357291&path_type=inlaw&to=6000000034067577422
Emma Leonhart 命玥	Laurids Engelstoft	in-law	August 15, 2026 at 6:18 PM	https://www.geni.com/path/Emma-Leonhart-%E5%91%BD%E7%8E%A5+is+related+to+Laurids-Engelstoft?from=6000000087535357291&path_type=inlaw&to=6000000025259188072
Emma Leonhart 命玥	Wilhelm Lanzky-Otto	in-law	August 15, 2026 at 6:18 PM	https://www.geni.com/path/Emma-Leonhart-%E5%91%BD%E7%8E%A5+is+related+to+Wilhelm-Lanzky-Otto?from=6000000087535357291&path_type=inlaw&to=6000000000925356216
Emma Leonhart 命玥	Carl Gunnar Feilberg	in-law	August 15, 2026 at 6:18 PM	https://www.geni.com/path/Emma-Leonhart-%E5%91%BD%E7%8E%A5+is+related+to+Carl-Gunnar-Feilberg?from=6000000087535357291&path_type=inlaw&to=6000000003758378211
Emma Leonhart 命玥	Wilhelm Lanzky-Otto	blood	August 15, 2026 at 6:18 PM	https://www.geni.com/path/Emma-Leonhart-%E5%91%BD%E7%8E%A5+is+related+to+Wilhelm-Lanzky-Otto?from=6000000087535357291&path_type=blood&to=6000000000925356216
Emma Leonhart 命玥	Carl Gunnar Feilberg	blood	August 15, 2026 at 6:18 PM	https://www.geni.com/path/Emma-Leonhart-%E5%91%BD%E7%8E%A5+is+related+to+Carl-Gunnar-Feilberg?from=6000000087535357291&path_type=blood&to=6000000003758378211
Emma Leonhart 命玥	Olaf Pedersen	blood	August 15, 2026 at 6:18 PM	https://www.geni.com/path/Emma-Leonhart-%E5%91%BD%E7%8E%A5+is+related+to+Olaf-Pedersen?from=6000000087535357291&path_type=blood&to=6000000004104829407
Emma Leonhart 命玥	Laurids Engelstoft	blood	August 15, 2026 at 6:18 PM	https://www.geni.com/path/Emma-Leonhart-%E5%91%BD%E7%8E%A5+is+related+to+Laurids-Engelstoft?from=6000000087535357291&path_type=blood&to=6000000025259188072
Emma Leonhart 命玥	Joonas Kokkonen	in-law	August 15, 2026 at 6:18 PM	https://www.geni.com/path/Emma-Leonhart-%E5%91%BD%E7%8E%A5+is+related+to+Joonas-Kokkonen?from=6000000087535357291&path_type=inlaw&to=6000000003220505291
Emma Leonhart 命玥	Eugène Napoleon Theodor Fredrik Gustaf Tigerstedt	in-law	August 15, 2026 at 6:18 PM	https://www.geni.com/path/Emma-Leonhart-%E5%91%BD%E7%8E%A5+is+related+to+Eug%C3%A8ne-Tigerstedt?from=6000000087535357291&path_type=inlaw&to=6000000031820552726
Emma Leonhart 命玥	PM Ralf Törngren	in-law	August 15, 2026 at 6:17 PM	https://www.geni.com/path/Emma-Leonhart-%E5%91%BD%E7%8E%A5+is+related+to+PM-Ralf-T%C3%B6rngren?from=6000000087535357291&path_type=inlaw&to=6000000007389262598
Emma Leonhart 命玥	Arthur Isak Edvard Långfors	in-law	August 15, 2026 at 6:17 PM	https://www.geni.com/path/Emma-Leonhart-%E5%91%BD%E7%8E%A5+is+related+to+Arthur-Isak-Edvard-L%C3%A5ngfors?from=6000000087535357291&path_type=inlaw&to=6000000004183977279
Emma Leonhart 命玥	Ernst Alexander Homén	in-law	August 15, 2026 at 6:17 PM	https://www.geni.com/path/Emma-Leonhart-%E5%91%BD%E7%8E%A5+is+related+to+Ernst-Alexander-Hom%C3%A9n?from=6000000087535357291&path_type=inlaw&to=6000000011302378738
Emma Leonhart 命玥	professori Leo Eino Aario	in-law	August 15, 2026 at 6:17 PM	https://www.geni.com/path/Emma-Leonhart-%E5%91%BD%E7%8E%A5+is+related+to+professori-Leo-Eino-Aario?from=6000000087535357291&path_type=inlaw&to=6000000088057306880
Emma Leonhart 命玥	Jarl Axel Wasastjerna	in-law	August 15, 2026 at 6:17 PM	https://www.geni.com/path/Emma-Leonhart-%E5%91%BD%E7%8E%A5+is+related+to+Jarl-Axel-Wasastjerna?from=6000000087535357291&path_type=inlaw&to=6000000000252324893
Emma Leonhart 命玥	Doctor Ammondt	blood	August 15, 2026 at 6:17 PM	https://www.geni.com/path/Emma-Leonhart-%E5%91%BD%E7%8E%A5+is+related+to+Doctor-Ammondt?from=6000000087535357291&path_type=blood&to=6000000079290762052
Emma Leonhart 命玥	Arthur Isak Edvard Långfors	blood	August 15, 2026 at 6:17 PM	https://www.geni.com/path/Emma-Leonhart-%E5%91%BD%E7%8E%A5+is+related+to+Arthur-Isak-Edvard-L%C3%A5ngfors?from=6000000087535357291&path_type=blood&to=6000000004183977279
Emma Leonhart 命玥	Jarl Axel Wasastjerna	blood	August 15, 2026 at 6:17 PM	https://www.geni.com/path/Emma-Leonhart-%E5%91%BD%E7%8E%A5+is+related+to+Jarl-Axel-Wasastjerna?from=6000000087535357291&path_type=blood&to=6000000000252324893
Emma Leonhart 命玥	Akateemikko Erkki Aukusti Laurila	in-law	August 15, 2026 at 6:17 PM	https://www.geni.com/path/Emma-Leonhart-%E5%91%BD%E7%8E%A5+is+related+to+Akateemikko-Erkki-Aukusti-Laurila?from=6000000087535357291&path_type=inlaw&to=6000000037704028766
Emma Leonhart 命玥	Prof. Kai Viktor Johannes von Fieandt, Ph.D.	in-law	August 15, 2026 at 6:17 PM	https://www.geni.com/path/Emma-Leonhart-%E5%91%BD%E7%8E%A5+is+related+to+Prof-Kai-Viktor-Johannes-von-Fieandt-Ph-D?from=6000000087535357291&path_type=inlaw&to=6000000023969704238
Emma Leonhart 命玥	Eugène Napoleon Theodor Fredrik Gustaf Tigerstedt	blood	August 15, 2026 at 6:17 PM	https://www.geni.com/path/Emma-Leonhart-%E5%91%BD%E7%8E%A5+is+related+to+Eug%C3%A8ne-Tigerstedt?from=6000000087535357291&path_type=blood&to=6000000031820552726
Emma Leonhart 命玥	Vladi Marmo	in-law	August 15, 2026 at 6:17 PM	https://www.geni.com/path/Emma-Leonhart-%E5%91%BD%E7%8E%A5+is+related+to+Vladi-Marmo?from=6000000087535357291&path_type=inlaw&to=6000000012938156179
Emma Leonhart 命玥	Anitra Linnéa Christina Karsten	in-law	August 15, 2026 at 6:16 PM	https://www.geni.com/path/Emma-Leonhart-%E5%91%BD%E7%8E%A5+is+related+to+Anitra-Linn%C3%A9a-Christina-Karsten?from=6000000087535357291&path_type=inlaw&to=6000000079267271590
Emma Leonhart 命玥	Ernst Alexander Homén	blood	August 15, 2026 at 6:16 PM	https://www.geni.com/path/Emma-Leonhart-%E5%91%BD%E7%8E%A5+is+related+to+Ernst-Alexander-Hom%C3%A9n?from=6000000087535357291&path_type=blood&to=6000000011302378738
Emma Leonhart 命玥	Yrjö Henrik Kajava (Nylund)	in-law	August 15, 2026 at 6:16 PM	https://www.geni.com/path/Emma-Leonhart-%E5%91%BD%E7%8E%A5+is+related+to+Yrj%C3%B6-Henrik-Kajava-Nylund?from=6000000087535357291&path_type=inlaw&to=6000000007184836787
Emma Leonhart 命玥	Prof. Kai Viktor Johannes von Fieandt, Ph.D.	blood	August 15, 2026 at 6:16 PM	https://www.geni.com/path/Emma-Leonhart-%E5%91%BD%E7%8E%A5+is+related+to+Prof-Kai-Viktor-Johannes-von-Fieandt-Ph-D?from=6000000087535357291&path_type=blood&to=6000000023969704238
Emma Leonhart 命玥	Eliel Lagercrantz	in-law	August 15, 2026 at 6:16 PM	https://www.geni.com/path/Emma-Leonhart-%E5%91%BD%E7%8E%A5+is+related+to+Eliel-Lagercrantz?from=6000000087535357291&path_type=inlaw&to=6000000038337943245
Emma Leonhart 命玥	Anitra Linnéa Christina Karsten	blood	August 15, 2026 at 6:16 PM	https://www.geni.com/path/Emma-Leonhart-%E5%91%BD%E7%8E%A5+is+related+to+Anitra-Linn%C3%A9a-Christina-Karsten?from=6000000087535357291&path_type=blood&to=6000000079267271590
Emma Leonhart 命玥	Juho Heikki Vennola	in-law	August 15, 2026 at 6:16 PM	https://www.geni.com/path/Emma-Leonhart-%E5%91%BD%E7%8E%A5+is+related+to+Juho-Heikki-Vennola?from=6000000087535357291&path_type=inlaw&to=6000000008205346192
Emma Leonhart 命玥	Povl Ole Fanger	in-law	August 15, 2026 at 6:16 PM	https://www.geni.com/path/Emma-Leonhart-%E5%91%BD%E7%8E%A5+is+related+to+Povl-Ole-Fanger?from=6000000087535357291&path_type=inlaw&to=6000000051850936836
Emma Leonhart 命玥	Prof. Georg Henrik von Wright	in-law	August 15, 2026 at 6:16 PM	https://www.geni.com/path/Emma-Leonhart-%E5%91%BD%E7%8E%A5+is+related+to+Prof-Georg-Henrik-von-Wright?from=6000000087535357291&path_type=inlaw&to=5502964838900085605
Emma Leonhart 命玥	Akateemikko Erkki Aukusti Laurila	blood	August 15, 2026 at 6:16 PM	https://www.geni.com/path/Emma-Leonhart-%E5%91%BD%E7%8E%A5+is+related+to+Akateemikko-Erkki-Aukusti-Laurila?from=6000000087535357291&path_type=blood&to=6000000037704028766
Emma Leonhart 命玥	Dr. Markku Ilari Linnoila	in-law	August 15, 2026 at 6:16 PM	https://www.geni.com/path/Emma-Leonhart-%E5%91%BD%E7%8E%A5+is+related+to+Dr-Markku-Ilari-Linnoila?from=6000000087535357291&path_type=inlaw&to=6000000032758429626
Emma Leonhart 命玥	Vilhelm Eliel Viktorinus Wessman	in-law	August 15, 2026 at 6:16 PM	https://www.geni.com/path/Emma-Leonhart-%E5%91%BD%E7%8E%A5+is+related+to+Vilhelm-Eliel-Viktorinus-Wessman?from=6000000087535357291&path_type=inlaw&to=6000000022461604952
Emma Leonhart 命玥	Lauri Kettunen	in-law	August 15, 2026 at 6:16 PM	https://www.geni.com/path/Emma-Leonhart-%E5%91%BD%E7%8E%A5+is+related+to+Lauri-Kettunen?from=6000000087535357291&path_type=inlaw&to=6000000007184914927
Emma Leonhart 命玥	Rudolph Sophus Bergh	in-law	August 15, 2026 at 6:16 PM	https://www.geni.com/path/Emma-Leonhart-%E5%91%BD%E7%8E%A5+is+related+to+Rudolph-Sophus-Bergh?from=6000000087535357291&path_type=inlaw&to=6000000069381438156
Emma Leonhart 命玥	Holger Pedersen	in-law	August 15, 2026 at 6:15 PM	https://www.geni.com/path/Emma-Leonhart-%E5%91%BD%E7%8E%A5+is+related+to+Holger-Pedersen?from=6000000087535357291&path_type=inlaw&to=6000000017004933881
Emma Leonhart 命玥	Prof. Georg Henrik von Wright	blood	August 15, 2026 at 6:15 PM	https://www.geni.com/path/Emma-Leonhart-%E5%91%BD%E7%8E%A5+is+related+to+Prof-Georg-Henrik-von-Wright?from=6000000087535357291&path_type=blood&to=5502964838900085605
Emma Leonhart 命玥	Dr. Markku Ilari Linnoila	blood	August 15, 2026 at 6:15 PM	https://www.geni.com/path/Emma-Leonhart-%E5%91%BD%E7%8E%A5+is+related+to+Dr-Markku-Ilari-Linnoila?from=6000000087535357291&path_type=blood&to=6000000032758429626
Emma Leonhart 命玥	Prof. Tor Karsten	in-law	August 15, 2026 at 6:15 PM	https://www.geni.com/path/Emma-Leonhart-%E5%91%BD%E7%8E%A5+is+related+to+Prof-Tor-Karsten?from=6000000087535357291&path_type=inlaw&to=6000000003915237097
Emma Leonhart 命玥	Prof. Tor Karsten	blood	August 15, 2026 at 6:15 PM	https://www.geni.com/path/Emma-Leonhart-%E5%91%BD%E7%8E%A5+is+related+to+Prof-Tor-Karsten?from=6000000087535357291&path_type=blood&to=6000000003915237097
Emma Leonhart 命玥	Vilhelm Eliel Viktorinus Wessman	blood	August 15, 2026 at 6:15 PM	https://www.geni.com/path/Emma-Leonhart-%E5%91%BD%E7%8E%A5+is+related+to+Vilhelm-Eliel-Viktorinus-Wessman?from=6000000087535357291&path_type=blood&to=6000000022461604952
Emma Leonhart 命玥	William Christopher Zeise, 1836 Ridder af Dannebrog	in-law	August 15, 2026 at 6:15 PM	https://www.geni.com/path/Emma-Leonhart-%E5%91%BD%E7%8E%A5+is+related+to+William-Christopher-Zeise-1836-Ridder-af-Dannebrog?from=6000000087535357291&path_type=inlaw&to=6000000075700805895
Emma Leonhart 命玥	Povl Ole Fanger	blood	August 15, 2026 at 6:15 PM	https://www.geni.com/path/Emma-Leonhart-%E5%91%BD%E7%8E%A5+is+related+to+Povl-Ole-Fanger?from=6000000087535357291&path_type=blood&to=6000000051850936836
Emma Leonhart 命玥	William Christopher Zeise, 1836 Ridder af Dannebrog	blood	August 15, 2026 at 6:15 PM	https://www.geni.com/path/Emma-Leonhart-%E5%91%BD%E7%8E%A5+is+related+to+William-Christopher-Zeise-1836-Ridder-af-Dannebrog?from=6000000087535357291&path_type=blood&to=6000000075700805895
Emma Leonhart 命玥	Herman Valentiner	in-law	August 15, 2026 at 6:15 PM	https://www.geni.com/path/Emma-Leonhart-%E5%91%BD%E7%8E%A5+is+related+to+Herman-Valentiner?from=6000000087535357291&path_type=inlaw&to=6000000010877248442
Emma Leonhart 命玥	Børge Christian Jessen	in-law	August 15, 2026 at 6:15 PM	https://www.geni.com/path/Emma-Leonhart-%E5%91%BD%E7%8E%A5+is+related+to+B%C3%B8rge-Jessen?from=6000000087535357291&path_type=inlaw&to=360492189060012549
Emma Leonhart 命玥	Rudolph Sophus Bergh	blood	August 15, 2026 at 6:15 PM	https://www.geni.com/path/Emma-Leonhart-%E5%91%BD%E7%8E%A5+is+related+to+Rudolph-Sophus-Bergh?from=6000000087535357291&path_type=blood&to=6000000069381438156
Emma Leonhart 命玥	Caspar Frederich Harsdorff	in-law	August 15, 2026 at 6:15 PM	https://www.geni.com/path/Emma-Leonhart-%E5%91%BD%E7%8E%A5+is+related+to+Caspar-Frederich-Harsdorff?from=6000000087535357291&path_type=inlaw&to=6000000018212260392
Emma Leonhart 命玥	Adam Gustav Afzelius	in-law	August 15, 2026 at 6:15 PM	https://www.geni.com/path/Emma-Leonhart-%E5%91%BD%E7%8E%A5+is+related+to+Adam-Gustav-Afzelius?from=6000000087535357291&path_type=inlaw&to=6000000022820413342
Emma Leonhart 命玥	Tage Kemp	in-law	August 15, 2026 at 6:15 PM	https://www.geni.com/path/Emma-Leonhart-%E5%91%BD%E7%8E%A5+is+related+to+Tage-Kemp?from=6000000087535357291&path_type=inlaw&to=6000000014329905514
