from	to	kind	when	permalink
Emma Leonhart 命玥	Guaimar III, prince of Salerno	blood	August 5, 2026 at 2:10 PM	https://www.geni.com/path/Emma-Leonhart-%E5%91%BD%E7%8E%A5+is+related+to+Guaimar-III-prince-of-Salerno?from=6000000087535357291&path_type=blood&to=6000000002265514179
Emma Leonhart 命玥	Ioannes, comes palatii at Salerno	blood	August 5, 2026 at 4:30 AM	https://www.geni.com/path/Emma-Leonhart-%E5%91%BD%E7%8E%A5+is+related+to+Ioannes-comes-palatii-at-Salerno?from=6000000087535357291&path_type=blood&to=6000000091228965439
Emma Leonhart 命玥	Maria Scremin, Mariuccia	in-law	August 5, 2026 at 4:27 AM	https://www.geni.com/path/Emma-Leonhart-%E5%91%BD%E7%8E%A5+is+related+to+private?from=6000000087535357291&path_type=inlaw&to=6000000036852534926
Emma Leonhart 命玥	Enzio Scremin	in-law	August 5, 2026 at 4:27 AM	https://www.geni.com/path/Emma-Leonhart-%E5%91%BD%E7%8E%A5+is+related+to+Enzio-Scremin?from=6000000087535357291&path_type=inlaw&to=6000000036850582358
Emma Leonhart 命玥	Livio Scremin	in-law	August 5, 2026 at 4:25 AM	https://www.geni.com/path/Emma-Leonhart-%E5%91%BD%E7%8E%A5+is+related+to+Livio-Scremin?from=6000000087535357291&path_type=inlaw&to=6000000036850731188
Emma Leonhart 命玥	Lambert, of Spoleto	blood	August 5, 2026 at 4:18 AM	https://www.geni.com/path/Emma-Leonhart-%E5%91%BD%E7%8E%A5+is+related+to+Lambert-of-Spoleto?from=6000000087535357291&path_type=blood&to=6000000091345663829
Emma Leonhart 命玥	Katashiwa-no-Miko	in-law	August 4, 2026 at 8:49 PM	https://www.geni.com/path/Emma-Leonhart-%E5%91%BD%E7%8E%A5+is+related+to+%E8%BF%A6%E5%A4%9A%E9%81%85%E7%8E%8B?from=6000000087535357291&path_type=inlaw&to=6000000001850451588
Emma Leonhart 命玥	Tohoshi no Iratsume	in-law	August 4, 2026 at 8:49 PM	https://www.geni.com/path/Emma-Leonhart-%E5%91%BD%E7%8E%A5+is+related+to+Tohoshi-no-Iratsume?from=6000000087535357291&path_type=inlaw&to=6000000001850371939
Emma Leonhart 命玥	Oshisaka no Ōnakatsuhime	in-law	August 4, 2026 at 8:49 PM	https://www.geni.com/path/Emma-Leonhart-%E5%91%BD%E7%8E%A5+is+related+to+Oshisaka-no-%C5%8Cnakatsuhime?from=6000000087535357291&path_type=inlaw&to=6000000001850530180
Emma Leonhart 命玥	Tamarojo	in-law	August 4, 2026 at 8:49 PM	https://www.geni.com/path/Emma-Leonhart-%E5%91%BD%E7%8E%A5+is+related+to+Tamarojo?from=6000000087535357291&path_type=inlaw&to=6000000001850168969
Emma Leonhart 命玥	Kawarata no Iratsume	in-law	August 4, 2026 at 8:49 PM	https://www.geni.com/path/Emma-Leonhart-%E5%91%BD%E7%8E%A5+is+related+to+Kawarata-no-Iratsume?from=6000000087535357291&path_type=inlaw&to=6000000001850513243
Emma Leonhart 命玥	Prince Hayabusawake	in-law	August 4, 2026 at 8:49 PM	https://www.geni.com/path/Emma-Leonhart-%E5%91%BD%E7%8E%A5+is+related+to+Prince-Hayabusawake?from=6000000087535357291&path_type=inlaw&to=6000000001849174587
Emma Leonhart 命玥	Metori no Himemiko	in-law	August 4, 2026 at 8:49 PM	https://www.geni.com/path/Emma-Leonhart-%E5%91%BD%E7%8E%A5+is+related+to+Metori-no-Himemiko?from=6000000087535357291&path_type=inlaw&to=6000000001849117976
Emma Leonhart 命玥	Yatanohimemiko	in-law	August 4, 2026 at 8:48 PM	https://www.geni.com/path/Emma-Leonhart-%E5%91%BD%E7%8E%A5+is+related+to+Yatanohimemiko?from=6000000087535357291&path_type=inlaw&to=6000000001849160328
Emma Leonhart 命玥	誉屋別皇子	in-law	August 4, 2026 at 8:48 PM	https://www.geni.com/path/Emma-Leonhart-%E5%91%BD%E7%8E%A5+is+related+to+%E8%AA%89%E5%B1%8B%E5%88%A5%E7%9A%87%E5%AD%90?from=6000000087535357291&path_type=inlaw&to=6000000001847428164
Emma Leonhart 命玥	忍熊皇子	in-law	August 4, 2026 at 8:48 PM	https://www.geni.com/path/Emma-Leonhart-%E5%91%BD%E7%8E%A5+is+related+to+%E5%BF%8D%E7%86%8A%E7%9A%87%E5%AD%90?from=6000000087535357291&path_type=inlaw&to=6000000001847413088
Emma Leonhart 命玥	麛坂皇子	in-law	August 4, 2026 at 8:48 PM	https://www.geni.com/path/Emma-Leonhart-%E5%91%BD%E7%8E%A5+is+related+to+%E9%BA%9B%E5%9D%82%E7%9A%87%E5%AD%90?from=6000000087535357291&path_type=inlaw&to=6000000001846935905
Emma Leonhart 命玥	菟道稚郎子皇子	in-law	August 4, 2026 at 8:48 PM	https://www.geni.com/path/Emma-Leonhart-%E5%91%BD%E7%8E%A5+is+related+to+%E8%8F%9F%E9%81%93%E7%A8%9A%E9%83%8E%E5%AD%90%E7%9A%87%E5%AD%90?from=6000000087535357291&path_type=inlaw&to=6000000001849122151
Emma Leonhart 命玥	根鳥皇子	in-law	August 4, 2026 at 8:48 PM	https://www.geni.com/path/Emma-Leonhart-%E5%91%BD%E7%8E%A5+is+related+to+%E6%A0%B9%E9%B3%A5%E7%9A%87%E5%AD%90?from=6000000087535357291&path_type=inlaw&to=6000000001848377842
Emma Leonhart 命玥	荒田皇女	in-law	August 4, 2026 at 8:48 PM	https://www.geni.com/path/Emma-Leonhart-%E5%91%BD%E7%8E%A5+is+related+to+%E8%8D%92%E7%94%B0%E7%9A%87%E5%A5%B3?from=6000000087535357291&path_type=inlaw&to=6000000001848514027
Emma Leonhart 命玥	兄媛(吉備御友別妹)	in-law	August 4, 2026 at 8:48 PM	https://www.geni.com/path/Emma-Leonhart-%E5%91%BD%E7%8E%A5+is+related+to+%E5%85%84%E5%AA%9B-%E5%90%89%E5%82%99%E5%BE%A1%E5%8F%8B%E5%88%A5%E5%A6%B9?from=6000000087535357291&path_type=inlaw&to=6000000001850583174
Emma Leonhart 命玥	迦具漏比売	in-law	August 4, 2026 at 8:48 PM	https://www.geni.com/path/Emma-Leonhart-%E5%91%BD%E7%8E%A5+is+related+to+%E8%BF%A6%E5%85%B7%E6%BC%8F%E6%AF%94%E5%A3%B2?from=6000000087535357291&path_type=inlaw&to=6000000001849976030
Emma Leonhart 命玥	宮主宅媛	in-law	August 4, 2026 at 8:48 PM	https://www.geni.com/path/Emma-Leonhart-%E5%91%BD%E7%8E%A5+is+related+to+%E5%AE%AE%E4%B8%BB%E5%AE%85%E5%AA%9B?from=6000000087535357291&path_type=inlaw&to=6000000001849152023
Emma Leonhart 命玥	Nakatsuhime	in-law	August 4, 2026 at 8:48 PM	https://www.geni.com/path/Emma-Leonhart-%E5%91%BD%E7%8E%A5+is+related+to+Nakatsuhime?from=6000000087535357291&path_type=inlaw&to=6000000001848494033
Emma Leonhart 命玥	糸媛(糸井比売)	in-law	August 6, 2026 at 12:33 PM	https://www.geni.com/path/Emma-Leonhart-%E5%91%BD%E7%8E%A5+is+related+to+%E7%B3%B8%E5%AA%9B-%E7%B3%B8%E4%BA%95%E6%AF%94%E5%A3%B2?from=6000000087535357291&path_type=inlaw&to=6000000001849196113
Emma Leonhart 命玥	Ojin-tenno (Homutawake)	in-law	August 4, 2026 at 8:40 PM	https://www.geni.com/path/Emma-Leonhart-%E5%91%BD%E7%8E%A5+is+related+to+Ojin-tenno-Homutawake?from=6000000087535357291&path_type=inlaw&to=6000000001829492981
Emma Leonhart 命玥	Sir Thomas Knyvett, 1st Baron Knyvett	blood	August 4, 2026 at 8:19 PM	https://www.geni.com/path/Emma-Leonhart-%E5%91%BD%E7%8E%A5+is+related+to+Sir-Thomas-Knyvett-1st-Baron-Knyvett?from=6000000087535357291&path_type=blood&to=6000000003076603759
Emma Leonhart 命玥	Ingegerd Knutsdotter, Princess of Denmark	blood	August 4, 2026 at 8:18 PM	https://www.geni.com/path/Emma-Leonhart-%E5%91%BD%E7%8E%A5+is+related+to+Ingegard-Knuutintyt%C3%A4r-Tanskan-prinsessa?from=6000000087535357291&path_type=blood&to=6000000003350115352
Emma Leonhart 命玥	Adela of Flanders	blood	August 4, 2026 at 8:18 PM	https://www.geni.com/path/Emma-Leonhart-%E5%91%BD%E7%8E%A5+is+related+to+Adela-de-Flandre?from=6000000087535357291&path_type=blood&to=6000000004903076002
Emma Leonhart 命玥	Gertrude of Saxony, Countess of Flanders	blood	August 4, 2026 at 8:18 PM	https://www.geni.com/path/Emma-Leonhart-%E5%91%BD%E7%8E%A5+is+related+to+Gertrude-of-Saxony-Countess-of-Flanders?from=6000000087535357291&path_type=blood&to=6000000018832085528
Emma Leonhart 命玥	Dirk V Count of Holland and Count of Maasland, Kinhem & Texla	blood	August 4, 2026 at 8:18 PM	https://www.geni.com/path/Emma-Leonhart-%E5%91%BD%E7%8E%A5+is+related+to+Dirk-V-Count-of-Holland-and-Count-of-Maasland-Kinhem-Texla?from=6000000087535357291&path_type=blood&to=6000000002198739364
Emma Leonhart 命玥	Floris II, count of Holland	blood	August 4, 2026 at 8:18 PM	https://www.geni.com/path/Emma-Leonhart-%E5%91%BD%E7%8E%A5+is+related+to+Floris-II-count-of-Holland?from=6000000087535357291&path_type=blood&to=6000000011260547938
Emma Leonhart 命玥	Graaf Dirk van Holland, VI	in-law	August 4, 2026 at 8:18 PM	https://www.geni.com/path/Emma-Leonhart-%E5%91%BD%E7%8E%A5+is+related+to+Graaf-Dirk-van-Holland-VI?from=6000000087535357291&path_type=inlaw&to=6000000019514680157
Emma Leonhart 命玥	Graaf Dirk van Holland, VI	blood	August 4, 2026 at 8:18 PM	https://www.geni.com/path/Emma-Leonhart-%E5%91%BD%E7%8E%A5+is+related+to+Graaf-Dirk-van-Holland-VI?from=6000000087535357291&path_type=blood&to=6000000019514680157
Emma Leonhart 命玥	Floris III, count of Holland	in-law	August 4, 2026 at 8:16 PM	https://www.geni.com/path/Emma-Leonhart-%E5%91%BD%E7%8E%A5+is+related+to+Floris-III-count-of-Holland?from=6000000087535357291&path_type=inlaw&to=6000000008630617676
Emma Leonhart 命玥	Edward III, king of England	in-law	August 4, 2026 at 8:16 PM	https://www.geni.com/path/Emma-Leonhart-%E5%91%BD%E7%8E%A5+is+related+to+Edward-III-king-of-England?from=6000000087535357291&path_type=inlaw&to=6000000000202115160
Emma Leonhart 命玥	Floris III, count of Holland	blood	August 4, 2026 at 8:16 PM	https://www.geni.com/path/Emma-Leonhart-%E5%91%BD%E7%8E%A5+is+related+to+Floris-III-count-of-Holland?from=6000000087535357291&path_type=blood&to=6000000008630617676
Emma Leonhart 命玥	Edward III, king of England	blood	August 4, 2026 at 8:16 PM	https://www.geni.com/path/Emma-Leonhart-%E5%91%BD%E7%8E%A5+is+related+to+Edward-III-king-of-England?from=6000000087535357291&path_type=blood&to=6000000000202115160
Emma Leonhart 命玥	Mercy Webster	blood	August 4, 2026 at 8:16 PM	https://www.geni.com/path/Emma-Leonhart-%E5%91%BD%E7%8E%A5+is+related+to+Mercy-Webster?from=6000000087535357291&path_type=blood&to=6000000014643729729
Emma Leonhart 命玥	Peder Finne	blood	August 4, 2026 at 8:14 PM	https://www.geni.com/path/Emma-Leonhart-%E5%91%BD%E7%8E%A5+is+related+to+Peder-Finne?from=6000000087535357291&path_type=blood&to=6000000227040693904
Emma Leonhart 命玥	Christen Pallesen Thrane	blood	August 4, 2026 at 8:13 PM	https://www.geni.com/path/Emma-Leonhart-%E5%91%BD%E7%8E%A5+is+related+to+Christen-Thrane?from=6000000087535357291&path_type=blood&to=6000000001169266129
Emma Leonhart 命玥	NN	blood	August 4, 2026 at 8:13 PM	https://www.geni.com/path/Emma-Leonhart-%E5%91%BD%E7%8E%A5+is+related+to+NN?from=6000000087535357291&path_type=blood&to=6000000131720709882
Emma Leonhart 命玥	Påvel Andersson	blood	yesterday at 1:00 AM	https://www.geni.com/path/Emma-Leonhart-%E5%91%BD%E7%8E%A5+is+related+to+P%C3%A5vel-Andersson?from=6000000087535357291&path_type=blood&to=6000000016793907844
Emma Leonhart 命玥	NN de Lodève	blood	August 4, 2026 at 7:59 PM	https://www.geni.com/path/Emma-Leonhart-%E5%91%BD%E7%8E%A5+is+related+to+NN-de-Lod%C3%A8ve?from=6000000087535357291&path_type=blood&to=6000000227040626876
Emma Leonhart 命玥	Nobila, de Lodève	blood	August 4, 2026 at 7:58 PM	https://www.geni.com/path/Emma-Leonhart-%E5%91%BD%E7%8E%A5+is+related+to+Nobila-de-Lod%C3%A8ve?from=6000000087535357291&path_type=blood&to=6000000004533664148
Emma Leonhart 命玥	Richard II, vicomte de Millau et Gévaudan	blood	August 4, 2026 at 7:57 PM	https://www.geni.com/path/Emma-Leonhart-%E5%91%BD%E7%8E%A5+is+related+to+Richard-II-vicomte-de-Millau-et-G%C3%A9vaudan?from=6000000087535357291&path_type=blood&to=6000000003243112291
Emma Leonhart 命玥	Guillaume I, II. vicomte de Marseille	blood	August 4, 2026 at 7:57 PM	https://www.geni.com/path/Emma-Leonhart-%E5%91%BD%E7%8E%A5+is+related+to+Guillaume-I-II-vicomte-de-Marseille?from=6000000087535357291&path_type=blood&to=6000000002614652459
Emma Leonhart 命玥	NN1	blood	yesterday at 12:58 AM	https://www.geni.com/path/Emma-Leonhart-%E5%91%BD%E7%8E%A5+is+related+to+NN1?from=6000000087535357291&path_type=blood&to=6000000016189817229
Emma Leonhart 命玥	"Ioannes II ""Maledictus"", prince of Salerno"	blood	August 5, 2026 at 4:31 AM	https://www.geni.com/path/Emma-Leonhart-%E5%91%BD%E7%8E%A5+is+related+to+Jean-II-de-Salerne?from=6000000087535357291&path_type=blood&to=6000000000937329305
Emma Leonhart 命玥	Étiennette (Stéphanette) de Gévaudan	blood	August 19, 2026 at 1:25 PM	https://www.geni.com/path/Emma-Leonhart-%E5%91%BD%E7%8E%A5+is+related+to+%C3%89tiennette-de-G%C3%A9vaudan?from=6000000087535357291&path_type=blood&to=6000000004533176419
Emma Leonhart 命玥	Fogd Christen Pedersen Thrane, til Dostrup	blood	August 4, 2026 at 7:14 PM	https://www.geni.com/path/Emma-Leonhart-%E5%91%BD%E7%8E%A5+is+related+to+Fogd-Christen-Thrane-til-Dostrup?from=6000000087535357291&path_type=blood&to=5132829956720138378
Emma Leonhart 命玥	Eleazar II Samaritan High Priest	in-law	August 4, 2026 at 6:45 PM	https://www.geni.com/path/Emma-Leonhart-%E5%91%BD%E7%8E%A5+is+related+to+Eleazar-II-Samaritan-High-Priest?from=6000000087535357291&path_type=inlaw&to=6000000178918011846
Emma Leonhart 命玥	Yäsügäi~ba'atur Borjigit	in-law	August 4, 2026 at 5:21 PM	https://www.geni.com/path/Emma-Leonhart-%E5%91%BD%E7%8E%A5+is+related+to+Y%C3%A4s%C3%BCg%C3%A4i-ba-atur-Borjigit?from=6000000087535357291&path_type=inlaw&to=6000000008650265851
Emma Leonhart 命玥	Genghis Khan of the Mongol Empire	in-law	August 4, 2026 at 5:17 PM	https://www.geni.com/path/Emma-Leonhart-%E5%91%BD%E7%8E%A5+is+related+to+Genghis-Khan-of-the-Mongol-Empire?from=6000000087535357291&path_type=inlaw&to=375784306260002721
Emma Leonhart 命玥	Godo Jin	in-law	August 4, 2026 at 3:59 PM	https://www.geni.com/path/Emma-Leonhart-%E5%91%BD%E7%8E%A5+is+related+to+Godo-Jin?from=6000000087535357291&path_type=inlaw&to=6000000210483097857
Emma Leonhart 命玥	NN from Jin clan	in-law	August 4, 2026 at 3:59 PM	https://www.geni.com/path/Emma-Leonhart-%E5%91%BD%E7%8E%A5+is+related+to+NN-from-Jin-clan?from=6000000087535357291&path_type=inlaw&to=6000000210483161843
Emma Leonhart 命玥	Lady Palsu of the Jin clan	in-law	August 4, 2026 at 3:59 PM	https://www.geni.com/path/Emma-Leonhart-%E5%91%BD%E7%8E%A5+is+related+to+Lady-Palsu-of-the-Jin-clan?from=6000000087535357291&path_type=inlaw&to=6000000210483284822
Emma Leonhart 命玥	NN from Jin clan	in-law	August 4, 2026 at 3:59 PM	https://www.geni.com/path/Emma-Leonhart-%E5%91%BD%E7%8E%A5+is+related+to+NN-from-Jin-clan?from=6000000087535357291&path_type=inlaw&to=6000000210483295825
Emma Leonhart 命玥	意美 Hata	in-law	August 4, 2026 at 3:58 PM	https://www.geni.com/path/Emma-Leonhart-%E5%91%BD%E7%8E%A5+is+related+to+%E6%84%8F%E7%BE%8E-Hata?from=6000000087535357291&path_type=inlaw&to=6000000210475473863
Emma Leonhart 命玥	Yuzuki no Kimi Hata	in-law	August 4, 2026 at 3:58 PM	https://www.geni.com/path/Emma-Leonhart-%E5%91%BD%E7%8E%A5+is+related+to+Yuzuki-no-Kimi-Hata?from=6000000087535357291&path_type=inlaw&to=6000000210475751830
Emma Leonhart 命玥	孝武王 Hata	in-law	August 4, 2026 at 3:58 PM	https://www.geni.com/path/Emma-Leonhart-%E5%91%BD%E7%8E%A5+is+related+to+%E5%AD%9D%E6%AD%A6%E7%8E%8B-Hata?from=6000000087535357291&path_type=inlaw&to=6000000210475857821
Emma Leonhart 命玥	酒君/酒公 Hata	in-law	August 4, 2026 at 3:58 PM	https://www.geni.com/path/Emma-Leonhart-%E5%91%BD%E7%8E%A5+is+related+to+%E9%85%92%E5%90%9B-%E9%85%92%E5%85%AC-Hata?from=6000000087535357291&path_type=inlaw&to=6000000210475738822
Emma Leonhart 命玥	普洞王 Hata	in-law	August 4, 2026 at 3:58 PM	https://www.geni.com/path/Emma-Leonhart-%E5%91%BD%E7%8E%A5+is+related+to+%E6%99%AE%E6%B4%9E%E7%8E%8B-Hata?from=6000000087535357291&path_type=inlaw&to=6000000210475697836
Emma Leonhart 命玥	Makeda Queen of Sheba	in-law	August 4, 2026 at 3:57 PM	https://www.geni.com/path/Emma-Leonhart-%E5%91%BD%E7%8E%A5+is+related+to+Makeda-Queen-of-Sheba?from=6000000087535357291&path_type=inlaw&to=6000000210521076830
Emma Leonhart 命玥	Madgacen	in-law	August 4, 2026 at 3:57 PM	https://www.geni.com/path/Emma-Leonhart-%E5%91%BD%E7%8E%A5+is+related+to+Madgacen?from=6000000087535357291&path_type=inlaw&to=6000000210977860839
Emma Leonhart 命玥	Wakanuke no Futamata	in-law	August 4, 2026 at 3:57 PM	https://www.geni.com/path/Emma-Leonhart-%E5%91%BD%E7%8E%A5+is+related+to+Wakanuke-no-Futamata?from=6000000087535357291&path_type=inlaw&to=6000000179131571831
Emma Leonhart 命玥	NN Taronitissa	in-law	August 4, 2026 at 3:56 PM	https://www.geni.com/path/Emma-Leonhart-%E5%91%BD%E7%8E%A5+is+related+to+NN-Taronitissa?from=6000000087535357291&path_type=inlaw&to=6000000211750023833
Emma Leonhart 命玥	NN	in-law	August 4, 2026 at 3:56 PM	https://www.geni.com/path/Emma-Leonhart-%E5%91%BD%E7%8E%A5+is+related+to+NN?from=6000000087535357291&path_type=inlaw&to=6000000211780118843
Emma Leonhart 命玥	NN	in-law	August 4, 2026 at 3:56 PM	https://www.geni.com/path/Emma-Leonhart-%E5%91%BD%E7%8E%A5+is+related+to+NN?from=6000000087535357291&path_type=inlaw&to=6000000211785248844
Emma Leonhart 命玥	NN Blaa	in-law	August 4, 2026 at 3:55 PM	https://www.geni.com/path/Emma-Leonhart-%E5%91%BD%E7%8E%A5+is+related+to+NN-Blaa?from=6000000087535357291&path_type=inlaw&to=6000000211988500829
Emma Leonhart 命玥	NN Blaa	blood	August 4, 2026 at 3:55 PM	https://www.geni.com/path/Emma-Leonhart-%E5%91%BD%E7%8E%A5+is+related+to+NN-Blaa?from=6000000087535357291&path_type=blood&to=6000000211988500829
Emma Leonhart 命玥	NN of Malwa	in-law	August 4, 2026 at 3:55 PM	https://www.geni.com/path/Emma-Leonhart-%E5%91%BD%E7%8E%A5+is+related+to+NN-of-Malwa?from=6000000087535357291&path_type=inlaw&to=6000000212213503823
Emma Leonhart 命玥	NN	in-law	August 4, 2026 at 3:55 PM	https://www.geni.com/path/Emma-Leonhart-%E5%91%BD%E7%8E%A5+is+related+to+NN?from=6000000087535357291&path_type=inlaw&to=6000000212213649822
Emma Leonhart 命玥	daughter of the king of Assyria	in-law	August 4, 2026 at 3:54 PM	https://www.geni.com/path/Emma-Leonhart-%E5%91%BD%E7%8E%A5+is+related+to+daughter-of-the-king-of-Assyria?from=6000000087535357291&path_type=inlaw&to=6000000178918422849
Emma Leonhart 命玥	Gervasio of Toledo	in-law	August 4, 2026 at 3:51 PM	https://www.geni.com/path/Emma-Leonhart-%E5%91%BD%E7%8E%A5+is+related+to+Gervasio?from=6000000087535357291&path_type=inlaw&to=6000000209042542914
Emma Leonhart 命玥	NN Basse	in-law	August 4, 2026 at 3:51 PM	https://www.geni.com/path/Emma-Leonhart-%E5%91%BD%E7%8E%A5+is+related+to+NN-Basse?from=6000000087535357291&path_type=inlaw&to=6000000209053003954
Emma Leonhart 命玥	NN Basse	blood	August 4, 2026 at 3:51 PM	https://www.geni.com/path/Emma-Leonhart-%E5%91%BD%E7%8E%A5+is+related+to+NN-Basse?from=6000000087535357291&path_type=blood&to=6000000209053003954
Emma Leonhart 命玥	Shuttarna II, king of Mitanni	in-law	August 4, 2026 at 3:50 PM	https://www.geni.com/path/Emma-Leonhart-%E5%91%BD%E7%8E%A5+is+related+to+Shuttarna-II-king-of-Mitanni?from=6000000087535357291&path_type=inlaw&to=6000000006869503663
Emma Leonhart 命玥	Psamtik II Pharaoh of Egypt	in-law	August 4, 2026 at 3:49 PM	https://www.geni.com/path/Emma-Leonhart-%E5%91%BD%E7%8E%A5+is+related+to+Psamtik-II-Pharaoh-of-Egypt?from=6000000087535357291&path_type=inlaw&to=6000000209068285866
Emma Leonhart 命玥	N.N.	in-law	August 4, 2026 at 3:21 PM	https://www.geni.com/path/Emma-Leonhart-%E5%91%BD%E7%8E%A5+is+related+to+N-N?from=6000000087535357291&path_type=inlaw&to=6000000221219228904
Emma Leonhart 命玥	Li Yong 李邕	in-law	August 4, 2026 at 3:18 PM	https://www.geni.com/path/Emma-Leonhart-%E5%91%BD%E7%8E%A5+is+related+to+Li-Yong-%E6%9D%8E%E9%82%95?from=6000000087535357291&path_type=inlaw&to=6000000075060923880
Emma Leonhart 命玥	Li Hong 李宏	in-law	August 4, 2026 at 3:18 PM	https://www.geni.com/path/Emma-Leonhart-%E5%91%BD%E7%8E%A5+is+related+to+Li-Hong-%E6%9D%8E%E5%AE%8F?from=6000000087535357291&path_type=inlaw&to=6000000075061019879
Emma Leonhart 命玥	Li Yuanfeng 李元鳳	in-law	August 4, 2026 at 3:18 PM	https://www.geni.com/path/Emma-Leonhart-%E5%91%BD%E7%8E%A5+is+related+to+Li-Yuanfeng-%E6%9D%8E%E5%85%83%E9%B3%B3?from=6000000087535357291&path_type=inlaw&to=6000000075060870921
Emma Leonhart 命玥	Prince Wakatakehiko	in-law	August 4, 2026 at 2:58 PM	https://www.geni.com/path/Emma-Leonhart-%E5%91%BD%E7%8E%A5+is+related+to+Prince-Wakatakehiko?from=6000000087535357291&path_type=inlaw&to=6000000001835522164
Emma Leonhart 命玥	Harima no Inabi no Ōiratsume	in-law	August 4, 2026 at 2:58 PM	https://www.geni.com/path/Emma-Leonhart-%E5%91%BD%E7%8E%A5+is+related+to+Harima-no-Inabi-no-%C5%8Ciratsume?from=6000000087535357291&path_type=inlaw&to=6000000001844033355
Emma Leonhart 命玥	Mononobe no Ikofutsu	in-law	August 4, 2026 at 2:58 PM	https://www.geni.com/path/Emma-Leonhart-%E5%91%BD%E7%8E%A5+is+related+to+Mononobe-no-Ikofutsu?from=6000000087535357291&path_type=inlaw&to=6000000002039751362
Emma Leonhart 命玥	Mononobe no Futohime	in-law	August 4, 2026 at 2:58 PM	https://www.geni.com/path/Emma-Leonhart-%E5%91%BD%E7%8E%A5+is+related+to+Mononobe-no-Futohime?from=6000000087535357291&path_type=inlaw&to=6000000001902786893
Emma Leonhart 命玥	Buyeo Deokjang	in-law	August 6, 2026 at 12:34 PM	https://www.geni.com/path/Emma-Leonhart-%E5%91%BD%E7%8E%A5+is+related+to+Buyeo-Deokjang?from=6000000087535357291&path_type=inlaw&to=6000000186285688253
