qid,geni_id,label,country
Q258662,6000000036031880463,Oliver Sacks,United Kingdom
Q2587259,6000000165336093578,Vladimir Fortov,Soviet Union
Q2588461,6000000011249162310,Wolf-Dieter Hauschild,Germany
Q2588898,580507,Thijmen Koopmans,Kingdom of the Netherlands
Q2588909,6000000036645041986,Maartje Draak,Kingdom of the Netherlands
Q2590523,6000000180017580823,Wolfgang Marcus,Germany
Q2591538,6000000162097802821,Wolfgang Stromer von Reichenbach,Germany
Q2591849,6000000074906449244,Wolfgang Zorn,Germany
Q2592187,6000000029887114355,Wolfram Steude,Germany
Q2592409,6000000022396740899,Barend Symons,Kingdom of the Netherlands
Q25933223,6000000027625579975,Wessel Bertling,
Q2594808,6000000045153641834,Wulf Oesterreicher,Germany
Q259507,6000000125866235888,bell hooks,United States
Q2597750,6000000031408295739,Xaver Hafer,Germany
Q25982889,6000000094316274915,Gábor Vastagh,Hungary
Q2599645,6000000009562080534,Jacob Mincer,Second Polish Republic
Q2600489,6000000001475097615,Yngve Zotterman,Sweden
Q2601240,6000000030893616949,Alojz Srebotnjak,Slovenia
Q2601617,6000000147551474839,Leonard Baskin,United States
Q2602204,6000000168000053821,Alexei Fridman,Soviet Union
Q260510,331169566340010087,Samuel Marinus Zwemer,United States
Q2605345,6000000071646214269,Fritz Eichenberg,Germany
Q2605376,6000000038432485870,Gilles André de la Porte,Kingdom of the Netherlands
Q2607143,6000000010020126785,Frederik Muller Jzn,Kingdom of the Netherlands
Q260802,6000000000527874220,Jean Bourgain,Belgium
Q2609990,6000000092252952921,Harm van der Laan,Kingdom of the Netherlands
Q2610878,6000000015062945894,Anton van Gijn,Kingdom of the Netherlands
Q2611172,6000000000840352729,Gonzalo Aguirre Beltrán,Mexico
Q261138,6000000174378064726,Jenő Takács,Hungary
Q261147,6000000020704045890,Barbara Mikulski,United States
Q26133904,6000000210297184881,Jacobus Henricus Laffertée,Kingdom of the Netherlands
Q26155750,6000000000430382443,Ada Weintraub Finifter,United States
Q261820,6000000038626431849,R. B. McCallum,United Kingdom
Q26186,6000000022452632922,Jan Bartoszewski,Poland
Q2619129,6000000069487265835,Geerto Snijder,Kingdom of the Netherlands
Q26206274,6000000041050537592,Fyodor Dmitriyev,Russian Empire
Q2623137,6000000069492168821,Johannes Tielrooy,Kingdom of the Netherlands
Q26239816,6000000011717304476,Abraham Thorberg,Sweden
Q262682,6000000143154479374,Howard Pawley,Canada
Q26270086,6000000062100711060,Lajos Rauscher,Hungary
Q2631838,6000000070393236730,Ivo Schöffer,Kingdom of the Netherlands
Q2632606,6000000077178938832,Gerrit Blaauw,Kingdom of the Netherlands
Q263541,6000000038862721135,Nathaniel Shaler,United States
Q263564,6000000057329352823,Robert Maxwell Ogilvie,United Kingdom
Q2636316,6000000020164447757,Ursul Philip Boissevain,Kingdom of the Netherlands
Q263681,6000000075593516901,Gene Sharp,United States
Q2637581,6000000162897104897,Albert Baur,Kingdom of Prussia
Q2637760,6000000048073430191,Christian Albert Weinlig,Germany
Q2638091,6000000040149948839,Albert Hein,Germany
Q2638148,6000000021948162939,Albert Coons,United States
Q2638404,6000000143250559966,Raimondo Tommaso D'Aronco,Kingdom of Italy
Q2638845,6000000079311951986,Albert Siklós,Hungary
Q2639912,6000000054917163276,Albrecht Noth,Germany
Q2640834,6000000004550647509,Aleksandras Čyras,Lithuania
Q2640856,6000000019537151103,Aleksis Dreimanis,Latvia
Q2642557,6000000180016464821,Alexander Lerner,Israel
Q2642577,6000000010352201210,Aleksander Loit,Estonia
Q2642898,6000000026829483949,Alexander Reifferscheid,Kingdom of Prussia
Q2644238,6000000067498459020,Alfred van der Poorten,Australia
Q2644358,6000000037843624354,Alfons Goldschmidt,German Reich
Q2645586,6000000023681292398,Alfred Neumeyer,Germany
Q2645770,6000000173396441027,Alfred Salmony,Germany
Q2645991,6000000014440114388,Alfred Szendrei,Hungary
Q2646201,6000000030732876969,Alfred Quervain,Switzerland
Q2646246,6000000013521301804,Alfred Overbeck,Germany
Q2646691,6000000049702746915,Tobie Goedewaagen,Kingdom of the Netherlands
Q2647515,6000000071714935565,Adriaan Swaen,Kingdom of the Netherlands
Q2647924,6000000065103782988,Pieter Valkhoff,Kingdom of the Netherlands
Q2650569,6000000021750215515,Alonso Messia Bedoya,
Q2653431,6000000047658042135,Jan Herman Semmelink,Kingdom of the Netherlands
Q2654776,6000000183253728858,Henry Smith Pritchett,United States
Q2655148,6000000042090619219,Arthur Galliner,Germany
Q2655250,2594729,Harry Woolf,United States
Q2656247,6000000121482319823,Jan Bronner,Kingdom of the Netherlands
Q2656472,6000000043162990439,Augustin Schurff,Germany
Q2656972,6000000026558371342,Bernhard Proskauer,Kingdom of Prussia
Q2658279,6000000030776225987,Konstantyn Dominik,Second Polish Republic
Q2660801,6000000023880019324,Carl Ferdinand Allen,Kingdom of Denmark
Q2662864,6000000163840105250,Rosi Braidotti,Australia
Q2669258,6000000014989856389,Christoph Preibis,Germany
Q26702243,6000000140699434848,Umberto Antonio Padovani,Italy
Q26715703,6000000101663338824,Ruth Anna Putnam,United States
Q2679579,6000000015353381395,Väinö Grönholm,Finland
Q26818564,6000000053692040885,Imre Herpay,Hungary
Q269098,6000000166454411020,Alla Kushnir,Israel
Q2694451,6000000115851187822,Ferdinand Carl Weinhart,
Q2696229,6000000184997941826,Franz Theophil Becker,Germany
Q27068060,6000000037694316374,August Wiesinger,
Q27073,6000000000326937188,Karl Rohn,Germany
Q2707620,6000000102113026865,Feliks Paweł Jarocki,Polish–Lithuanian Commonwealth
Q2708930,6000000000099587739,Gustav Mayer,Germany
Q270901,6000000038523658661,Åke Ohlmarks,Sweden
Q270927,6000000037849985024,Åke Wallenquist,Sweden
Q2712916,6000000007660689517,Harry Marcus,Germany
Q27144556,6000000026576613103,Ernst Kantorowicz,German Reich
Q27149393,345285170480002588,Marian Kucała,Poland
Q271766,6000000026843636111,Gerald Edelman,United States
Q271963,6000000002891349253,James A. Van Allen,United States
Q272400,6000000155830068882,Lina Bo Bardi,Brazil
Q272519,6000000041737808004,Arthur Lewis,Saint Lucia
Q273201,6000000013155088563,Herbert Spencer Gasser,United States
Q273219,6000000017163161766,António Egas Moniz,Portugal
Q2732690,6000000165446249833,Dan Pagis,Israel
Q273279,6000000014233209639,Roald Hoffmann,Second Polish Republic
Q27357,6000000016403054612,Francisco de Paula Martínez de la Rosa y Berdejo,Spain
Q2736567,6000000040356220527,Joseph Chatt,United Kingdom
Q273812,6000000019843777218,Jaap de Hoop Scheffer,Kingdom of the Netherlands
Q274123,6000000029618956995,Edward B. Lewis,United States
Q274128,6000000014196829459,Geoffrey Wilkinson,United Kingdom
Q274866,6000000032070355919,Émile-Alexandre Taskin,France
Q27553628,6000000178329404822,Mario Giacomo Levi,Italy
Q2755831,6000000183974826822,Luigi Fantappiè,Italy
Q275688,6000000015730266078,Birgit Åkesson,Sweden
Q27588718,6000000032758429626,Markku Linnoila,Finland
Q27651748,6000000075942174972,John Griffiths,United States
Q27661985,6000000002147220048,Raphael Demos,United States
Q276980,6000000074444943087,Alexander Weinstein,United States
Q27709805,6000000032372405206,Mary Welleck Garretson,United States
Q2771440,6000000107805313307,Franciscus Hubertus Quix,Kingdom of the Netherlands
Q27763940,6000000043001895996,Arie Noordtzij,Kingdom of the Netherlands
Q27809891,6000000057105496222,Robert J. Silbey,United States
Q27894008,6000000077855021832,Anton Vink,Kingdom of the Netherlands
Q2789915,6000000015551704240,Nicolaus Martini,Germany
Q279077,6000000046185788112,Archie Randolph Ammons,United States
Q27919878,6000000053317592124,Roy Travis,United States
Q2792003,6000000139465805995,Ottokar von Feilitzsch,Germany
Q27921953,6000000040342236388,Sidney Sherwood,United States
Q27922047,6000000000191662994,Michael Feldman,Israel
Q27922248,6000000063611619825,Ralph Reitan,United States
Q2793437,6000000039147549448,Peter Franz Ignaz Deiters,Germany
Q27980469,6000000073202296843,Rudolf Lappe,German Democratic Republic
Q27994023,6000000031499317926,István Novák,Hungary
Q27996975,6000000037807931214,Alarik Rynell,Sweden
Q27996979,6000000021276439919,Sven Emanuel Dedering,Sweden
Q27996995,6000000016498484905,Gunvor Margareta Widmark,Sweden
Q280254,6000000104492180821,John Lukacs,Hungary
Q280337,6000000040975263013,Kurt Hirschhorn,United States
Q28035792,6000000129557255821,Otto Dragendorff,Russian Empire
Q28045013,6000000009277331208,Vello Asi,Estonia
Q280966,6000000001134524234,Leslie Orgel,United Kingdom
Q28133284,6000000035889294744,José Luis Murga,Spain
Q281340,6000000050931202956,Romualdas Ozolas,Lithuania
Q2815531,6000000040194708669,Petar Guberina,Norway
Q28170506,6000000019034368972,Julius Stwertka,Austria
Q281905,6000000002176849650,Enrique Carral Icaza,Mexico
Q28197989,6000000127071094016,Richard Wienhorst,United States
Q2820071,6000000026651136015,Aaron Louis Treadwell,United States
Q28223030,6000000162268889912,Ernst Marquardt,Germany
Q28237396,3108463,Marjorie Fiske,
Q2824740,6000000036900463108,Adolph Eduard Grube,Kingdom of Prussia
Q2824828,6000000008149761448,Adolphe Gesché,Belgium
Q283146,6000000017097948417,César Lattes,Brazil
Q28358644,6000000046218314860,Gyula Fischer,Hungary
Q283630,6000000028265310366,Bertram Forer,United States
Q28381369,6000000015489833805,Ronald Gottesman,United States
Q2839709,6000000042307480896,Alphonse Bernier,Canada
Q284129,6000000000505036702,Charles Fefferman,United States
Q2843282,6000000145516960040,Amico Bignami,Kingdom of Italy
Q284336,6000000155583231833,Dennis W. Sciama,United Kingdom
Q2844659,6000000001457080418,Amédée Gosselin,Canada
Q2847438,6000000077599759059,André Caquot,France
Q28485980,6000000059614518867,Siegfried Bettmann,
Q28492235,6000000047707164836,Friedrich Darmstädter,
Q285062,6000000127542293926,M. Stanley Whittingham,United States
Q2851911,6000000069050151452,Bjørn Myhre,Norway
Q28520413,6000000002802583028,Rudolf Kaulla,Germany
Q28531923,6000000179910485821,Frank Kreith,Austria
Q28540318,1637576,Alfred Fleisch,Switzerland
Q28550548,6000000156267268879,Emilia Nobile,Kingdom of Italy
Q2855947,4091373366650126372,Andries Querido,Kingdom of the Netherlands
Q2857158,6000000052537339837,Antonino Di Vita,Italy
Q2857308,6000000177968286848,Antonio Graziadei,Italy
Q285833,6000000079422968341,Péter Erdő,Hungary
Q286019,6000000099756041968,Patricia Crone,United States
Q286316,6000000007123063469,Emile Pessard,France
Q286375,6000000000388305495,Charles Émile Picard,France
Q28648200,6000000076655353829,Paul Theodor Müller,Austria
Q2865932,6000000010410672683,Arturo Andrés Roig,Argentina
Q28677267,6000000039891904901,Tito Livio Ferreira,Brazil
Q28721995,6000000096334870862,Gáspár Lippay,Hungary
Q28756434,6000000185597610166,Toufik Boushaki,Algeria
Q28777837,6000000076699631709,Henrietta Melia Larson,United States
Q28778385,6000000039273200775,Bernhard Heller,Hungary
Q28819011,6000000010201060159,Johan Friis,Norway
Q28821720,6000000069494772821,Johann Friedrich Pries,
Q2883932,6000000003484745668,Carlos Martínez Silva,Colombia
Q288756,6000000068581626886,Jaakko Hintikka,Finland
Q28876,4207135,David McClelland,United States
Q28900,6000000014486509787,John George Kemeny,Hungary
Q2890919,4323925871700044793,Amnon Rubinstein,Israel
Q28912506,6000000057063322889,Martin Reifferscheid,
Q28924857,6000000014349111206,Mihaela Šarič,Socialist Federal Republic of Yugoslavia
Q28939944,335552698020014166,Albert William Levi,United States
Q28943569,6000000016135303721,Philipp zu Hohenlohe-Schillingsfürst,Austria
Q2896104,6000000024196128518,Benjamin Höijer,Sweden
Q2896906,6000000013432368511,Naomi Shihab Nye,United States
Q28972813,6000000043723807324,Eduard Heinrich Heydenreich,
Q28976410,6000000025726777886,Leonard Benedict Loeb,United States
Q289777,6000000182504944834,Étienne Juillard,France
Q289895,6000000042039022628,Erna Berger,Germany
Q2901268,6000000000189886688,Gavriel Salomon,Israel
Q29016396,6000000007662714295,Felicjan Dembiński,Poland
Q29021697,6000000108597371144,Julius Glücklich,Czechoslovakia
Q2902267,6000000002905921831,Shlomo Gazit,Israel
Q29034278,6000000146343389839,Carolyn Parker,United States
Q2904093,6000000000348900946,Roberto Almagià,Italy
Q2904684,6000000026812501335,Moshe Gil,Israel
Q2904780,6000000029913988032,Heimann Hariton Tiktin,Germany
Q2905287,6000000000692661835,Michael Heltzer,Estonia
Q290536,6000000010555577437,Ram Dass,United States
Q2905519,3962946043850044135,Nathan Rotenstreich,Israel
Q29075137,6000000009801773414,Julius Mauthner,Austria–Hungary
Q2908897,6000000002246445653,Saul Lieberman,United States
Q29110309,6000000163945368821,Hieronymus Friedrich Philipp Hensler,
Q29110333,6000000008638482705,Adolf von Hecker,
Q2913355,6000000021185556081,Daniel Georg Balk,Germany
Q2915699,6000000000061322834,Nathan Zach,Israel
Q2917826,6000000008944998640,Joseph Kerman,United States
Q2919167,6000000100153974858,Enrique Seoane Ros,Peru
Q2919816,6000000002500864188,Elihu Katz,United States
Q2920042,6000000025913986034,Shlomo Pines,Israel
Q2920840,6000000023248810195,Lawrence William Cramer,United States
Q292569,6000000102513357841,Donna Shalala,United States
Q292581,6000000058271573018,Violet Archer,Canada
Q2926583,6000000163423468419,Brunero Gherardini,Italy
Q293035,6000000033452413264,Elżbieta Zawacka,Poland
Q2931015,6000000173779852951,Daniël Erhard Johannes Völter,Kingdom of the Netherlands
Q293224,6000000007926275038,Marjorie Grene,United States
Q29341783,6000000011153058355,Ferdinand Alt,
Q29342019,4246255674440079332,Erland Jacob Ehnmark,Sweden
Q29390112,6000000017191028642,Julius von Niethammer,
Q2940240,6000000068734891961,Carrie Matilda Derick,Canada
Q294073,6000000025792094074,Ödön Pártos,Israel
Q29418,6000000066481522948,John Ashbery,United States
Q29420513,6000000008302510949,Ellen Uuspõld,Estonia
Q2947300,6000000173659159812,Robert Morss Lovett,United States
Q29476564,6000000179220931822,Hugo Sachsse,
Q295099,6000000027651278739,Ejnar Hertzsprung,Kingdom of the Netherlands
Q295386,6000000001249504219,G. E. Moore,United Kingdom
Q295653,6000000001839895658,Robert F. Engle,United States
Q295673,6000000041845563821,William Vickrey,United States
Q295700,6000000029381452335,Rodney Robert Porter,United Kingdom
Q295724,6000000021649203304,George Wald,United States
Q295768,6000000040203264557,Bengt I. Samuelsson,Sweden
Q2959003,4977365979350126855,Charles Edward Munroe,United States
Q295978,6000000018967199324,George Herbert Mead,United States
Q295981,6000000053800889450,Terence Tao,Australia
Q295999,6000000040281766417,Ferid Murad,United States
Q2960795,6000000023002441155,Herman Frijda,Kingdom of the Netherlands
Q29642292,6000000143174454965,William Asscher,United Kingdom
Q2965270,6000000034067577422,Christian Frederik Lütken,Kingdom of Denmark
Q296898,6000000004550009055,George Washington Carver,United States
Q297079,6000000078555827076,Murray Rothbard,United States
Q297206,6000000011526320349,Wacław Sierpiński,Poland
Q2975557,6000000180997936826,Clarence Edwin Ayres,United States
Q297793,6000000090854661857,Vittorio Emanuele Orlando,Italy
Q29941258,6000000025988216933,Carl Gustaf Lundquist,Sweden
Q299723,6000000046049068031,Howard H. Aiken,United States
Q30017109,6000000007014475335,Julius Landesberger,Austria
Q30115564,6000000028374394537,František Ryšánek,Czechoslovakia
Q3012319,6000000183618655823,Dale R. Corson,United States
Q30133097,6000000000842541114,Heinrich Schur,Austria
Q3014085,6000000143550998850,Giuseppe De Notaris,Austrian Empire
Q30141804,6000000004256639771,Alan Edouard Samuel,United States
Q30146096,6000000155109689834,Edward Hammond Clarke,United States
Q3015499,6000000035239314374,Helge Fiskaa,Norway
Q30156247,6000000120702689845,Hermann von Sicherer,
Q3016133,6000000166925452850,Dario Bressanini,Italy
Q3017335,6000000015434699047,David A. Bednar,United States
Q30227529,6000000027792412709,Ilse Peters,
Q30230639,6000000058726532939,Witold L. Langrod,
Q30231015,6000000014877634603,Bronisław Stępowski,Second Polish Republic
Q302321,6000000103324210054,Aaron Marshall Elliott,United States
Q302754,6000000157501413825,Gino Cassinis,Italy
Q30311418,6000000184402612839,Abelardo Oquendo Cueto,Peru
Q303350,6000000204158098831,Frans de Waal,Kingdom of the Netherlands
Q30345168,6000000017783736863,A. I. Uspenskīĭ,Russian Empire
Q3036,6000000031895818596,Mack Wilberg,United States
Q3047454,6000000043227796533,Edgar Heilbronner,Switzerland
Q3047480,6000000026827471260,Edgar Odell Lovett,United States
Q3048713,6000000071180774828,Edward Ullendorff,United Kingdom
Q305117,6000000174519112472,Stefan Baley,Austria–Hungary
Q305410,6000000025863233031,Shabtai Rosenne,Israel
Q3057567,6000000003444488466,Erwin Raisz,United States
Q3068788,6000000002255473619,Miquel Coll i Alentorn,Spain
Q3069362,6000000011552588474,Fernand Van Goethem,Belgium
Q3082238,6000000168933096857,Tinsley R. Harrison,United States
Q3082373,6000000143191174828,Franco Ferrarotti,Kingdom of Italy
Q3089963,6000000017724570086,Ian McHarg,United Kingdom
Q30938807,6000000024131740264,Einar Ljunggren,Sweden
Q309618,6000000069597612868,Giorgio Morandi,Italy
Q3098105,6000000001812711240,Matija Murko,Czechoslovakia
Q309820,6000000040281364881,Louis Ignarro,United States
Q309861,6000000173745260199,Jan Hendrik Oort,Kingdom of the Netherlands
Q309876,6000000029426701882,Niels Kaj Jerne,Kingdom of Denmark
Q309885,6000000013854218635,Frederick Chapman Robbins,United States
Q310067,6000000079660895063,Carl Woese,United States
Q3101297,6000000111111805866,Georg Böhm,Kingdom of Prussia
Q3101555,6000000063921795232,George Eulas Foster,Canada
Q3101660,6000000100836242902,George Irvine,Canada
Q3102043,6000000026812684675,Georges-Alexandre Courchesne,Canada
Q310283,6000000009189117417,Denis Leary,United States
Q310638,6000000020813016213,George Szell,Hungary
Q3106894,6000000151355579949,Giorgio Bàrberi Squarotti,Italy
Q3107071,6000000104901199901,Giovanni Battista Guccia,Kingdom of Italy
Q310765,6000000086561782824,David Bohm,United States
Q310769,6000000000496028105,Alan Baker,United Kingdom
Q3109811,6000000105286415851,Halim El-Dabh,United States
Q3110938,6000000060810508827,Gordon Wright,United States
Q311472,6000000017680073690,W. Edwards Deming,United States
Q311535,6000000010318812948,Eugen von Böhm-Bawerk,Austria–Hungary
Q31161,6000000069963166256,Andreas Libavius,Holy Roman Empire
Q311760,6000000075525160846,P. F. Strawson,United Kingdom
Q311802,6000000069594377899,Giuseppe Ungaretti,Italy
Q3118802,6000000001032974129,Robert Sapolsky,United States
Q31199015,6000000010284560917,Nenad Bićanić,
Q3121192,6000000112315185241,Gustave Fougères,France
Q31213302,6000000126695302834,Jerome Adams,United States
Q3121575,6000000018944633058,Guy Borremans,Belgium
Q312575,6000000041945646096,Clive Granger,United Kingdom
Q31259,6000000013951497709,Hans Ludendorff,German Reich
Q3126938,6000000009512185823,Hans Brøchner,Kingdom of Denmark
Q3126996,6000000048084240988,Hans Rebel,Austria
Q312778,6000000174748873946,Nikolai Myaskovsky,Russian Empire
Q3127945,6000000120565302852,Harry Woodburn Chase,United States
Q312831,6000000024198655631,Eduardo Souto de Moura,Portugal
Q3130401,6000000177082203866,Henri-Jean Calsat,France
Q313061,6000000010093779600,Aurel Stein,Hungary
Q3131677,6000000001318193237,Henri Motulsky,France
Q313168,6000000000495990326,John G. Thompson,United States
Q313258,6000000015813868523,Dean Rusk,United States
Q313379,6000000039613306704,Algirdas Greimas,France
Q313407,6000000005775233208,Liviu Librescu,United States
Q313455,6000000186109045863,Vladimir Propp,Russian Empire
Q313778,6000000104302914822,Nigel Short,United Kingdom
Q313908,6000000123024584854,Geert Hofstede,Kingdom of the Netherlands
Q314308,6000000078391614284,John Vincent Atanasoff,United States
Q314636,6000000032191303426,Michael Graves,United States
Q314886,6000000049568705372,Jože Plečnik,Federal People's Republic of Yugoslavia
Q315150,6000000051045199087,Gustav Jenner,Germany
Q315394,6000000000493685686,Stephen Smale,United States
Q315404,6000000042457855167,Jesse Douglas,United States
Q315545,6000000000518246379,James Hopwood Jeans,United Kingdom
Q3160566,6000000010650834093,Jaime Castillo Velasco,Chile
Q3162705,291798152310002920,Jared Potter Kirtland,United States
Q316559,6000000000476726962,Arnold Geulincx,Southern Netherlands
Q3166502,6000000116292813042,Jean-Joseph Cohen,France
Q3168006,6000000176991675843,Jean-Michel Dubernard,France
Q316819,6000000103365120822,Hugo von Habermann,Germany
Q3168274,6000000145925461838,Jean-Noël Tremblay,Canada
Q3169751,6000000068446451026,Jean-Pierre Sauvage,France
Q316996,6000000016054330867,Franciscus Sylvius,Dutch Republic
Q3172063,6000000027045082203,Jacob Speyer,Kingdom of the Netherlands
Q3184009,6000000199284392842,Josef Chlumsky,Czechoslovakia
Q318405,6000000002042553080,Abel Ehrlich,Israel
Q3184521,6000000157932771940,Josef Anton Boehm,Austrian Empire
Q318497,6000000091263663903,Carlo Maria Martini,Italy
Q318518,6000000025004831393,Milton Babbitt,United States
Q3187993,348378070050006132,Judith Crist,United States
Q318835,6000000018258568352,Elliott Carter,United States
Q318943,6000000043279755475,Cornelius Jansen,Southern Netherlands
Q319243,6000000142182401853,Alexandre Koyré,France
Q3193057,6000000081926749833,Karel Cejp,Czechoslovakia
Q319405,6000000042294232332,Otto Joachim,Germany
Q3194140,6000000014641596516,Kátia Mattoso,Brazil
Q319704,6000000011807777264,Stein Rokkan,Norway
Q319847,6000000145516374365,Gabriele Mucchi,Italy
Q319969,6000000012421394408,David Gill,United Kingdom of Great Britain and Ireland
Q3199976,4475357912200046202,Krunoslav Babić,
Q320050,6000000002802391939,Ernst Cohen,Kingdom of the Netherlands
Q320068,6000000084987555102,Konstantin Feoktistov,Soviet Union
Q320544,6000000011955281927,Cæsar Peter Møller Boeck,Norway
Q320889,6000000021931537696,Edward W. Morley,United States
Q321462,6000000016800093813,Albert Bloch,United States
Q322191,6000000046719578974,James Thomson,United States
Q3222269,6000000017570383581,Jules Van Ackere,Belgium
Q32263,6000000024773418853,Isaac Berenblum,Israel
Q322730,6000000167802693869,Albert Sauveur,United States
Q3229669,6000000009628018096,Leonard Eron,United States
Q323207,6000000029850240547,John Maynard Smith,United Kingdom
Q323278,6000000182733448857,Giuseppe Alberigo,Italy
Q323428,6000000116750368509,Abraham Adler,Germany
Q323442,6000000009169897207,Abraham Adrian Albert,United States
Q32361878,3342041,Tatiana Venkstern,Soviet Union
Q323684,6000000024831949073,Edvard Holm,Kingdom of Denmark
Q323723,6000000000008535566,Kazimierz Kordylewski,Poland
Q323977,6000000145336110884,Francesco De Masi,Italy
Q324035,6000000007396691055,Isaac Lipschits,Kingdom of the Netherlands
Q324542,6000000019285418678,José Luis López-Aranguren,Spain
Q324919,6000000026980513720,Henri Abraham,France
Q325105,6000000141113753853,Giorgio Pasquali,Kingdom of Italy
Q325310,6000000034981730154,John Gould Stephenson,United States
Q325653,6000000183312674842,Gustave Cohen,Belgium
Q3259462,6000000070910837822,Lorenzo Camerano,Kingdom of Italy
Q325993,6000000184664904052,Kazimierz Ajdukiewicz,Poland
Q326005,6000000068742122043,Vasily Bartold,Russian Empire
Q326258,6000000019840902171,Roman Matsov,Soviet Union
Q326557,6000000181915940823,Arpad Elo,United States
Q3266536,6000000157502618822,Luigi Salvatorelli,Italy
Q32679,6000000017843503055,Ralph Barton Perry,United States
Q3267935,6000000084591209979,Magnus Olsen,Norway
Q327167,6000000000301813800,Kurt Mahler,United Kingdom
Q32749008,6000000151114701871,Anna Johnson Julian,United States
Q3278391,6000000056701482355,David Littmann,United States
Q328031,6000000002215987090,Ernest Michael,United States
Q328062,6000000086841714110,Antonio Banfi,Italy
Q328063,6000000003811677985,Kelvin Lancaster,United States
Q328283,6000000119523745826,Franz Rumpler,Austria
Q328314,6000000020920860913,Johann Ernst Fabri,Germany
Q328346,6000000151466793822,Enrico Sertoli,Kingdom of Italy
Q328362,6000000138965353949,Leslie Comrie,New Zealand
Q32868323,599964,John S. Millis,United States
Q328686,6000000008436743010,Allen Mandelbaum,United States
Q3288220,6000000038552931945,Marc Lods,France
Q3289451,6000000028201690529,Marcel Trudel,Canada
Q3290171,6000000151477562843,Marco Tarchi,Italy
Q3295346,6000000017509033630,Martin Bernhardt,Kingdom of Prussia
Q329668,6000000180838139821,Anton Weichselbaum,Austria
Q330060,358775247050002254,Abraham H. Taub,United States
Q330188,6000000027151138186,Abraham Kuenen,Kingdom of the Netherlands
Q330269,6000000000925356216,Wilhelm Lanzky-Otto,Kingdom of Denmark
Q33039537,4559282666080025626,Clodomiro Zavalía,Argentina
Q3305117,6000000033940346226,Melissa Harris-Perry,United States
Q330545,6000000018672086759,Erik Edlund,Sweden
Q330569,6000000006928688493,Abraham Samuel Goldstein,United States
Q3307822,6000000041052853961,Sílvio Romero,Brazil
Q3308810,6000000026381292684,Michel-Thomas Labrecque,Canada
Q3309603,6000000000160241084,Michel Faré,France
Q3312100,6000000022542416766,Marshall Berman,United States
Q33128,6000000013890628732,Vincent du Vigneaud,United States
Q3315380,6000000013378528487,Kazimieras Steponas Šaulys,Lithuania
Q333028,6000000124310617860,Enoch Powell,United Kingdom
Q333372,6000000012473599603,Carolus Clusius,Southern Netherlands
Q333538,6000000127088999872,Enrico Bombieri,Kingdom of Italy
Q3335883,6000000049302686831,Naphtali Lewis,United States
Q333881,6000000082605132844,Antti Aarne,Finland
Q333959,6000000000521734312,Curtis T. McMullen,United States
Q333968,6000000000490806488,Klaus Roth,United Kingdom of Great Britain and Ireland
Q334039,6000000000508476190,Simon Donaldson,United Kingdom
Q334045,6000000000491682179,Pierre Deligne,Belgium
Q334347,6000000013059926666,Reginald Fessenden,Canada
Q3349133,6000000035398300571,Odell Shepard,United States
Q335086,6000000007408346194,Henry Briggs,Kingdom of England
Q335232,6000000035138837352,E. L. Doctorow,United States
Q335441,6000000047376626550,"Nicholas Stern, Baron Stern of Brentford",United Kingdom
Q3354825,6000000012503281124,Elling Holst,Norway
Q3356748,6000000066817305822,Frank Aarebrot,Norway
Q3357836,6000000020092463717,Otto Reitz,Dutch Republic
Q335879,5697265345310133911,Torsten Hägerstrand,Sweden
Q3360513,6000000012801048713,Carl Dahl,Kingdom of Denmark
Q336109,6000000074290181338,Angelo Scola,Italy
Q33638255,6000000021860500998,Ernst-Rulo Welcker,German Democratic Republic
Q336766,6000000010992563182,Jonathan Sacks,United Kingdom
Q336770,6000000016372017931,Gale W. McGee,United States
Q3367793,6000000155851782822,Pasquale Calapso,Kingdom of Italy
Q3370701,6000000029980556153,Paul Bouchard,Canada
Q3376938,6000000011871755337,Peter Van Loan,Canada
Q3378987,6000000103281223956,Philip Child,Canada
Q3380712,6000000032144852326,Allan Nevins,United States
Q3383072,6000000002488362118,Pierre-Félix Lagrange,France
Q3385296,6000000001319862008,Pierre Gourou,France
Q3387265,142785,Pierre Vernimmen,France
Q33881133,6000000082467237888,Ralph Lee Eyman,
Q3389105,6000000044123540848,Ami Bera,United States
Q339030,6000000053691004971,Michael Kearney,United States
Q3391858,6000000011002412560,Dino Formaggio,Italy
Q339393,6000000000413017950,Max Mason,United States
Q339406,6000000000324761461,Maxime Bôcher,United States
Q3430631,6000000066769705823,Richard Chapman Weldon,Canada
Q3432308,6000000122243199821,Christian Blinkenberg,Kingdom of Denmark
Q343408,6000000017975573759,Vilmos Fraknói,Hungary
Q3436512,6000000029986810587,Robert Waelder,Austria
Q3438180,6000000012880340255,Christen Collin,Norway
Q343881,6000000019127156986,David Flusser,Israel
Q3440340,6000000006205826134,Hugo Bernhard Rahamägi,Estonia
Q344116,6000000069898446895,Arent Jan Wensinck,Kingdom of the Netherlands
Q3441945,6000000033849935940,Ludvig Holm-Olsen,Norway
Q3444543,6000000019380617935,Stevan Karamata,Serbia
Q344559,6000000039014131065,Radoslav Katičić,Croatia
Q344616,6000000021423416005,Charles Warren Stoddard,United States
Q3453468,6000000000664323851,Russell Henry Chittenden,United States
Q345612,6000000000842475444,Harold Bloom,United States
