geni_id,qid,geni_cjk_name,wikidata_ja,wikidata_zh,wikidata_ko,wikidata_en
6000000003645919354,Q878463,斂 子姓,小乙,小乙,소을,Xiao Yi of Shang
6000000003645919364,Q878455,新 子姓,祖丁,祖丁,조정,Zu Ding
6000000003645919369,Q878449,旦 子姓,祖辛,祖辛,조신,Zu Xin
6000000003645919379,Q878487,‏‏‎ 勝 子姓,祖乙,祖乙,조을,Zu Yi
6000000003645919395,Q878477,辯 子姓,太庚,大庚,태경,Tai Geng
6000000003645919400,Q878465,至 子姓,太甲,太甲,태갑,Tai Jia
6000000003645919410,Q471820,履 子姓,天乙,商汤,탕,Tang
6000000003645919420,Q698909,昌 姬姓,文王,周文王,주 문왕,King Wen of Zhou
6000000003645919625,Q661181,,アルブレヒト2世 (ザクセン＝ヴィッテンベルク公),阿爾佈雷希特二世,,"Albert II, Duke of Saxony"
6000000003645919781,Q1683480,,ウィリアム・ド・フェラーズ (第3代ダービー伯),第三代德比伯爵威廉·德·費爾,,"William de Ferrers, 3rd Earl of Derby"
6000000003645977045,Q2653152,,,阿爾諾三世 (布洛涅),,"Arnulf III, Count of Boulogne"
6000000003645985234,Q259114,,アヴラブ・クアラン,奧拉夫·庫蘭,올라프 크바란,Olaf Cuaran
6000000003645989983,Q714856,,マルクス・トラヤヌス,马库斯·乌尔皮乌斯·特拉扬努斯（元老）,마르쿠스 울피우스 트라야누스,Marcus Ulpius Traianus
6000000003646057142,Q3183663,,初代オークニー伯ロバート・スチュワート,,,"Robert Stewart, 1st Earl of Orkney"
6000000003646057180,Q63301,,ヴィルヘルム,呂訥堡的威廉,,William of Luneburg
6000000003646057185,Q703249,,オットー1世,奥托一世 (不伦瑞克-吕讷堡),,Otto the Child
6000000003646057190,Q1309296,,,布蘭登堡的瑪蒂爾德,,"Matilda of Brandenburg, Duchess of Brunswick-Lüneburg"
6000000003646057893,Q358863,,ヘンリー・フィッツロイ,亨利·費茨羅伊,,"Henry FitzRoy, 1st Duke of Richmond and Somerset"
6000000003649751740,Q2745179,,エドナヴェド・ヴァハン,埃德纳韦德·沃汉,,Ednyfed Fychan
6000000003658827153,Q2545243,,リチャード・ウッドヴィル (第3代リヴァーズ伯爵),,,"Richard Woodville, 3rd Earl Rivers"
6000000003659827365,Q377613,,アデライード・ド・ブルゴーニュ (ブラバント公妃),勃艮第的阿德萊德,,Adelaide of Burgundy
6000000003660469168,Q235409,,ペトロニラ,佩德羅尼拉,,Petronilla of Aragon
6000000003681311829,Q452639,,エドワード・オブ・ノリッジ,第二代約克公爵愛德華·金雀花,노리치의 에드워드,"Edward of Norwich, 2nd Duke of York"
6000000003695602736,Q743783,,レヴォン3世,萊翁三世（奇里乞亞）,,Leo II
6000000003696173652,Q703842,,テオドル・スヴェトスラフ,狄奥多尔·斯维托斯拉夫,토도르 스베토슬라프,Theodore Svetoslav of Bulgaria
6000000003711172251,Q1459910,,ギィ・ファン・ブリモー,,,Guy de Brimeu
6000000003714562119,Q165883,,ルイ6世,路易六世,루이 6세,Louis VI of France
6000000003714576466,Q230073,,アンナ・ヤロスラヴナ,安娜·雅羅斯拉夫娜,안나 야로슬라브나,Anne of Kyiv
6000000003714580449,Q318912,,エリク6世 (スウェーデン王),埃里克六世,에이리크 인 시그르셀리,Eric the Victorious
6000000003715297906,Q234410,,ヴィンツガウのヒルデガルド,赫德嘉,힐데가르트 드 빈츠가우,Hildegard of Vinzgouw
6000000003726054418,Q43961,,ハトヴィヒ・フォン・ザクセン,薩克森的哈德維希,,Hedwig of Saxony
6000000003726141100,Q263266,,ベアトリス・ド・ヴェルマンドワ,韋爾芒杜瓦的貝亞特麗絲,베아트릭스 드 베르망두아,Béatrice of Vermandois
6000000003726476051,Q1634625,,ヒュー・ド・キヴェリオク,,,"Hugh de Kevelioc, 5th Earl of Chester"
6000000003741916756,Q311138,,アルフォンソ3世,阿方索三世,,Alfonso III of Asturias
6000000003742102823,Q2192525,,ペドロ (カンタブリア公),,,Peter of Cantabria
6000000003760910764,Q237126,,フランセス・ブランドン,弗郎西丝·布兰登,,"Frances Grey, Duchess of Suffolk"
6000000003768392839,Q437435,,ルドルフ1世,上勃艮第的魯道夫一世,루돌푸스 1세,Rudolph I of Burgundy
6000000003772894487,Q3595927,,ジャワイリーヤ・ビント・ハーリス,,,Juwayriyya bint al-Harith
6000000003773161311,Q3505301,,イブラーヒーム・イブン・ムハンマド,,,Ibrahim ibn Muhammad
6000000003773899334,Q266751,,ランのベルトレド,贝特拉达,랑의 베르트라다,Bertrada of Laon
6000000003795473559,Q914160,,サンチョ・ガルセス1世,桑乔一世 (纳瓦拉),,Sancho I of Pamplona
6000000003801656372,Q441785,,リキサ・ビルイェルスドッテル,列潔莎·比爾耶爾斯多塔,,Rikissa Birgersdotter
6000000003805720033,Q253571,,ベレンガリア・デ・ポルトゥガル,,,Berengaria of Portugal
6000000003820968553,Q3156264,,,伊馬爾,이바르,Ímar
6000000003826814612,Q272326,,エゼルウルフ,埃塞尔伍尔夫,애설울프,Æthelwulf
6000000003827018968,Q454047,,キュンリッチ,坎里克,킨리치,Cynric of Wessex
6000000003827136164,Q574017,,フェリー3世 (ロレーヌ公),洛林的费里三世,,"Frederick III, Duke of Lorraine"
6000000003827151607,Q322357,,フィリップ3世 (ナッサウ＝ヴァイルブルク伯),腓力三世 (拿騷-威爾堡),,Philip III of Nassau-Weilburg
6000000003827153004,Q692291,,シャルル1世,夏爾一世·德·波旁,샤를 1세 드 부르봉,Charles I of Bourbon
6000000003827153047,Q2291250,,,阿佐六世·埃斯特,,Azzo VI of Este
6000000003827167854,Q4090787,,ボレスワフ3世,波列斯瓦夫·雅努索維采,,Bolesław Januszowic
6000000003827181035,Q1185368,,アニェス・ド・ブルゴーニュ (-1068),勃艮第的阿格尼絲,,"Agnes of Burgundy, Duchess of Aquitaine"
6000000003827181172,Q2702855,,ジェラール (オーヴェルニュ伯),杰拉德,,"Gerard, Count of Auvergne"
6000000003827181690,Q742191,,アウグスト,奧古斯特王子,,"Prince August, Duke of Dalarna"
6000000003827225773,Q2827027,,,加尔朗德的阿涅丝,,Agnès de Garlande
6000000003827324679,Q653221,,,加拉,,Galla
6000000003827328830,Q723562,,ピエトロ2世,彼得罗二世,피에트로 2세 디 사보이아,"Peter II, Count of Savoy"
6000000003827359015,Q63534,,テオドール・オイスタッハ,特奧多爾·歐斯塔赫 (普法爾茨-蘇爾茨巴赫),,"Theodore Eustace, Count Palatine of Sulzbach"
6000000003827359533,Q324845,,,古斯塔夫·阿道夫 (拿騷-薩爾布魯根),,Gustav Adolph of Nassau-Saarbrücken
6000000003827359539,Q11918870,,,艾蕾諾爾·克拉拉,,Eleonore Klara von Hohenlohe-Neuenstein
6000000003827363337,Q688471,,ヴィルヘルム1世 (ナッサウ＝ディレンブルク伯),威廉一世,,"William I, Count of Nassau-Siegen"
6000000003827363831,Q70828,,ハインリヒ1世 (ブラウンシュヴァイク＝グルーベンハーゲン),亨利一世,,"Henry I, Duke of Brunswick-Grubenhagen"
6000000003827363949,Q77189,,ロタール3世,洛泰尔二世,로타르 3세,Lothair III
6000000003827368069,Q202566,,ユリアーナ・ツー・シュトルベルク,朱莉安娜,,Juliana of Stolberg
6000000003827368077,Q831671,,ボート・ツー・シュトルベルク,波多三世,,"Bodo III, Count of Stolberg-Wernigerode"
6000000003827368098,Q78282,,,約翰五世 (拿騷-迪倫堡),,John V of Nassau-Siegen
6000000003827368104,Q469389,,ヘルマン2世 (ヘッセン方伯),赫尔曼二世,,"Hermann II, Landgrave of Hesse"
6000000003827368130,Q70868,,オットー1世 (ヘッセン方伯),奥托一世,,"Otto I, Landgrave of Hesse"
6000000003827368274,Q72686,,ヨハン4世,約翰四世 (拿騷),,"John IV, Count of Nassau-Siegen"
6000000003827368738,Q86740,,フィリップ・エルンスト (ホーエンローエ＝ランゲンブルク伯),菲利普·恩斯特 (霍恩洛厄-朗根堡),,Philip Ernest of Hohenlohe-Langenburg
6000000003827387100,Q74609,,プシェミスウ1世,大波蘭公爵普熱梅斯瓦夫一世,프셰미수 1세,Przemysł I of Greater Poland
6000000003827400063,Q71434,,ヨハン6世,扬六世,,"John VI, Count of Nassau-Siegen"
6000000003827400152,Q53457,,カジミェシュ3世,卡齐米日三世,카지미에시 3세,Casimir III the Great
6000000003827400158,Q252763,,アルドナ・オナ・ゲディミナイテ,立陶宛的阿爾多納,,Aldona of Lithuania
6000000003827400235,Q58607,,ダヌィーロ・ロマーノヴィチ,加利西亚的丹尼尔,다닐로 로마노비치,Daniel of Galicia
6000000003827400343,Q794469,,,埃斯特的阿佐七世,,Azzo VII d'Este
6000000003827409084,Q2084891,,アンナ・フォン・エプシュタイン＝ケーニヒシュタイン,,,Anna of Eppstein-Königstein
6000000003827435577,Q808498,,ポメラニア公バルニム6世,巴爾寧六世,,"Barnim VI, Duke of Pomerania"
6000000003827435686,Q819521,,ヨハン7世,約翰七世,,"John VII, Count of Nassau-Siegen"
6000000003827435694,Q532062,,,瓦爾德克的瑪格達琳,,Magdalena of Waldeck-Wildungen
6000000003827438305,Q25484477,,,腓力·萊因哈德一世,,Philipp Reinhard von Solms
6000000003827438579,Q69359,,エーバーハルト2世,埃伯哈德二世,,"Eberhard II, Count of Württemberg"
6000000003827438731,Q179421,,バルタザール,巴爾塔沙,,Balthasar
6000000003827438829,Q3634700,,,符騰堡的芭芭拉,,Barbara of Württemberg
6000000003827445735,Q67176,,ハインリヒ1世,亨利一世,,"Henry I, Count of Anhalt"
6000000003827451178,Q76096,,,伯恩哈德一世,,"Bernhard I, Prince of Anhalt-Bernburg"
6000000003827451934,Q4162885,,,德米特里·鲍里索维奇,,Dmitry Borisovich
6000000003827451959,Q444658,,ルイ2世,路易二世,,Louis II
6000000003827455359,Q196030,,ゲルハルト5世,於利希伯爵格哈德五世,,Gerhard V of Jülich
6000000003827455469,Q196408,,,威廉三世,,"William III, Count of Jülich"
6000000003827464542,Q824532,,ポメラニア公ヴァルチスワフ8世,瓦季斯瓦夫八世,,"Wartislaw VIII, Duke of Pomerania"
6000000003827467568,Q808503,,バルニム8世 (ポメラニア公),,,"Barnim VIII, Duke of Pomerania"
6000000003827477529,Q319932,,ポメラニア公オットー1世,奧東一世 (波美拉尼亞),,"Otto I, Duke of Pomerania"
6000000003827484171,Q571475,,ヘンリク5世ブジュハティ,萊格尼察的亨里克,,"Henry V, Duke of Legnica"
6000000003827497006,Q2355368,,,拿騷-迪倫堡的伊莉莎白,,Elisabeth of Nassau-Siegen
6000000003827521948,Q3021569,,ジャン1世・ド・クロイ,,,Jean I de Croÿ
6000000003827527015,Q2072048,,ジャンヌ・ド・アヴォグール,,,Jeanne d'Avaugour
6000000003827527805,Q113977,,ヴィルヘルム,,,William of Werle
6000000003827542402,Q175138,拔都 | 拔都孛兒只斤,バトゥ,拔都,바투,Batu Khan
6000000003827545863,Q1058346,,,若望·德·坎代爾,,"Jean I de Foix-Grailly, Earl of Kendal"
6000000003827561325,Q366036,,マヌエル1世,曼努埃尔一世,마누엘 1세,Manuel I of Trebizond
6000000003827561331,Q314442,,アレクシオス1世,阿莱克修斯一世,알렉시오스 1세,Alexios I of Trebizond
6000000003827583558,Q890135,,オリヴィエ4世・ド・クリッソン,,,Olivier IV de Clisson
6000000003827587039,Q3769175,,ジュディット・デヴルー,茱迪斯·德·埃夫勒,,Judith d'Evreux
6000000003827599862,Q888405,,フィリップ・ド・クルトネー,庫特奈的菲利普,,Philip of Courtenay
6000000003827611157,Q15966933,,,沙托布里扬的布里扬一世,,Briant Ier de Châteaubriant
6000000003827618989,Q52304468,,ベルタ・フォン・ラインフェルデン,,,Bertha of Rheinfelden
6000000003827618996,Q52636341,,ウルリヒ10世,,,"Ulrich X, Count of Bregenz"
6000000003827650152,Q174759,,ベイルート領主ジャン・ディブラン,伊贝林的约翰，贝鲁特的大老爷,,"John of Ibelin, the Old Lord of Beirut"
6000000003827661811,Q20028039,,,纳瓦拉的桑莎,,Sancha of Navarre
6000000003827731756,Q1643316,,ロマーン・ダヌィーロヴィチ,,,Roman Danylovich
6000000003827795696,Q668970,,オットー・フォン・ハンマーシュタイン,,,Otto of Hammerstein
6000000003827837448,Q4534893,,ユーリー・ヤロスラヴィチ (トゥーロフ公),,,Yury Yaroslavich
6000000003827904383,Q3637286,,ベアトリーチェ・ディ・ホーエンシュタウフェン,,,Beatrix of Sicily
6000000003827963052,Q703346,,マルクス・リヴィウス・ドルスス,马尔库斯·李维·德鲁苏斯,,Marcus Livius Drusus
6000000003828041948,Q9165523,,,芭芭拉·亞歷山德洛娃,,Barbara Olelkówna
6000000003828041990,Q4104461,,,瓦西里·雅罗斯拉维奇·博罗夫斯基,,Vasiliy Yaroslavich of Serpukhov
6000000003828196707,Q6454823,,カエキリア・メテッラ,,,Caecilia Metella Dalmatica
6000000003828196714,Q703362,,ルキウス・カエキリウス・メテッルス・ダルマティクス,,,Lucius Caecilius Metellus Dalmaticus
6000000003828196721,Q703354,,ルキウス・カエキリウス・メテッルス・カルウゥス,,,Lucius Caecilius Metellus Calvus
6000000003828224112,Q229246,,ユリア・ドムナ,尤利亞·多姆娜,,Julia Domna
6000000003828228080,Q25571977,,コンスタンティノス・コムネノス・アリアニテス,君士坦丁·科穆宁·阿里亚尼蒂,,Constantine Komnenos Arianites
6000000003828245077,Q9652383,,,莫吉奧的貝亞特麗絲,,Beatrice of Melgueil
6000000003828287409,Q41834,,ロマノス4世ディオゲネス,罗曼努斯四世,로마누스 4세,Romanos IV Diogenes
6000000003828326587,Q15040856,,,伊德希爾,,Eadhild
6000000003828361119,Q2731801,,,匈牙利的阿德海德,,Adelaide of Hungary
6000000003828382317,Q458528,,ユニア・セクンダ,,,Junia Secunda
6000000003828382359,Q518928,,デキムス・ユニウス・シルアヌス,迪基姆斯·尤尼乌斯·西拉努斯,,Decimus Junius Silanus
6000000003828392188,Q745547,,ガイウス・ウェッティウス・グラトゥス・サビニアヌス,,,Gaius Vettius Gratus Sabinianus
6000000003828399783,Q1283595,,マルクス・ユニウス・シラヌス,马尔库斯·尤尼乌斯·西拉努斯,,Marcus Junius Silanus
6000000003828401492,Q348583,,セプティミウス・オダエナトゥス,奥登纳图斯,오다에나투스,Odaenathus
6000000003841691917,Q451998,,アメデーオ7世,阿梅迪奥七世,아메데오 7세 디 사보이아,"Amadeus VII, Count of Savoy"
6000000003842085382,Q451995,,アメデーオ6世,阿梅迪奥六世,아메데오 6세 디 사보이아,"Amadeus VI, Count of Savoy"
6000000003845322877,Q547610,,アイモーネ・ディ・サヴォイア,艾莫内,아이모네 디 사보이아,"Aymon, Count of Savoy"
6000000003852730222,Q270777,,グンノーラ,剛諾拉,,Gunnora
6000000003858551777,Q2360672,,マルケータ・プシェミスロヴナ,瑪克塔·普熱米斯洛娃,,"Margaret of Bohemia, Duchess of Wroclaw"
6000000003858554079,Q453771,,アルブレヒト・アヒレス,阿尔布雷希特三世,,"Albrecht III Achilles, Elector of Brandenburg"
6000000003858579403,Q524105,,ヨハン,约翰，勃兰登堡-库姆巴赫侯爵,,"John, Margrave of Brandenburg-Kulmbach"
6000000003858585185,Q289285,,フィリッポ・マリア・ヴィスコンティ,菲利波·瑪麗亞·維斯孔蒂,필리포 마리아 비스콘티,Filippo Maria Visconti
6000000003858624547,Q77253,,アルブレヒト1世,巴伐利亚公爵阿尔布雷希特一世,,"Albert I, Duke of Bavaria"
6000000003858632285,Q61261,,グタ・ハブスブルスカー,哈布斯堡的茱蒂絲,,Judith of Habsburg
6000000003858645967,Q4979499,,,韋爾勒的索菲,,Sophia of Werle
6000000003858676995,Q64084,,フリードリヒ4世,腓特烈四世,,Frederick IV
6000000003858690189,Q71173,,エリーザベト・フォン・バイエルン,巴伐利亞的伊莉莎白 (1383-1442),,"Elisabeth of Bavaria, Electress of Brandenburg"
6000000003858690318,Q77854,,,魯道夫六世 (巴登),,"Rudolf VI, Margrave of Baden"
6000000003858704239,Q238341,,エフロシニヤ・ムスチスラヴナ,,,Euphrosyne of Kyiv
6000000003858704728,Q2084307,,マリヤ・ヤロスラヴナ,維捷布斯克的瑪麗亞,,Maria of Vitebsk
6000000003858710522,Q3920676,,ガウデムンダ,高黛門達,,Gaudemunda of Lithuania
6000000003858710950,Q669639,,コンスタンス・ド・フランス,法兰西的康斯坦斯,,"Constance of France, Princess of Antioch"
6000000003858720321,Q702602,,フリードリヒ2世,腓特烈二世 (薩克森選侯),작센 선제후 프리드리히 2세,Frederick II
6000000003858754511,Q64251,,アルブレヒト2世,阿爾伯特二世,,"Duke Albrecht II, Duke of Mecklenburg"
6000000003858771217,Q231334,,バルバラ・ツェリスカ,采列的巴巴拉,,Barbara of Cilli
6000000003858776885,Q380373,,ミハイル・ヤロスラヴィチ,米哈伊爾·雅羅斯拉維奇 (特維爾),미하일 야로슬라비치,Mikhail of Tver
6000000003858782342,Q254471,,ユスティナ,尤斯提娜,,Justina
6000000003858805100,Q695279,,フリードリヒ2世,邁森藩侯腓特烈二世,,Frederick II
