geni_id,qid,geni_cjk_name,wikidata_ja,wikidata_zh,wikidata_ko,wikidata_en
6000000003051199594,Q2578776,,アルノルド1世,,,Arnold I of Chiny
6000000003051208075,Q2632965,,アレラーモ (モンフェラート侯),蒙费拉托的阿勒拉莫,,"Aleramo, Marquess of Montferrat"
6000000003051250763,Q324602,,ルキウス・ユリウス・リボ,,,Lucius Julius Libo
6000000003051269288,Q342512,,ティベリウス・クラウディウス・ネロ,提貝里烏斯·尼祿,,Tiberius Claudius Nero
6000000003051273715,Q316006,,エティエンヌ2世,斯蒂芬二世,,Stephen
6000000003056522441,Q10326839,,,馬丁·阿方索·奇科洛,,Martim Afonso Chichorro
6000000003067185677,Q2774126,,,匈牙利的安娜,,Anna of Hungary
6000000003076859145,Q6015314,,インクリース・ナウエル,,,Increase Nowell
6000000003082447466,Q329826,,エイステイン2世,埃斯泰因二世,외위스테인 2세,Eystein II
6000000003082460872,Q3364492,,ラグナ・ニコラスダッテル,,랑나 니콜라스다테르,Ragna Nikolasdatter
6000000003086434645,Q3120286,,ウィリアム・ド・ブーン (初代ノーサンプトン伯),北安普敦伯爵,,"William de Bohun, 1st Earl of Northampton"
6000000003086695210,Q1267706,,シャルル・デタンプ,埃夫勒的查理,,Charles d'Évreux
6000000003087125859,Q2616032,,クリスティーナ・インゲスドッテル,克里斯蒂娜·英格斯多塔,,Christina Ingesdotter of Sweden
6000000003087173440,Q41849,,アレクシオス2世コムネノス,阿历克塞二世,알렉시오스 2세,Alexios II Komnenos
6000000003087188011,Q453056,,ボジヴォイ2世,博日沃伊二世,보르지보이 2세,"Bořivoj II, Duke of Bohemia"
6000000003091034586,Q127318,,ジョージ3世 (イギリス王),喬治三世,조지 3세,George III of Great Britain
6000000003094359287,Q213791,,エイリーク1世 (ノルウェー王),血斧王埃里克,에이리크 1세,Eric Bloodaxe
6000000003098118211,Q3437872,,エメリー1世・ド・シャテルロー,沙泰勒罗子爵艾美瑞一世,,"Aimery I, Viscount of Châtellerault"
6000000003098118619,Q1343016,,ヤロポルク・イジャスラヴィチ,亚罗波尔克·伊贾斯拉维奇,,Yaropolk Izyaslavich
6000000003098215498,Q58559,,レオ9世,良九世,교황 레오 9세,Leo IX
6000000003108752547,Q262187,,ノルウェー王女インゲゲルド,挪威的英格麗特,,Ingegerd of Norway
6000000003110467510,Q3314035,,ミルドレッド・ワーナー,,,Mildred Warner
6000000003122427458,Q2738923,,ビアンカ・ディ・サヴォイア,薩伏依的比安卡,,Bianca of Savoy
6000000003122453687,Q271563,,メシア・ロペス・デ・アロ,曼西亞·羅培斯,,Mencia Lopez de Haro
6000000003126790291,Q181764,,マウリキウス,莫里斯,마우리키우스,Maurice
6000000003128131566,Q11623552,諸数 藤原 | 藤原諸数,藤原諸数,,,Fujiwara no Morokazu
6000000003128141403,Q11623435,福当麻呂 藤原 | 藤原福当麻呂,藤原福当麻呂,,,Fujiwara no Futakimaro
6000000003128164554,Q11623286,扶幹 藤原 | 藤原扶幹,藤原扶幹,藤原扶幹,,Fujiwara no Sukemoto
6000000003128226308,Q106221172,登子 坂上 | 坂上登子,坂上登子,,,Sakanoue no Nobuko
6000000003128238078,Q134738588,村椙 藤原 | 藤原村椙,藤原村椙,,,Fujiwara no Murasugi
6000000003139910002,Q7288318,,ラルフ・ド・ラムリー (初代ラムリー男爵),,,"Ralph de Lumley, 1st Baron Lumley"
6000000003146107101,Q2415527,,アデライード・ド・ノルマンディー (1030-1090),诺曼底的阿德莱德,,Adelaide of Normandy
6000000003146930404,Q1703908,,サアー・ド・クインシー,,,"Saer de Quincy, 1st Earl of Winchester"
6000000003146957164,Q24962987,,オットー2世,,오토 2세,"Otto II, Count of Chiny"
6000000003146957188,Q126237,,ゴドフリー1世 (ルーヴァン伯),戈德弗鲁瓦一世,,Godfrey I
6000000003146970504,Q233809,,イザベル2世,伊莎贝拉二世,이사벨 2세,Isabella II of Jerusalem
6000000003151508258,Q204975,,ガスパール・ド・コリニー,加斯帕尔·德·科利尼,가스파르 드 콜리니,Gaspard II de Coligny
6000000003153451632,Q298577,,マルワーン1世,馬爾萬一世,마르완 1세,Marwan I
6000000003165357577,Q5447176,,フィールディング・ルイス,,,Fielding Lewis
6000000003165915061,Q481439,,ヴァルデマー若王,瓦爾德馬 (年輕的),,Valdemar the Young
6000000003166148300,Q108998,,,尼庫勞斯二世,,Nicholas II of Werle
6000000003166349540,Q952175,,クリスティーナ・ヴィーゼ,,,Christina Hvide
6000000003171704512,Q115472,,マリー・ボナパルト,瑪麗·波拿巴公主,,Marie Bonaparte
6000000003171751091,Q170396,,ゲオルギオス,乔治王子,요르요스,Prince George of Greece and Denmark
6000000003196869122,Q151707,,ハインリヒ5世,亨利五世,하인리히 5세,Henry V
6000000003200696188,Q249183,,トマス,第二代蘭開斯特伯爵托馬斯,랭카스터의 토마스 플랜태저넷,"Thomas, 2nd Earl of Lancaster"
6000000003204433619,Q367271,,,魯普雷希特一世 (萊格尼察),,Rupert I of Legnica
6000000003218534512,Q141791,,モクテスマ2世,蒙特祖馬二世,몬테수마 2세,Moctezuma II
6000000003219737646,Q928719,,ヘンリー・テューダー,康沃爾公爵亨利,,"Henry, Duke of Cornwall"
6000000003219740891,Q786401,,アン・オブ・ヨーク (サリー女伯),安妮,,Anne of York
6000000003219740910,Q461227,,キャサリン・オブ・ヨーク,凱瑟琳,,Catherine of York
6000000003219749097,Q1475199,,アルフォンソ (チェスター伯),阿尔方索,,"Alphonso, Earl of Chester"
6000000003219753382,Q2519681,,エリザベス・ド・バラ,第四代阿爾斯特女伯爵伊麗莎白·德·巴勒,,"Elizabeth de Burgh, 4th Countess of Ulster"
6000000003219766282,Q192920,,エドワード殉教王,殉教者愛德華,순교왕 에드워드,Edward the Martyr
6000000003219766746,Q1405862,,,康佛薩諾的西比拉,,Sybilla of Conversano
6000000003219768010,Q283151,,エドムンド (第2代コーンウォール伯),第二任康沃爾伯爵埃德蒙,,"Edmund, 2nd Earl of Cornwall"
6000000003219768232,Q131691,,アーサー・ウェルズリー,第一代威靈頓公爵阿瑟·韋爾斯利,제1대 웰링턴 공작 아서 웰즐리,"Arthur Wellesley, 1st Duke of Wellington"
6000000003219772256,Q357539,,ジャン・ガレアッツォ・ヴィスコンティ,吉安·加萊亞佐·維斯孔蒂,잔 갈레아초 비스콘티,Gian Galeazzo Visconti
6000000003219772263,Q1070862,,オットーネ3世,歐托內三世,오토네 3세 델 몬페라토,"Secondotto, Marquess of Montferrat"
6000000003219772291,Q231150,,カタリナ・デ・ランカステル,蘭開斯特的凱瑟琳,,Catherine of Lancaster
6000000003219779698,Q335885,,,博特,베터 막 키나다,Boite mac Cináeda
6000000003219788492,Q213061,,カーロイ1世,查理一世,카로이 1세,Charles I of Hungary
6000000003219792396,Q242832,,ロテール,洛泰尔 (西法兰克国王),로테르,Lothair of France
6000000003219796737,Q319954,,レオポルト,洛林公爵利奧波德,,"Leopold, Duke of Lorraine"
6000000003230105861,Q156048,,ペドロ5世,佩德羅五世 (葡萄牙),페드루 5세,Pedro V of Portugal
6000000003231189183,Q186256,,フェルナンド7世,斐迪南七世,페르난도 7세,Ferdinand VII of Spain
6000000003232541882,Q221367,,リチャード・オブ・シュルーズベリー,什魯斯伯里的理查，第一代約克公爵,요크 공작 슈루즈베리의 리처드,"Richard of Shrewsbury, 1st Duke of York"
6000000003232541920,Q846572,,ブリジット・オブ・ヨーク,布麗奇特,,Bridget of York
6000000003232543453,Q441251,,マリー・フォン・ヴュルテンベルク,瑪麗·弗蕾德里克·夏洛特,,"Princess Marie, Countess of Neipperg"
6000000003232543511,Q555409,,ヘルマン・フォン・ザクセン＝ヴァイマル＝アイゼナハ,薩克森-魏瑪-艾森納赫的赫爾曼王子,,Prince Hermann of Saxe-Weimar-Eisenach
6000000003232543518,Q64462,,シャルロッテ・フォン・ザクセン＝ヒルトブルクハウゼン,夏洛特郡主,,Princess Charlotte of Saxe-Hildburghausen
6000000003232543558,Q64613,,アウグスト・フォン・ヴュルテンベルク,奧古斯特,,Prince August of Württemberg
6000000003232550579,Q112117,,ゾフィー・フォン・エスターライヒ,索菲,,Archduchess Sophie Friederike of Austria
6000000003232550586,Q231871,,ギーゼラ・フォン・エスターライヒ,吉賽拉,기젤라 폰 외스터라이히 여대공,Archduchess Gisela of Austria
6000000003232558141,Q177903,,イシュトヴァーン1世,伊什特万一世,이슈트반 1세,Stephen I of Hungary
6000000003232561048,Q467503,,リュシエンヌ・ド・ロシュフォール,呂西安娜·德·羅什福爾,,Lucienne de Rochefort
6000000003232563122,Q545062,,キャドワラ,卡德瓦拉,,Cædwalla of Wessex
6000000003232579507,Q231760,,ジャンヌ2世,勃艮第的约娜二世,,"Joan II, Countess of Burgundy"
6000000003232579985,Q267483,,カタリーナ・フォン・ブランデンブルク＝キュストリン,勃兰登堡-昆斯特林的卡塔琳娜,,Catherine of Brandenburg-Küstrin
6000000003232583515,Q62022,,ヴィルヘルム・フォン・プロイセン,普魯士的威廉,,Prince Wilhelm of Prussia
6000000003232590120,Q721000,,ロラン・ボナパルト,羅蘭·波拿巴,,Roland Bonaparte
6000000003233882803,Q137814,,ジェームズ5世,詹姆斯五世,제임스 5세,James V of Scotland
6000000003234018546,Q131412,,メアリー,玛丽一世,메리 1세,"Mary, Queen of Scots"
6000000003243184323,Q394750,,,阿格妮絲,,Agnes of Hesse-Kassel
6000000003243185408,Q5363813,,,匈牙利的伊莉莎白,,Elizabeth of Hungary
6000000003243317179,Q61695,,レオポルト1世,利奥波德一世,,"Leopold I, Prince of Anhalt-Dessau"
6000000003243441451,Q180761,,アンナ,霍亨斯陶芬的安娜,,Anna of Hohenstaufen
6000000003243441459,Q269904,,ヘレナ・アンゲリナ・ドゥーカイナ,海倫娜‧安潔莉娜‧杜卡納,,Helena Angelina Ducaina
6000000003243447087,Q6711563,,,勃艮第的羅貝爾,,"Robert of Burgundy, bishop of Langres"
6000000003243447534,Q159862,,エルジェーベト,聖麗莎,헝가리의 엘리자베트,Elizabeth of Hungary
6000000003243447745,Q86946,,イシュトヴァーン4世,伊什特萬四世,이슈트반 4세,Stephen IV of Hungary
6000000003243483198,Q3355204,,アストリッド,阿斯特丽德·奥洛夫斯多特,,Astrid Olofsdotter
6000000003243493403,Q3132263,,,德勒的亨利,,Henri de Dreux
6000000003244369507,Q354389,,レイモンド3世,雷蒙德三世,,Raymond III of Tripoli
6000000003245561413,Q32432,,アマデオ1世,阿玛迪奥一世,아마데오 1세,Amadeo I of Spain
6000000003250420277,Q2379307,,エイゲニア・ティス・エラザス,尤金妮公主 (希臘),그리스와 덴마크의 공주 유제니,Princess Eugénie of Greece and Denmark
6000000003263226602,Q5482808,,フランシス・ウィロビー (実業家),,,Francis Willoughby
6000000003273891888,Q2028843,,,安娜·瓦西里耶芙娜,,Anna of Moscow
6000000003276264044,Q2740828,,サフィーヤ・ビント・アブドゥルムッタリブ,薩菲亞·賓·阿布德·穆塔利卜,사피야 빈트 아브드 알 무탈립,Safiyyah bint ‘Abd al-Muttalib
6000000003285093567,Q153956,,アルブレヒト1世,阿尔布雷希特一世,알브레히트 1세,Albert I of Germany
6000000003285553237,Q129987,,ウィリアム3世 (イングランド王),威廉三世,윌리엄 3세,William III of England
6000000003300400465,Q1470395,,エルフスリュス,艾弗斯麗斯,,"Ælfthryth, Countess of Flanders"
6000000003302337846,Q337189,,アルヌルフ,阿努爾夫,성 아르눌프,Arnulf
6000000003306282722,Q2295006,,フランソワーズ・ド・ロレーヌ,,,Françoise de Lorraine
6000000003310723649,Q1164707,,ザイナブ・ビント・ムハンマド,扎伊纳布,,Zainab bint Muhammad
6000000003317425624,Q593626,,イザベラ・デステ,伊莎貝拉·埃斯特,이사벨라 데스테,Isabella d'Este
6000000003320644029,Q3697572,,クリスティーナ・フォン・ザルム,薩爾姆的克莉絲汀,,Christina of Salm
6000000003342457608,Q271950,,アルベルティーネ・アグネス・ファン・ナッサウ,阿爾貝汀妮·阿格妮絲,,Countess Albertine Agnes of Nassau
6000000003343258683,Q109248,,ダゴベルト3世,达戈贝尔特三世,다고베르트 3세,Dagobert III
6000000003346787945,Q2746904,,ポッポ1世,,,Poppo of Grapfeld
6000000003346840239,Q36242,,ロベール2世 (ルーアン大司教),丹麥人羅貝爾,,Robert le Danois
6000000003349637351,Q561866,,ビルイェル・ブローサ,比耶爾‧布羅薩,,Birger Brosa
6000000003349733094,Q3739601,,カール・ドーヴ,,,Charles the Deaf
6000000003350115352,Q4267718,,,丹麦的英厄耶德·克努特斯多特,,Ingegerd Knutsdotter of Denmark
6000000003355541511,Q1358824,,マルクス・ユニウス・ブルトゥス・マイヨル,,,Marcus Junius Brutus the Elder
6000000003355637296,Q232229,,セルウィリア・カエピオニス,塞薇利娅·加比奥尼,세르빌리아 카이피오니스,Servilia
6000000003365758789,Q237358,,マリア・テレサ・フォン・ポルトゥガル,瑪麗亞·特麗莎 (葡萄牙公主),,Infanta Maria Theresa of Portugal
6000000003365888340,Q254613,,エリーザベト・アマーリエ・フォン・エスターライヒ,伊麗莎白·阿瑪麗亞 (列支敦士登王妃),,Archduchess Elisabeth Amalie of Austria
6000000003388980855,Q6120352,,ジョセフ・ダドリー,約瑟夫·杜德利,조셉 더들리,Joseph Dudley
6000000003390674271,Q4154544,,ダニーロ・オストログスキ,奥斯特罗格的丹尼尔王公,,Danylo Ostrozky
6000000003390696067,Q12136800,,ヴァシーリー・オストロフスキー.,,,Wasyl Ostrogski
6000000003398531458,Q3198083,,,克努特·哈康森,,Knut Haakonsson
6000000003409427757,Q711801,,アーサー・テューダー,亚瑟·都铎,아서 튜더,"Arthur, Prince of Wales"
6000000003409460562,Q718991,,エドムンド・テューダー (初代サマセット公),埃德蒙·都铎,,"Edmund Tudor, Duke of Somerset"
6000000003420164243,Q745241,,マルクス・アンニウス・ウェルス,馬爾庫斯·阿尼烏斯·維魯斯,마르쿠스 안니우스 베루스,Marcus Annius Verus
6000000003420839126,Q241143,,ユリア,小茱莉亞,,Julia Minor
6000000003424379813,Q156774,,ペドロ2世,佩德罗二世,페드루 2세,Pedro II of Brazil
6000000003424534304,Q464449,,イザベル・ド・ブラジル,伊莎贝尔,브라질 황태녀 이자베우,"Isabel, Princess Imperial of Brazil"
6000000003439632313,Q151090,,オットー3世,奥托三世,오토 3세,Otto III
6000000003440496582,Q5728882,,ヘンリー・ダドリー,,,Henry Sutton Dudley
6000000003446413820,Q61268,,ヴィルヘルム5世,威廉五世,,"William V, Landgrave of Hesse-Kassel"
6000000003446589646,Q213618,,ルートヴィヒ・フォン・ヴュルテンベルク,路易公爵,,Duke Ludwig of Württemberg
6000000003446670240,Q702876,,ヴィルヘルム6世,威廉六世,,"William VI, Landgrave of Hesse-Kassel"
6000000003455608992,Q357200,,ヴァルデマール,沃爾德馬,발데마르 비르예르손,Valdemar
6000000003455862721,Q434728,,ヘルヴィヒ・フォン・ホルシュタイン,荷爾斯泰因的海爾維格,,Hedwig of Holstein
6000000003456051444,Q547911,,エーリック,埃里克·馬格努松,,Eric Magnusson
6000000003463376811,Q543311,,カール1世,卡爾一世,,"Charles I, Duke of Brunswick-Wolfenbüttel"
6000000003464124153,Q314457,,マグヌス4世,马格努斯四世,망누스 4세,Magnus IV of Sweden
6000000003464260121,Q313015,,ホーコン6世,哈康六世,호콘 6세,Haakon VI of Norway
6000000003466164629,Q41625,,ニケフォロス2世フォカス,尼基弗鲁斯二世,니케포로스 2세,Nikephoros II Phokas
6000000003466405795,Q277577,,トマス・グレイ (初代ドーセット侯爵),汤姆斯·格雷，第一代多塞特侯爵,,"Thomas Grey, 1st Marquess of Dorset"
6000000003467384476,Q350330,,エリク12世,埃里克十二世,에리크 12세,Eric XII of Sweden
6000000003472274918,Q3290817,,,玛格丽特·德尔瓦尔佐,,Margherita del Balzo
6000000003472446950,Q448289,,ジャケット・ド・リュクサンブール,卢森堡的杰奎塔,,Jacquetta of Luxembourg
6000000003472754347,Q474571,,ピエール1世・ド・リュクサンブール (サン＝ポル伯),皮埃爾,,"Peter I, Count of Saint-Pol"
6000000003478386805,Q13460990,,フランチェスコ1世・デル・バルツォ,弗朗切斯科·德尔瓦尔佐，第一代安德里亚公爵,,Francis of Baux
6000000003481828921,Q1772180,,,類斯·德·波旁·德·旺多姆,,Louis de Bourbon de Vendôme
6000000003481828998,Q551625,,ルイ・ド・リュクサンブール,路易·盧森堡,루이 드 뤽상부르,"Louis de Luxembourg, Count of Saint-Pol"
6000000003481830220,Q1241350,,ロベール2世 (ドルー伯),德勒的罗贝尔二世,,"Robert II, Count of Dreux"
6000000003484293258,Q237076,,マリア・ラスカリナ,瑪麗亞·拉斯卡里娜,,Maria Laskarina
6000000003484293288,Q37082,,テオドロス2世ラスカリス,卡姆·克拉克,테오도르 2세 라스카리스,Theodore II Laskaris
6000000003491071836,Q2718143,,インゲゲルド,,,Ingegerd Birgersdotter
6000000003491193955,Q365072,,スヴェルケル2世,小斯渥克爾松·卡爾松,스베르케르 2세,Sverker II of Sweden
6000000003492005116,Q467497,,アルネ・ガルボルグ,阿尔内·嘉宝,아르네 가르보르그,Arne Garborg
6000000003492083288,Q4588795,,,凯伦·格鲁德·科特,,Karen Grude Koht
6000000003492387166,Q2338181,,マリア・マヌエラ・キルクパトリック,,,María Manuela Kirkpatrick
6000000003492465104,Q1616202,,テバ伯爵シプリアノ・パラフォス・ポルトカリェロ,,,Cipriano Portocarrero
6000000003492710472,Q157130,歐仁尼皇后,ウジェニー・ド・モンティジョ,歐仁妮·德·蒙蒂荷,외제니 드 몽티조,Eugénie de Montijo
6000000003492745606,Q7721,拿破崙三世,ナポレオン3世,拿破仑三世,나폴레옹 3세,Napoleon III
6000000003493243753,Q21002086,,フェルナンド・コルテス・ラミレス・デ・アレラーノ,,,Fernando Cortés Ramírez de Arellano
6000000003494697312,Q562553,,ボードゥアン3世,博杜安三世 (埃諾),,"Baldwin III, Count of Hainaut"
6000000003494757665,Q143099,,スヴャトポルク2世,斯维亚托波尔克二世·伊贾斯拉维奇,스뱌토폴크 2세,Sviatopolk II of Kiev
6000000003494774759,Q451397,,エルンスト (オーストリア辺境伯),恩斯特,,"Ernest, Margrave of Austria"
6000000003495351521,Q1885480,,フロッツァ・オルセオロ,,,Frozza Orseolo
6000000003495414198,Q304409,,レオポルト2世,利奧波德二世,,Leopold II
6000000003495414717,Q72824,,デド1世 (ラウジッツ辺境伯),,,"Dedi I, Margrave of the Saxon Ostmark"
6000000003506548107,Q451082,,ラオディケ4世,勞迪絲四世,,Laodice IV
6000000003511432486,Q297657,,アレクサンドロス1世バラス,亞歷山大一世,,Alexander Balas
6000000003512153670,Q3103872,,ジェラルド・フィッツジェラルド (第11代キルデア伯爵),,,"Gerald FitzGerald, 11th Earl of Kildare"
6000000003513191421,Q237156,,ラオディケ1世,勞迪絲一世,,Laodice I
6000000003515021714,Q2607440,,,斯坦尼斯洛瓦·戈斯陶塔斯,,Stanislovas Goštautas
6000000003519064815,Q2995191,,ヤン・ピョトル・サピエハ,揚·薩帕耶哈,,Jan Piotr Sapieha
6000000003520880869,Q3277519,,フィオドラス・アルギルダイティス,,,Feodor Olgerdovich
6000000003521266933,Q336754,,アルギルダス,阿基爾達斯,알기르다스,Algirdas
6000000003523986134,Q453121,,ギヨーム10世,威廉十世 (阿基坦公爵),기욤 10세,"William X, Duke of Aquitaine"
6000000003524132341,Q888578,,ヨハン・クヴルング,喬恩·庫弗,,Jon Kuvlung
6000000003524503476,Q2464977,,カリブタス,卡里布塔斯,,Kaributas
6000000003526579227,Q727122,,レフ・サピェハ,莱夫·萨皮耶哈,,Lew Sapieha
6000000003526640224,Q33619,,,扬·斯坦尼斯瓦夫·萨皮耶哈,,Jan Stanisław Sapieha
6000000003531090432,Q237709,,ベルタ・ディ・サヴォイア,都靈的伯莎,,Bertha of Savoy
6000000003531113316,Q349086,,レオポルト3世,利奧波德三世,,Leopold III
6000000003572009441,Q4267871,,,凯瑟琳·都铎,,Katherine Tudor
6000000003578848967,Q3492362,,フィリッパ・オブ・ルクセンブルク,菲莉帕,,Philippa of Luxembourg
6000000003579163848,Q65946,,ヨハン,普法爾茨-諾伊馬克特伯爵約翰,,John
6000000003581437848,Q61789,,マリー＝アウグステ・フォン・トゥルン・ウント・タクシス,瑪麗·奧古斯塔,,Princess Marie Auguste of Thurn and Taxis
6000000003581643785,Q702722,,ウィレム・フレデリック,威廉·弗雷德里克,,"William Frederick, Prince of Nassau-Dietz"
6000000003582502504,Q178525,,アリエノール・ダキテーヌ,阿基坦的埃莉诺,엘레아노르,Eleanor of Aquitaine
6000000003584770312,Q433502,,,费尔明·帕拉西奥斯,,Fermín Palacios
6000000003590567409,Q447448,,カール・フェルディナント・フォン・エスターライヒ＝テシェン,卡尔·斐迪南大公,오스트리아 대공 카를 페르디난트,Archduke Karl Ferdinand of Austria
6000000003614102983,Q150953,,ハインリヒ6世,亨利六世,하인리히 6세,Henry VI
6000000003615807137,Q348322,,ギー4世 (サン＝ポル伯),圣波德伯爵盖伊四世,,"Guy IV, Count of Saint-Pol"
6000000003616614004,Q164504,,マリア・テレジア・フォン・ネアペル＝ジツィーリエン,兩西西里的瑪麗亞·特麗莎,나폴리와 시칠리아의 마리아 테레지아,Maria Theresa of Naples and Sicily
6000000003631860362,Q60791,,アウグスト,奥古斯特,,"Augustus, Grand Duke of Oldenburg"
6000000003635746575,Q3141679,,,霍爾王,,Hywel the Great
6000000003645671347,Q4811064,,ビャズク,比亚佐克,비아도크,Bjaðǫk
6000000003645683278,Q2520347,,トリグヴァ・オーラヴソン,特里格維·奧拉夫松,,Tryggve Olafsson
6000000003645692144,Q378271,,ボードゥアン1世,博杜安一世 (弗兰德),,"Baldwin I, Margrave of Flanders"
6000000003645707458,Q28717952,,シモン・スカルプ,,,Simon Skalp
6000000003645734381,Q725219,,エーリング・スカッケ,厄爾林·斯卡克,,Erling Skakke
6000000003645734389,Q642075,,クリスティン・シグルスダッテル,克里斯汀·西居爾斯多塔,,Kristin Sigurdsdatter
6000000003645734414,Q2919957,,マリムフリダ・ムスチスラヴナ,基輔的曼弗德,,Malmfred of Kyiv
6000000003645753292,Q435213,,ガイウス・アントニウス・ヒュブリダ,盖乌斯·安东尼乌斯·海布里达,,Gaius Antonius Hybrida
6000000003645753332,Q191039,,ゲルマニクス,日爾曼尼庫斯·尤迪乌斯·凯撒,게르마니쿠스,Germanicus
6000000003645760032,Q343088,,マグヌス2世,馬格努斯二世 (挪威),망누스 2세,Magnus II of Norway
6000000003645760175,Q2530678,,犬のソーリル,托爾·胡德,,Thorir Hund
6000000003645772914,Q5905955,,ホーコン・イーヴァルソン,,,Hakon Ivarsson
6000000003645772920,Q24056435,,ラグンヒル,,,Ragnhild Magnusdatter
6000000003645782595,Q572023,,ボギスラフ1世,博吉斯拉夫一世,,"Bogislaw I, Duke of Pomerania"
6000000003645782783,Q319266,,ヴェルナー5世,,,Werner
6000000003645797173,Q129234,,ハトシェプスト,哈特谢普苏特,하트셉수트,Hatshepsut
6000000003645797930,Q31491,,ティベリウス2世,提比略二世,티베리우스 2세,Tiberius II Constantine
6000000003645801048,Q236999,,ガッラ,加拉,,Galla
6000000003645825338,Q3125245,,,哈康·保羅森,,Haakon Paulsson
6000000003645832206,Q230050,,イザベル・ド・エノー,埃諾的伊莎貝拉,,Isabella of Hainault
6000000003645832264,Q178908,,アンリ1世,亨利一世,앙리 1세,Henry I of France
6000000003645847638,Q201303,,ティグラネス2世,提格兰二世,티그라네스 2세,Tigranes the Great
6000000003645847650,Q1091124,,ニサ,妮薩,,Nysa
6000000003645847827,Q295225,,キュロス1世,居鲁士一世,,Cyrus I
6000000003645853347,Q41866,,ユスティニアヌス1世,查士丁尼一世,유스티니아누스 1세,Justinian I
6000000003645853361,Q415483,,アカキオス,阿卡西烏斯,,Acacius of Constantinople
6000000003645853602,Q39957,,プトレマイオス5世,托勒密五世,프톨레마이오스 5세,Ptolemy V Epiphanes
6000000003645853615,Q39595,,プトレマイオス4世,托勒密四世,프톨레마이오스 4세,Ptolemy IV Philopator
6000000003645853628,Q39602,,プトレマイオス3世,托勒密三世,프톨레마이오스 3세,Ptolemy III Euergetes
6000000003645853635,Q40010,,ベレニケ2世,贝勒尼基二世,베레니케 2세,Berenice II
6000000003645853653,Q168261,,プトレマイオス1世,托勒密一世,프톨레마이오스 1세 소테르,Ptolemy I Soter
6000000003645853666,Q718154,,ラゴス,拉古斯,,Lagus
6000000003645853688,Q32133,,リュシマコス,利西馬科斯,리시마코스,Lysimachus
6000000003645853693,Q441885,,マケドニアのニケア,馬其頓的妮卡亞,,Nicaea of Macedon
6000000003645853699,Q878392,,マガス (キュレネ),馬格斯,,Magas of Cyrene
6000000003645853704,Q451066,,アパメー2世,,,Apama II
6000000003645853743,Q40247,,クレオパトラ2世,克娄巴特拉二世,클레오파트라 2세 필로메토라 소테이라,Cleopatra II of Egypt
6000000003645859300,Q311112,,アンティオクス8世・グリプス,安条克八世,,Antiochus VIII Grypus
6000000003645859311,Q309719,,デメトリオス2世ニカトル,德米特里二世,,Demetrius II Nicator
6000000003645859344,Q1897013,,アケウス,阿凱夫斯,,Achaeus
6000000003645864016,Q1159574,,,盧基烏斯·埃利烏斯·拉米亞·普勞提烏斯·埃利亞努斯,,Lucius Aelius Plautius Lamia Aelianus
6000000003645864052,Q242466,,アンニア・アウレリア・ガレリア・ルキッラ,卢基拉,루킬라,Lucilla
6000000003645864196,Q1442,,セプティミウス・セウェルス,塞普蒂米烏斯·塞維魯,셉티미우스 세베루스,Septimius Severus
6000000003645864201,Q1236655,,プブリウス・セプティミウス,,,Publius Septimius Geta
6000000003645864674,Q315492,,マルクス・クラウディウス・マルケッルス,屋大维娅的马塞卢斯,,Marcellus
6000000003645870070,Q339094,,グンテル,龚特尔,군나르,Gunther
6000000003645870125,Q13426498,,アイオータパ,,,Iotapa
6000000003645870241,Q354997,,テオドシウス,狄奥多西斯,,Theodosius
6000000003645870459,Q1812,,ゴルディアヌス3世,戈爾迪安三世,고르디아누스 3세,Gordian III
6000000003645870469,Q152626,,ポンポニア,,,Attica
6000000003645877074,Q244345,,ヘロデ・アルケラオス,希律·阿基拉,헤로데 아르켈라오스,Herod Archelaus
6000000003645877085,Q456872,,,瑪塔色,,Malthace
6000000003645882894,Q39938,,プトレマイオス13世,托勒密十三世,프톨레마이오스 13세,Ptolemy XIII Theos Philopator
6000000003645896177,Q53456,,カジミェシュ2世,卡齐米日二世,카지미에시 2세,Casimir II the Just
6000000003645896976,Q230258,,クレオパトラ (ピリッポス2世の娘),馬其頓的克麗奧佩脫拉,,Cleopatra of Macedon
6000000003645908141,Q332557,,フラオルテス,弗拉歐爾特斯,프라오르테스,Phraortes
6000000003645908151,Q1339859,,エンニガルディ,贝尔-莎提-娜娜,,Ennigaldi-Nanna
6000000003645908381,Q3356,,アンティオコス4世エピファネス,安条克四世,안티오코스 4세,Antiochus IV Epiphanes
6000000003645908452,Q200401,,アンティゴノス1世,安提柯一世,안티고노스 1세,Antigonus I Monophthalmus
6000000003645908512,Q313901,,アルケタス1世,阿爾塞塔斯一世,,Alcetas I of Macedon
6000000003645908552,Q252091,,アルガイオス1世,,,Argaeus I of Macedon
6000000003645908672,Q886894,,プトレマイオス・アピオン,托勒密·阿皮翁,,Ptolemy Apion
6000000003645912303,Q8589,,アショーカ王,阿育王,아소카,Ashoka
6000000003645915181,Q266523,,ボードゥアン6世,博杜安六世,,"Baldwin VI, Count of Flanders"
6000000003645919299,Q878441,托 子姓,文武丁,文丁,문정,Wen Ding
6000000003645919304,Q878473,瞿 子姓,武乙,武乙,무을,Wu Yi of Shang
6000000003645919349,Q270018,妣癸,婦好,妇好,부호,Fu Hao
