qid	geni_id	en_label	enwiki	zhwiki	family_properties	sitelinks
Q45430009	6000000075425155919	Li Man	no	no		0
Q45430010	6000000075421378875	Wang Shen	no	no		0
Q45430011	6000000075426623210	Zhou Fuxian	no	no		0
Q45430012	6000000075423152880	Ai Shu	no	no		0
Q45430013	6000000075420143046	Wang Shen	no	no		0
Q45430014	6000000075420401232	Wang Yongfu	no	no		0
Q45430015	6000000075428800003	Jiang Jin	no	no		0
Q45430016	6000000075420255878	Wang Wenzheng	no	no		0
Q45430017	6000000075423700940	Zhu Hua	no	no		0
Q45430018	6000000075421529865	Xue Shi	no	no	P40	0
Q45430019	6000000075419859966	Ding Yao	no	no		0
Q45430020	6000000075423221277	Zhu Benheng	no	no	P22,P25,P40	0
Q45430021	6000000075423395921	Zhu Yanshi	no	no		0
Q45430022	6000000075424002074	Li Yuanli	no	no		0
Q45430023	6000000075428808051	Fan Xun	no	no		0
Q45430024	6000000074727453920	Wen Wuguang	no	no	P22	0
Q45430025	6000000075426915843	Fu Shi	no	no	P40	0
Q45430026	6000000075427214846	Lin Minxiu	no	no		0
Q45430028	6000000075426632822	Cheng Fengshi	no	no		0
Q45430029	6000000075420398021	Wang Zhao	no	no		0
Q45430031	6000000075420097899	Zhang Taijiao	no	no		0
Q45430032	6000000075421134931	Shi Bian	no	no		0
Q45430033	6000000075427473851	Zhuo Yun	no	no		0
Q45430034	6000000075422394926	Gou Yin	no	no	P22,P25	0
Q45430035	6000000075426057910	Wu Junyu	no	no		0
Q45430036	6000000075421611154	Wang Jian	no	no		0
Q45430037	6000000075421712861	Tian Xilv	no	no		0
Q45430039	6000000075421135778	Wang Gengying	no	no		0
Q45430040	6000000075423983970	Zhao Shi	no	no	P40	0
Q45430041	6000000075428852849	Lin Shizhong	no	no		0
Q45430042	6000000075428702821	Hu Zhe	no	no	P22	0
Q45430044	6000000075423508496	Li Wei	no	yes		1
Q45430045	6000000075427241905	Zhou Yin	no	no		0
Q45430046	6000000075426518981	He Cong	no	no	P25	0
Q45430047	6000000075420790851	Wang Zhan	no	no		0
Q45430048	6000000075425774857	Li Xiyi	no	no		0
Q45430050	6000000075425141851	Yang Cuizhong	no	no		0
Q45430051	6000000075427407080	Lv Meng	no	no		0
Q45430052	6000000075425947822	Wu Geng	no	no		0
Q45430053	6000000075422962844	Wang Yiqing	no	no		0
Q45430054	6000000075425892970	Wu Shiming	no	no		0
Q45430055	6000000075422384835	Shi Ji	no	no		0
Q45430056	6000000075424475464	Chen Yuanliang	no	no		0
Q45430058	6000000075426390903	Wu Ziyi	no	no		0
Q45430060	6000000075423993842	Ren Chengliang	no	no		0
Q45430061	6000000075425462114	Li Qibao	no	no		0
Q45430062	6000000075423730081	Chen Zhi	no	no		0
Q45430063	6000000075427414939	Zhou Shun	no	no		0
Q45430064	6000000075428994880	Mao Rouchang	no	no	P22,P40	0
Q45430065	6000000075426709841	Liang Congzheng	no	no		0
Q45430066	6000000075424629075	Shi Weiqing	no	no		1
Q45430067	6000000075424500278	Li Ji	no	no		0
Q45430068	6000000075423730181	Song Xu	no	no		0
Q45430069	6000000075426878955	Xu Shi	no	no		0
Q45430071	6000000075425421822	Zhang Shi	no	no		0
Q45430073	6000000075427308878	Zhou Jing	no	no		0
Q45430074	6000000075419885179	Wang Jingliang	no	no		0
Q45430075	6000000075420386197	Wang Yun	no	no		0
Q45430076	6000000075422965023	Zhu Shiheng	no	no		0
Q45430077	6000000075427930271	Hu Xishi	no	no	P22	0
Q45430078	6000000075420379835	Wang Gui	no	yes	P40	1
Q45430079	6000000075421557860	Tian Zuo	no	no		0
Q45430080	6000000075420002822	Han Shi	no	no	P40	0
Q45430081	6000000075423765898	Shen Yuqing	no	no		0
Q45430082	6000000075424071878	Wang Xiang	no	no		0
Q45430083	6000000075423294967	Zhu Tingyin	no	no		0
Q45430084	6000000075424100127	Song Ruozhuo	no	no		0
Q45430085	6000000075429305843	Fan Chang	no	no	P22,P40	0
Q45430086	6000000075421090883	Peng Xie	no	no		0
Q45430087	6000000075426890869	Yu Shi	no	no	P40	0
Q45430088	6000000075426148102	Lv Zaixing	no	no		0
Q45430089	6000000074726273914	Wang Yi	no	no	P22	0
Q45430090	6000000074699610976	Li Xi	no	no	P22	0
Q45430091	6000000075426844843	Lin Shaoyi	no	no	P22	0
Q45430092	6000000075420041936	Wang Lue	no	no		0
Q45430093	6000000075421107950	Yin Shi	no	no	P40	0
Q45430094	6000000075428748878	Zhou Yong	no	no		0
Q45430095	6000000075427352963	Zhuo Cong	no	no	P40	0
Q45430096	6000000075421647433	He Jin	no	no		0
Q45430097	6000000075426242883	Wu Yu	no	no		0
Q45430098	6000000075422138895	Wang Liangchen	no	no		0
Q45430099	6000000075422423982	Chi Fu	no	no		0
Q45430100	6000000075423177822	Wang Yi	no	no		0
Q45430101	6000000075423444288	Cheng Zhuo	no	no		0
Q45430102	6000000075428452916	Xu Jiayan	no	no		0
Q45430103	6000000075421678890	Wang Zhong'an	no	no		0
Q45430104	6000000075425941532	Meng Sigong	no	no		0
Q45430105	6000000075425431594	Shi  Juefan	no	no		0
Q45430106	6000000075424322050	Li Wei	no	no		0
Q45430107	6000000075420593963	Wang Huanzhi	no	no		0
Q45430108	6000000074710141898	Chai Shi	no	no	P22	0
Q45430109	6000000075425708892	Sun Shi	no	no		0
Q45430110	6000000075425229861	Ni Shi	no	no		0
Q45430112	6000000075427243096	Hong Chuo	no	no		0
Q45430113	6000000075425767940	Ruan Bei	no	no		0
Q45430114	6000000075422666900	Qiu Weizhi	no	no		0
Q45430115	6000000075426061895	Wu Shifan	no	no		0
Q45430116	6000000075422143967	Zuo Longqing	no	no		0
Q45430117	6000000075425600843	Zhang Shi	no	no	P40	0
Q45430118	6000000075423068075	Mo Shi	no	no		0
Q45430119	6000000075426289924	Wu Zhongru	no	no		0
Q45430120	6000000075419302173	Wang Chengmei	no	yes	P40	1
Q45430121	6000000074725622201	Zhu Bao	no	no	P22	0
Q45430122	6000000075425679054	Li Yongnian	no	no		0
Q45430123	6000000075424036000	Song Zhongxi	no	no		0
Q45430125	6000000075428822926	Hu Cihe	no	no		0
Q45430126	6000000075427568919	Lin Ying	no	no		0
Q45430127	6000000075425423905	Li Xingjian	no	no		0
Q45430128	6000000075425862220	He Yan	no	no		0
Q45430129	6000000075424998834	Shi Yingfu	no	no		0
Q45430130	6000000075423508432	Du Cheng	no	no		0
Q45430131	6000000075426879976	Huang Yun	no	no		0
Q45430132	6000000075426417100	Lin Shu	no	no		0
Q45430133	6000000075425379853	Li Hui	no	no		0
Q45430134	6000000075421049020	Wang Yong	no	no		0
Q45430135	6000000075426703161	Zhou Gefei	no	no		0
Q45430139	6000000075420334965	Wang Yi	no	no	P22	0
Q45430142	6000000075421434957	Tian Lun	no	no		0
Q45430143	6000000075419933872	Ding Zhen	no	no		0
Q45430144	6000000075423863822	Ren Jin	no	no		0
Q45430145	6000000075423373135	Zhu Jiansun	no	no	P22,P25	0
Q45430146	6000000075423174986	Wang Yi	no	no		0
Q45430147	6000000075424069157	Shi Baosheng	no	no		0
Q45430148	6000000075429337835	Yu Gongming	no	no		0
Q45430149	6000000075420987895	Yang Chun	no	no		0
Q45430150	6000000075426876833	Lv Shichang	no	no		0
Q45430151	6000000075420682823	Wang Fu	no	no	P40	0
Q45430152	6000000075424572064	Li Hui	no	no		0
Q45430153	6000000075426396956	He Zishen	no	no	P40	0
Q45430154	6000000075426773133	Lin Wenqian	no	no		0
Q45430155	6000000075420121899	Wang Lue	no	no		0
Q45430156	6000000075420165316	Shi Yu	no	no		0
Q45430157	6000000075427900137	Zhou Jue	no	no		0
Q45430158	6000000075426825259	Zhuo Ke	no	no	P22	0
Q45430159	6000000075426280877	Wu Junzhuo	no	no		0
Q45430160	6000000075421769100	Tian Baoquan	no	no		0
Q45430161	6000000075421385347	Shi Gui	no	no	P22	0
Q45430162	6000000075422696845	Chi Zhoujiang	no	no		0
Q45430163	6000000075423119877	Xiang Zhen	no	no		0
Q45430164	6000000075427662198	Hu Yan	no	no		0
Q45430165	6000000075421105130	Wang Zhongfu	no	no		0
Q45430166	6000000075424085902	Gu Pang	no	no		0
Q45430167	6000000075426263384	Meng Tanglao	no	no		0
Q45430168	6000000075426636921	Bao Shi	no	no	P40	0
Q45430169	6000000075423837310	Li You	no	no		0
Q45430170	6000000075420444106	Wang Yungong	no	no		0
Q45430171	6000000075424006858	Hu Youwen	no	no	P22,P40	0
Q45430172	6000000075425825827	Xing Xiaoyang	no	no		0
Q45430173	6000000075425157854	Li Daxun	no	no	P22	0
Q45430174	6000000075427789841	Gong Shi	no	no	P40	0
Q45430175	6000000074698515743	Li Binlao	no	no	P22	0
Q45430176	6000000075423022822	Wang Xidan	no	no		0
Q45430177	6000000075421854090	Shi Hang	no	no		0
Q45430178	6000000075425602885	Xing Ping	no	no		0
Q45430179	6000000075426105875	Wu Fu	no	no		0
Q45430180	6000000075423637864	Shen Shixian	no	no		0
Q45430181	6000000075426418829	Wu Dayou	no	no		0
Q45430182	6000000075419733863	Wang Huaiyun	no	no		0
Q45430184	6000000075425909907	Wu Wei	no	no		0
Q45430185	6000000075423883143	Song Fu	no	no		0
Q45430186	6000000075427232489	Wei Boxun	no	no		0
Q45430187	6000000075427265054	Zhou Qin	no	no		0
Q45430188	6000000075425944220	Lv Huan	no	no		0
Q45430189	6000000075425294915	Li Shi	no	no	P40	0
Q45430190	6000000075424632893	Yang Xianzi	no	no		0
Q45430191	6000000075426948903	Lin Wei	no	no		0
Q45430192	6000000075424972836	Li Kang	no	no		0
Q45430193	6000000075426753979	Lin Jiong	no	no		0
Q45430194	6000000075425231914	Li Zhiyang	no	no		0
Q45430195	6000000075421460845	Niu Zhixin	no	no		0
Q45430196	6000000075427331881	Zhou Yundi	no	no	P22	0
Q45430197	6000000075420468851	Lu Yusheng	no	no		0
Q45430198	6000000075420943873	Wang Zhubo	no	no		0
Q45430199	6000000075423349822	Ren Xianfu	no	no		0
Q45430201	6000000075420344842	Wang Yi	no	yes		1
Q45430202	6000000075428859912	Hu Yan	no	no		0
Q45430203	6000000075419864931	Chen Yuanfeng	no	no		0
Q45430204	6000000075423585962	Wang Yilong	no	no	P40	0
Q45430205	6000000075423800058	Wang Tinggui	no	no		0
Q45430206	6000000075420655372	Wang Yuyi	no	no	P40	0
Q45430207	6000000075428705067	Gao Qizhi	no	no		0
Q45430208	6000000075424221027	Zhu Xi	no	no		0
Q45430209	6000000075421004917	Wang Yan	no	no		0
Q45430210	6000000075423536824	Wu Wenzhong	no	no		0
Q45430211	6000000075426224181	Ye Shi	no	no		0
Q45430212	6000000075420381937	Bu Zewei	no	no		0
Q45430213	6000000075425138822	Li Zhao	no	no		0
Q45430214	6000000075426161072	Wu Yingyou	no	no		0
Q45430215	6000000075426704112	Lin Zhiping	no	no		0
Q45430216	6000000075420050945	Wang Zhu	no	no		0
Q45430217	6000000075421177916	Mao Gangbo	no	no		0
Q45430218	6000000075428690845	Lin Sizhe	no	no		0
Q45430219	6000000075427380913	Zhuo Cun	no	no	P22	0
Q45430220	6000000075426308822	Wu Zhang	no	no	P40	0
Q45430221	6000000075422122896	Wang Zhu	no	yes		1
Q45430222	6000000075422201004	Liu Youzhen	no	no		0
Q45430223	6000000075423093884	Shen Shi	no	no	P40	0
Q45430224	6000000075428682836	Hu Yuan	no	no		0
Q45430225	6000000075421975025	Chi Congzhou	no	no		0
Q45430226	6000000075421252072	Sima Yi	no	no		0
Q45430227	6000000075423515273	Du Jie	no	no		0
Q45430228	6000000075427247896	Shao Zhicai	no	no		0
Q45430229	6000000075426393103	Cui Dai	no	no		0
Q45430230	6000000075424680945	Song Shengchong	no	no		0
Q45430231	6000000075420748881	Wang Yuquan	no	no		0
Q45430232	6000000075428623013	Chai Shuda	no	no		0
Q45430233	6000000075425641927	Sun Shi	no	no	P40	0
Q45430234	6000000075423544527	Li Xian	no	no		0
Q45430235	6000000075427166959	Zhou Mingfu	no	no	P22,P25	0
Q45430236	6000000075425759912	Li Yinglong	no	no		0
Q45430237	6000000075422388832	Yu Shi	no	no	P40	0
Q45430238	6000000075425633862	Xing Zhi	no	no		0
Q45430239	6000000075425970914	Li Jimin	no	no		0
Q45430240	6000000075421230694	Yu Taogu	no	no		0
Q45430241	6000000075423524924	Zhu Sizheng	no	no		0
Q45430242	6000000075419748839	Wang Juzheng	no	no	P22	0
Q45430244	6000000075423661978	Shen Mengzhong	no	no	P22	0
Q45430245	6000000075425941124	Wu Minglao	no	no		0
Q45430246	6000000075422888129	Che Sidu	no	no	P22,P40	0
Q45430248	6000000075426922283	Mou Shi	no	no		0
Q45430249	6000000075425822979	Wu Tianchang	no	no		0
Q45430250	6000000075426699854	Yu Ji	no	no	P22	0
Q45430252	6000000074699277160	Li Fan	no	no	P22	0
Q45430253	6000000075424722822	Li Yong	no	no	P40	0
Q45430254	6000000075427099831	Meng Kui	no	no		0
Q45430255	6000000075424040258	Li Hong	no	no		0
Q45430256	6000000075426467125	Lv Jinfu	no	no		0
Q45430257	6000000075424080468	Li Anqi	no	no		0
Q45430258	6000000075421514827	Shi Wuhe	no	no	P22,P25	0
Q45430259	6000000074784334941	Lin Yingchen	no	no	P22,P40	0
Q45430260	6000000075419115569	Wang Shen	no	no		0
Q45430261	6000000075420905868	Shuai zilian	no	no		0
Q45430262	6000000075423166900	Gui Shi	no	no		0
Q45430263	6000000075429179822	Weng Ding	no	no		0
Q45430264	6000000075419927872	Lai Shi	no	no		0
Q45430265	6000000075420099950	Ding Taiheng	no	no	P40	0
Q45430266	6000000075423254130	Zhu Yunzhang	no	no		0
Q45430267	6000000075420655389	Huangfu Shi	no	no	P40	0
Q45430269	6000000075428359172	Fan Ke	no	yes		1
Q45430270	6000000075420836911	Wang Jitao	no	no		0
Q45430271	6000000075424450925	Li Fang	no	no		0
Q45430272	6000000075425771459	He Ba	no	no		0
Q45430273	6000000075419674245	Li Qi	no	no		0
Q45430274	6000000075422990043	Wu Gongfu	no	no		0
Q45430275	6000000075424881937	Li Zizhong	no	no		0
Q45430276	6000000075426443927	He Mian	no	no		0
Q45430277	6000000075426991970	Shao Ji	no	no		0
Q45430279	6000000075419474160	Wang Ting	no	no		0
Q45430280	6000000075427228968	Zhou Yuke	no	no		0
Q45430281	6000000075421319867	Shi Bing	no	no		0
Q45430282	6000000075426061964	Wu Hui	no	no		0
Q45430284	6000000075421733113	Wang Heng	no	no		0
Q45430285	6000000075421430667	Wang Gao	no	no		0
Q45430286	6000000075423067863	Wang Sheng	no	yes		1
Q45430287	6000000075428573883	Hu Jing	no	no		0
Q45430288	6000000075422388012	Jiang Zhongwu	no	no		0
Q45430289	6000000075421427011	Tian Zongyuan	no	no		0
Q45430291	6000000075427275859	Zhou Tong	no	no		0
Q45430292	6000000075426167212	He Hongzhong	no	no		0
Q45430293	6000000075423791217	Li Zhen	no	no		0
Q45430294	6000000075420335078	Wang Wo	no	no		0
Q45430295	6000000075423883042	Wang Defu	no	no		0
Q45430296	6000000075425855823	Liu Wei	no	no		0
Q45430297	6000000075428533016	Hu Ziqi	no	no		0
Q45430298	6000000075424792986	Li Duan	no	no		0
Q45430299	6000000075427808822	Hong Yi	no	no		0
Q45430300	6000000075425417095	Li Zhaolian	no	no		0
Q45430301	6000000075422198968	Gan Yong	no	no		0
Q45430302	6000000075422393053	Wang Xilv	no	no		0
Q45430303	6000000075425327995	Xing Jing	no	no		0
Q45430304	6000000075424912573	Wu Shishun	no	no		0
Q45430305	6000000075423219090	Ruan Shi	no	no	P40	0
Q45430306	6000000075423191327	Ren Chengrui	no	no		0
Q45430307	6000000075426072986	Lv Zuo	no	no		0
Q45430308	6000000075419537051	Wang Zhuo	no	no	P40	0
Q45430309	6000000075423755166	Ba Yi	no	no		0
Q45430310	6000000075425912912	Wu Hang	no	no		0
Q45430311	6000000075428666949	Mao Zhong	no	no	P22,P40	0
Q45430312	6000000075426450484	Zhou Jiang	no	no		0
Q45430313	6000000075426724836	Lv Tao	no	no		0
Q45430314	6000000075423248505	Huang Yifu	no	no		0
Q45430315	6000000075426727976	Shao Ying	no	no		0
Q45430316	6000000075424533083	Gao Zhongjiao	no	no		0
Q45430317	6000000075425403914	Li Zhihan	no	no		0
Q45430318	6000000075424633307	Li Gongyi	no	no		0
Q45430320	6000000075427036007	Zhou Shenyu	no	no	P22,P40	0
Q45430321	6000000074705006847	Wang Shixi	no	no	P22	0
Q45430322	6000000075420733951	Wen Hao	no	no		0
Q45430323	6000000075423186889	Mi Gou	no	no		0
Q45430324	6000000075428474076	Fan Fosheng	no	no	P22	0
Q45430325	6000000075419443123	Gao Shi	no	no		0
Q45430326	6000000075419443288	Wang Yaoming	no	no		0
Q45430329	6000000075423840841	Shen Xuan	no	no		0
Q45430330	6000000075424071883	Wu Shi	no	no	P40	0
Q45430331	6000000075420983879	Wang Yu	no	no		0
Q45430332	6000000074725970128	Fan Yu	no	no	P22,P40	0
Q45430333	6000000075424431892	Li Ping	no	no	P40	0
Q45430334	6000000075420550922	Wang Yemin	no	no		0
Q45430335	6000000075423331932	Zhao Shi	no	no		0
Q45430336	6000000075426773958	Yu Menghuang	no	no	P22	0
Q45430337	6000000075424862967	Li Zhuan	no	no		0
Q45430338	6000000075425467815	Meng Zhongxuan	no	no		0
Q45430339	6000000075426550883	Xie Yuan	no	no		0
Q45430340	6000000075420184867	Fang Shu	no	no		0
Q45430341	6000000075427386950	Zhou Yuquan	no	no		0
Q45430342	6000000075425586137	Wu Xiaoxian	no	no		0
Q45430343	6000000075421360822	Shi Ke	no	no		0
Q45430344	6000000075422234828	Wang Liangweng	no	no	P22	0
Q45430345	6000000075422258991	Shi Senqing	no	no		0
Q45430346	6000000075422906915	Zhu Gong	no	no		0
Q45430347	6000000075428663890	Chai Mao	no	no		0
Q45430348	6000000075428369951	Zhou Yi	no	no		0
Q45430349	6000000075422336023	Mi Li	no	no		0
Q45430350	6000000075421648869	Sima Zhang	no	no		0
Q45430351	6000000075426160359	Meng Fengyuan	no	no		0
Q45430352	6000000075424852825	Li You	no	no		0
Q45430353	6000000075420788855	Shangguan Chong	no	no		0
Q45430354	6000000075425581168	Lin Zi	no	no		0
Q45430355	6000000075423793104	Song Yuanze	no	no		0
Q45430357	6000000075424887345	Li Dejun	no	no		0
Q45430358	6000000075428740916	Hu Zilian	no	no		0
Q45430360	6000000075427802843	Zhou Zhonghou	no	no		0
Q45430362	6000000075425357111	Ruan Yin	no	no		0
Q45430364	6000000075425245043	Li Zhengchen	no	no		0
Q45430365	6000000075426060903	Wu Sirui	no	no	P22,P25	0
Q45430366	6000000075421760076	Shi Hong	no	no		0
Q45430367	6000000075423333998	Zhu Sidao	no	no		0
Q45430368	6000000075422558520	Ren Zhiqing	no	no		0
Q45430369	6000000075425883035	Wu Ge	no	no		0
Q45430370	6000000075424080009	Du Zicai	no	no		0
Q45430371	6000000075419714909	Wang Jubai	no	no	P40	0
Q45430372	6000000075429041828	Zheng Shi	no	no		0
Q45430373	6000000075425467161	Wu Yan	no	no		0
Q45430374	6000000075424565265	Li Bao	no	no		0
Q45430376	6000000075426697006	Yu Shi	no	no	P40	0
Q45430377	6000000075426698863	He Yuanshou	no	no		0
Q45430378	6000000075424799968	Shi Yingyan	no	no		0
Q45430379	6000000075420901837	Wang Zhending	no	no		0
Q45430380	6000000075425082849	Li Lun	no	no		0
Q45430381	6000000075421213983	Niu Gongchen	no	no		0
Q45430382	6000000075419848906	Ding Quan	no	no	P40	0
Q45430383	6000000075424727832	Xin Da	no	no		0
Q45430384	6000000075420394821	Wang Wencheng	no	no	P22	0
Q45430385	6000000075421370930	Tian Wang	no	no		0
Q45430386	6000000075428616062	Hu Xiyi	no	no		0
Q45430387	6000000075420386916	Zhang Shi	no	no		0
Q45430388	6000000075427582890	Zhou Bangbi	no	no		0
Q45430389	6000000075423522982	Zhu Yangzu	no	no		0
Q45430390	6000000075424147844	Wang Hua	no	no		0
Q45430391	6000000075420790970	Li Derong	no	no		0
Q45430392	6000000075423161909	Zhu Zhen	no	no		0
Q45430393	6000000075427002824	Wu Jilong	no	no		0
Q45430394	6000000075427020021	Zhou Shicheng	no	no		0
Q45430395	6000000075429329851	Lin Congzhou	no	no		0
Q45430396	6000000075424197083	Shi Baoqian	no	no		0
Q45430397	6000000075420635853	Wang Fuyan	no	no		0
Q45430398	6000000075423370892	Zhu Cai	no	no		0
Q45430399	6000000075426894861	Zong Bijing	no	no		0
Q45430400	6000000075424561192	Li Ze	no	no		0
Q45430401	6000000075426725963	Lin Dunfu	no	no	P40	0
Q45430402	6000000075420076863	Wang Lue	no	no		0
Q45430403	6000000075426301835	Zhang Yanze	no	no		0
Q45430404	6000000075426279098	Yu Zhan	no	no		0
Q45430405	6000000075422246822	Fang Deshun	no	no		0
Q45430406	6000000075427329886	Zhou Shichang	no	no		0
Q45430407	6000000075422012134	Shi Fuzu	no	no		0
Q45430408	6000000075423169823	Ye Shi	no	no	P40	0
Q45430409	6000000075428785824	Fan Ruwei	no	yes		1
Q45430410	6000000075428299040	Tang Lie	no	no	P25	0
Q45430411	6000000075421266829	Wang ZI	no	no	P40	0
Q45430413	6000000075422658861	Mi Ji	no	no		0
Q45430414	6000000075420578951	Shangguan Hong	no	no		0
Q45430415	6000000075427087986	Meng Chaozong	no	no		0
Q45430416	6000000075424767887	Wang Shi	no	no		0
Q45430417	6000000075425944299	Yu Liangbi	no	no		0
Q45430418	6000000075423515279	Wang Wenli	no	no	P40	0
Q45430419	6000000075425197140	Li Shize	no	no		0
Q45430420	6000000075428512943	Hu Shixing	no	no		0
Q45430422	6000000074749839903	Hu Yin	no	no	P22	0
Q45430423	6000000075425545060	Wu Shi	no	no		0
Q45430424	6000000075424637187	Li Nanjin	no	no		0
Q45430426	6000000075425162285	Wu Hui	no	no		0
Q45430427	6000000075422265942	Shi Ciqin	no	no		0
Q45430429	6000000075424797310	Xing Ang	no	no		0
Q45430430	6000000075426192981	Wu Dacheng	no	no		0
Q45430431	6000000075423347143	Wang Anren	no	no		0
Q45430432	6000000075424312856	Du Zimin	no	no		0
Q45430433	6000000075419497945	Wang Shi	no	no	P22	0
Q45430434	6000000075428957868	Ruan Shi	no	no		0
Q45430436	6000000075425931854	Li Wanquan	no	yes		1
Q45430437	6000000074701674937	Lv Yuanchun	no	no	P22,P25	0
Q45430438	6000000075426117070	Yu Qishu	no	no	P22,P40	0
Q45430439	6000000075423078202	Li Kuo	no	no		0
Q45430440	6000000075420955842	Wang Yun	no	no		0
Q45430441	6000000075425126915	Li Anqi	no	yes		1
Q45430442	6000000075421428869	Wang Andao	no	no		0
Q45430443	6000000075419793952	Qiang Shi	no	no		0
Q45430444	6000000075424605874	Du Shu	no	no		0
Q45430445	6000000075420148026	Wang Yi	no	no		0
Q45430446	6000000075420573403	Fang Chengyue	no	no		0
Q45430448	6000000075420021133	Ding Shaowei	no	no		0
Q45430449	6000000075427597891	Zhou Pang	no	no		0
Q45430450	6000000075423786857	Zhu Jingwen	no	no		0
Q45430451	6000000075423920950	Zhu Ji	no	no	P22,P40	0
Q45430452	6000000075420955927	Wang Shijie	no	no		0
Q45430454	6000000075423331835	Mi Pu	no	no		0
Q45430455	6000000075425997460	Xing Yuanlong	no	no	P40	0
Q45430456	6000000075427270973	Zhou Gongbi	no	no		0
Q45430457	6000000075429315846	Zhang Shi	no	no		0
Q45430458	6000000075420441026	Wang Jian	no	no		0
Q45430459	6000000075423257973	Wu Anran	no	no	P22	0
Q45430460	6000000075426678954	Yu Eshu	no	no		0
Q45430461	6000000075424050093	Li Ming	no	no		0
Q45430462	6000000075425082826	Li Yan	no	no		0
Q45430463	6000000075427241832	Shao Ze	no	no		0
Q45430464	6000000075419987951	Wang Hao	no	no	P40	0
Q45430465	6000000075425586142	Zhang Shi	no	no		0
Q45430466	6000000075422105908	Wang Zhu	no	yes	P22,P40	1
Q45430467	6000000075426102599	Zhou Qingzhi	no	no	P22	0
Q45430468	6000000075426299938	Wang Hai	no	no		0
Q45430469	6000000075422400971	Shi Qisun	no	no		0
Q45430470	6000000075423040898	Wang Yifu	no	no		0
Q45430471	6000000075419988490	Wang Yingwu	no	no	P22	0
Q45430472	6000000075428702826	Zhou De	no	no		0
Q45430473	6000000075427011118	Zhou Jiuding	no	no	P40	0
Q45430474	6000000075422379028	Zhang Shi	no	no		0
Q45430475	6000000075421703867	Sima Liang	no	no		0
Q45430476	6000000075420769842	Wang Mengsong	no	no		0
Q45430477	6000000074699879921	Lin Gai	no	no	P40	0
Q45430478	6000000075424128235	Li Xun	no	no		0
Q45430479	6000000075426748860	Lv Sigong	no	no		0
Q45430480	6000000075424055939	Wang Deshu	no	no		0
Q45430481	6000000075428784896	Chai Yusheng	no	no		0
Q45430482	6000000075426880311	Jiang Qianguang	no	no		0
Q45430483	6000000075425654000	Li Zhaoxi	no	no		0
Q45430484	6000000075424282065	Li Chunsou	no	no	P22	0
Q45430486	6000000075424792991	Li Qi	no	no		0
Q45430487	6000000075422998828	An Rushan	no	no		0
Q45430488	6000000075422384840	Shi Xu	no	no		0
Q45430489	6000000075423622900	Ren Tong	no	no		0
Q45430490	6000000075426072856	Wu Jin	no	no	P22,P25	0
Q45430492	6000000075425685841	Li Jie	no	no		0
Q45430493	6000000075423973834	Shen Menglong	no	no	P22,P25	0
Q45430494	6000000075424264906	Song Jun	no	no		0
Q45430495	6000000075419607954	Wang Juren	no	no		0
Q45430496	6000000075426322967	Fan Qiong	no	no		0
Q45430497	6000000075429054822	Yang Rui	no	no		0
Q45430498	6000000075425676027	Wu Ji	no	no		0
Q45430499	6000000075425561826	Wu Conghu	no	no		0
Q45430500	6000000075426191307	Guo Shi	no	no	P40	0
Q45430501	6000000075426541898	Lin Jie	no	no		0
Q45430502	6000000075424040263	Li Yi	no	no		0
Q45430503	6000000075420920886	Wen Zuo	no	no		0
Q45430504	6000000075419915882	Fang Zhi	no	no		0
Q45430505	6000000075424398322	Li Gonglue	no	no		0
Q45430506	6000000075424025981	Song Mian	no	no		0
Q45430507	6000000075421160977	Lu Jiang	no	no		0
Q45430508	6000000075421664834	Wang Fu	no	no		0
Q45430509	6000000075419443299	Xue Shi	no	no	P40	0
Q45430510	6000000075419827258	Ding Bicheng	no	no		0
Q45430512	6000000075427655823	Yi Wenyun	no	no	P40	0
Q45430513	6000000075429011864	Yu Sheng	no	no		0
Q45430514	6000000075422610304	Shen Gangsun	no	no		0
Q45430515	6000000075423806022	Wang Qiu	no	no		0
Q45430516	6000000075421048859	Shuiqiu Mao	no	no		0
Q45430517	6000000075423313870	Li Shi	no	no		0
Q45430518	6000000075426611079	He Jingfu	no	no		0
Q45430519	6000000075427290866	Lin Xuelv	no	no		0
Q45430521	6000000075429224868	Gao Yingsong	no	no		0
Q45430522	6000000075420215033	Wang Shensou	no	no		0
Q45430523	6000000075423509882	Zhu Boqi	no	no		0
Q45430524	6000000075426878822	He Xian	no	no	P22	0
Q45430525	6000000075424477882	Shi Baotan	no	no		0
Q45430526	6000000075425087828	Li Wan	no	no		0
Q45430528	6000000075426703097	Lin Shanbu	no	no	P25	0
Q45430529	6000000075419830100	Fang Yuan	no	no		0
Q45430530	6000000075425697092	Song Shi	no	no	P40	0
Q45430531	6000000075426353482	Zhou Shinan	no	no		0
Q45430532	6000000075420273785	Wang Liang	no	no		0
Q45430533	6000000075422402962	Gou Mian	no	no		0
Q45430534	6000000075426086054	Wu Jun	no	no		0
Q45430535	6000000075422978917	Wang Dingmin	no	no		0
Q45430536	6000000075420862011	Ye Ziyi	no	no		0
Q45430537	6000000075427934113	Fang Guo	no	no		0
Q45430538	6000000075421602910	Tian Chenghai	no	no		0
Q45430539	6000000075422639872	Wang Xian	no	no		0
Q45430540	6000000075420552017	Mou Shi	no	no	P40	0
