qid	geni_id	en_label	enwiki	zhwiki	family_properties	sitelinks
Q10566966	6000000075326324236	Xianyu Qujin	no	yes	P22	1
Q10566997	6000000075426497934	Bao Yunlong	no	yes		1
Q10567154	6000000075486952113	Huang Shiyi	no	yes		1
Q10567174	6000000074727874040	Huang Gan	no	yes		1
Q10567184	6000000075326672908	Chaoying Huang	no	yes		2
Q10567193	6000000074749924008	Huang Huan	no	yes	P22	1
Q10567228	6000000075486725342	Huang Yigang	no	yes		1
Q10567246	6000000074750111835	Huang Shiyong	no	yes	P22	1
Q10567264	6000000074749810034	Huang You	no	yes	P22	1
Q10567376	6000000075431272845	Long Dayuan	no	yes		1
Q10567407	6000000074698637159	Gong Yuan	no	yes		2
Q10567410	6000000074727205096	Gong Yizheng	no	yes	P22	1
Q10593949	6000000074791961050	Yelü Lage	no	yes	P22,P25,P40,P3373	2
Q1060250		Shō On	yes	yes	P22,P25,P40,P3373	12
Q10658829	6000000074792115883	Yelü Yindidan	no	yes	P22,P25,P40,P3373	2
Q1067326		Behter	yes	yes	P22,P25,P3373	17
Q10742819	6000000057294314037	Pei Shuye	no	yes	P22,P40,P3373	3
Q10743129	6000000075501777319	Baiyun Shouduan	no	yes		5
Q10771770	6000000074725376484	Hou Renbao	yes	yes	P22,P40	3
Q10788073		Li Yanshou	yes	yes	P22	6
Q10788156	6000000074699059879	Li Changling	no	yes	P22,P40	2
Q108048019	6000000075503319862	Fojian Huiqin	no	yes		3
Q10827258	6000000021150725082	Xiao Yi	no	yes	P22,P25,P40,P3373	4
Q10864131		Ding Bing	no	yes		2
Q10864136	6000000075505989862	Ding Qianxue	no	yes	P40	1
Q10864137	6000000075508602848	Ding Renchang	no	yes		1
Q10864139		Ding Yici	no	yes	P40	1
Q10864187	6000000074753856840	Ding Gu	no	yes	P22	2
Q10864242	6000000051947208931	Ding Baochen	no	yes	P22	1
Q10864243	6000000075508580835	Ding Baoquan	no	yes		1
Q10864264	6000000050037661311	Yu Shileng	no	yes	P40	1
Q10864322	6000000075508654834	Ding Huai	no	yes		1
Q10864354	6000000075503575947	Ding Yu	yes	yes		3
Q10864445	6000000075406591220	Ding Henian	no	yes	P22,P3373	2
Q10864996	6000000074750446079	Wanshou	no	yes	P22,P25,P3373	1
Q10867334	6000000074702619170	Shangguan Ning	no	yes	P22,P40	1
Q10867338	6000000075050108967	Shangguan Jun	no	yes	P22,P40	1
Q10867344		Shangguan Tingzhi	no	yes	P22,P40	1
Q10877044		Kong Xun	no	yes	P22	1
Q10877280	6000000074783483825	Sun Daofu	no	yes		1
Q10879719		Yeku	no	yes	P22,P40,P3373	3
Q10880605	6000000075507917116	Yu Shimei	no	yes		1
Q10881168	6000000074749816694	Li Mou	no	yes	P22,P25,P3373	1
Q10882472	6000000074690990833	Jing Du	no	yes	P22	1
Q10883269	6000000058103125021	Jing Tang	no	yes	P22,P25	1
Q10884622	6000000074725351013	Ren Boyu	no	yes	P22,P40	1
Q10884632	6000000075503684833	Ren Zhaolin	no	yes	P40	1
Q10884676	6000000074748986762	Ren Xiyi	no	yes		1
Q10884704	6000000075327446878	Ren Fang	no	yes	P22,P40	6
Q10884739	6000000074750825033	Ren Fu	no	yes	P40	1
Q10885650		Buyannemekü	no	yes	P22,P40	1
Q10886013	6000000074726031087	He Li	no	yes		1
Q10886032	6000000065514245857	He Jun	no	yes	P40	1
Q10886102	6000000074787583902	He Menggui	no	yes		1
Q10886241	6000000074692228886	He Changyan	no	yes		1
Q10886401	6000000075326717935	He Wei	no	yes	P22,P40	2
Q10886484	6000000074717854885	Yu Zhong	no	yes		1
Q10886521	6000000074727463142	Yu Tianren	no	yes		1
Q10886522	6000000074727128389	Yu Tianxi	no	yes	P25	2
Q10886638	6000000075426328930	Yu Jie	no	yes	P40	1
Q10886662	6000000029287521426	Yu Zhaokang	no	yes	P40	2
Q10886680	6000000074789305011	Yu Que	no	yes	P22,P40	2
Q10886706	6000000075501960092	Shi Liaoyuan	no	yes		3
Q10886783	6000000075502321513	Shi Huiyuan	no	yes		3
Q10886870	6000000075504157841	Tong Jingwen	no	yes		1
Q10887307		Hou Fangxia	no	yes	P22,P3373	1
Q10887379		Hou Zhenyang	no	yes	P22,P25,P40	2
Q10887771	6000000074707920827	Yu Chong	no	yes	P25,P40	1
Q10887805	6000000074707644028	Yu Xidan	no	yes	P22,P40	1
Q10887831	6000000075429306859	Yu Wenbao	no	yes		1
Q10887861	6000000074707808906	Yu Xianke	no	yes	P22,P40	1
Q10887897	6000000029164217552	Biyun Yu	no	yes	P22,P40	2
Q10888130		Houling	no	yes	P22,P40,P3373	2
Q10888349	6000000074770488422	Ni Si	no	yes	P22,P40	2
Q10888383		Ni Liangyao	no	yes	P40	1
Q10889004		Fu Boshou	no	yes	P22,P40	1
Q10889005		Fu Bocheng	no	yes	P22,P40	1
Q10889027	6000000075610986822	Fu Jianian	no	yes		1
Q10889040	6000000028794990301	Fu Shoutong	no	yes	P40	1
Q10889061	6000000074692075876	Fu Songqing	no	yes		1
Q10889114	6000000074725505451	Fu Ji	no	yes	P22,P40	1
Q10889139	6000000075488225848	Fu Qian	no	yes		1
Q10889159	6000000074728573853	Fu Zhi	no	yes	P22,P40	1
Q10889177		Fu Zide	no	yes	P22,P40	1
Q10889256		Chu Fangqing	no	yes	P22,P40,P3373	1
Q10889485	6000000075506338902	Chu Zhaofeng	no	yes	P22,P3373	1
Q10889489		Chu Zaiwen	no	yes	P22,P40,P3373	1
Q10889491	6000000075612192006	Chu Dawen	no	yes	P22,P3373	1
Q10889495		Chu Baoshu	no	yes	P22,P3373	1
Q10889499		Chu Jinguan	no	yes	P22,P3373	1
Q10889501		Chu Mishu	no	yes	P22,P3373	1
Q10889504		Chu Yuwen	no	yes	P22,P40,P3373	1
Q10889520	6000000075502261003	Shi Yunkan	no	yes		1
Q10889559		Yuan Shao	no	yes	P22,P25,P40,P3373	1
Q10889796	6000000075402812863	Yuan Jie	yes	yes	P22,P40	7
Q10889803		Yuan Yu	no	yes	P22,P25,P40,P3373	3
Q10889877		Chongbao	no	yes	P22,P3373	1
Q10893110	6000000075507404034	Liushiqi	no	yes		2
Q10894958	6000000211880717821	Mao Guangsheng	no	yes	P22,P25	1
Q10894962	6000000075505884323	Mao Xiang	no	yes	P22	4
Q10895352	6000000047502280188	Feng Zheng	no	yes	P22,P40	1
Q10895355	6000000075326567994	Feng Shike	no	yes	P22,P25	3
Q10895376	6000000075485869291	Feng Mengde	no	yes		1
Q10895694	6000000074726889389	Shi Jingyuan	no	yes	P22	1
Q10897041		Liu Shih-heng	no	yes	P22	1
Q10897086	6000000074789287110	Liu Renben	no	yes	P22	1
Q10897091	6000000075405432851	Liu Xianlun	no	yes		1
Q10897177	6000000019472378152	Liu Mianzhi	no	yes	P22	1
Q10897209	6000000074792886892	Liu Taigong	no	yes	P22,P40	1
Q10897315	6000000074725440821	Liu Anjie	no	yes	P22	1
Q10897343	6000000075499066578	Liu Zai	no	yes	P22,P40	2
Q10897425	6000000074700873422	Liu Cen	no	yes	P22	1
Q10897491	6000000075500458942	Liu Tingrang	no	yes	P22,P40	1
Q10897492		Liu Jian	no	yes	P22,P40,P3373	3
Q10897501	6000000074729802850	Liu Yi	no	yes	P22,P40	1
Q10897770	6000000074752994843	Liu Wen Sou	no	yes	P22,P40	1
Q10897853	6000000074790473050	Liu Qi	no	yes	P22	2
Q10897896	6000000074752877271	Liu Xizhong	no	yes	P22	3
Q10897951	6000000074717584102	Liu Mengsou	no	yes	P22,P40	1
Q10897989	6000000074787342015	Liu Guo	no	yes		3
Q10898037		Liu Jinzao	no	yes	P22,P40	3
Q10899334	6000000074789844821	Liu Sanwu	no	yes	P22	2
Q10899418		Liu Zhuan	no	yes	P22,P25,P40	1
Q10899496	6000000019150224561	Liu Zhaoyang	no	yes	P22,P40	1
Q10899517	6000000075506341834	Liu Siwan	no	yes	P22,P25,P3373	1
Q10899556	6000000075500442828	Liu Kui	no	yes		1
Q10899600	6000000074731094015	Zihui Liu	no	yes	P22	1
Q10899619	6000000075508910889	Liu Xueqian	no	yes		1
Q10899629	6000000074768573858	Liu Anren	no	yes	P40	1
Q10899676	6000000075346206974	Liu Shenli	no	yes	P22,P3373	2
Q10899693	6000000019152033093	Liu Lvxuan	no	yes	P22,P40	1
Q10899749	6000000075506713819	Liu Pengnian	no	yes		1
Q10899754	6000000040034083356	Liu Fu	no	yes	P22,P40	1
Q10899765	6000000075345603283	Liu Dewei	no	yes	P22,P40	1
Q10899845	6000000051565801969	Zhi Liu	no	yes	P22,P40	3
Q10899846	6000000039025031998	Liu Ban	no	yes	P22,P40	1
Q10899898		Liu Ang	no	yes	P22,P25,P40	1
Q10899914	6000000050095879945	Liu Xingwei	no	yes	P22,P40	1
Q10899970	6000000075376918822	Liu Qichu	no	yes	P22	2
Q10900037	6000000068782596870	Liu Yongzuo	no	yes	P22,P40,P3373	1
Q10900041		Liu Rumo	no	yes	P22,P40,P3373	1
Q10900049	6000000074700151413	Liu Hang	no	yes	P22,P25,P40	1
Q10900077		Liu Tuan	no	yes	P40	1
Q10900121	6000000068782697052	Liu Xuan	no	yes	P22,P40	1
Q10900135	6000000074717949828	Liu Xigu	no	yes	P40	1
Q10900137		Liu Xizuo	no	yes	P22,P3373	1
Q10900175		Liu Dian	no	yes	P22,P25,P40	1
Q10900189	6000000075615211933	Liu Ruiqi	no	yes		1
Q10900190		Liu Jui-fen	no	yes	P40	2
Q10900194	6000000074787461218	Liu Lian	no	yes	P22,P40	1
Q10900201	6000000074787856886	Liu Jing	no	yes	P22,P40	1
Q10900203	6000000019509994747	Liu Yonghe	no	yes	P22,P25	1
Q10900216	6000000019152083001	Liu Zhanhan	no	yes	P22	1
Q10900237	6000000050095962883	Liu Zhongzhi	no	yes	P22,P40	1
Q10900270	6000000068742822043	Liu Weilie	no	yes	P22,P40	1
Q10900301	6000000075500712887	Liu Xisou	no	yes		1
Q10900304	6000000074733085842	Liu Qiao	no	yes	P22,P40	2
Q10900354	6000000075508660002	Liu Ruoceng	no	yes		1
Q10900362	6000000075508746915	Liu Hua	no	yes		1
Q10900370	6000000074738687939	Liu Fen	no	yes		3
Q10900416	6000000050096164859	Liu Jinzhi	no	yes	P22	1
Q10900435	6000000074712838871	Liu Qi	yes	yes	P22,P40	2
Q10900438		Liu Yueyun	no	yes	P22	1
Q10900444	6000000074784752567	Liu Hui	no	yes		1
Q10900552	6000000075346339935	Liu Su	no	yes	P22,P40	3
Q10900561	6000000013011443945	Liu Tiqian	no	yes	P22,P3373	1
Q10900562	6000000075407329038	Liu Tiren	no	yes	P22	3
Q10901287		Lekdehun	no	yes	P22,P40,P3373	2
Q10901319		Lerbei	no	yes	P22,P3373	1
Q10901320		Lergiyen	no	yes	P22,P40,P3373	2
Q10901590	6000000074727465108	Bao Hui	no	yes	P22	1
Q10906067	6000000018175548157	Zhuo Xiaofu	no	yes	P40	1
Q10909656	6000000075505270898	Bian Yongyu	no	yes	P22,P40,P3373	1
Q10909660	6000000045592542887	Bian Yiqing	no	yes	P3373	1
Q10910059		Lu Yanqing	no	yes	P22,P40	1
Q10910066		Lu Wenchao	no	yes	P22	3
Q10910112		Lu Zhao	no	yes	P22,P40	2
Q10910495	6000000075423282910	Wei Zhaode	no	yes	P40	1
Q10910882	6000000074783791867	Li Wenweng	no	yes	P22	1
Q10913327	6000000075422188834	Gu Chengzhi	no	yes		1
Q10915998	6000000074758629933	Shi Dan	no	yes	P22	2
Q10916035	6000000074757228711	Shi Zhaizhi	no	yes	P22,P40	1
Q10916036	6000000074758461869	Shi Yuzhi	no	yes	P22,P40	1
Q10916037	6000000074758146143	Shi Shouzhi	no	yes	P22	1
Q10916068	6000000074727921853	Shi Yaobi	no	yes		1
Q10916072	6000000074758105177	Shi Shizhong	no	yes	P22,P40	1
Q10916081	6000000074758280928	Shi Migong	no	yes	P22,P40	1
Q10916082	6000000075060219823	Shi Mizhong	no	yes	P22,P40	1
Q10916085	6000000074758347855	Shi Miying	no	yes	P22,P40	1
Q10916101	6000000074757522287	Shi Cai	no	yes	P22,P40	1
Q10916151	6000000074758282048	Shi Hao	no	yes	P22,P25,P40	3
Q10916164		Shi Jirong	no	yes	P22	1
Q10916196	6000000074758118000	Shi Mengqing	no	yes	P22,P40	1
Q10916215	6000000075422340029	Shi Dazu	no	yes		2
Q10916228	6000000074758523984	Shi Gao	no	yes	P22,P40,P3373	2
Q10916233	6000000050096320956	Shi Heling	no	yes	P40	1
Q10916334	6000000075490251847	Ye Daqing	no	yes		1
Q10916366	6000000031975758128	Ye Jingchang	no	yes	P22,P40	1
Q10916390	6000000074749042867	Ye Mengding	no	yes	P40	1
Q10916427	6000000074738367822	Ye Zuxia	no	yes		1
Q10916597	6000000074715690997	Sima Ji	no	yes	P22,P40	2
Q10916665	6000000023619649947	Sima Jin	no	yes	P22,P25,P40,P3373	2
Q10918067	6000000038239696218	Xiang Zhuanshi	no	yes	P22	1
Q10918129	6000000038239713036	Xiang Minzhong	no	yes	P22,P40	1
Q10918378	6000000074753723051	Lü Wenhuan	no	yes	P3373	4
Q10918439	6000000038027305519	Lü Mengzheng	no	yes	P22,P25,P40	4
Q10918454	6000000074701664922	Lü Yihao	no	yes	P22,P25,P40	2
Q10918600	6000000075407516923	Wu Renjie	no	yes	P22,P40	2
Q10918625		Wu Jie	no	yes		1
Q10918638	6000000037590973447	Wu Chong	no	yes	P22,P40	1
Q10918644		Wu Zhaoqian	no	yes	P40,P3373	2
Q10918673	6000000074759074115	Wu Shiqing	no	yes		1
Q10918692	6000000022572130691	Wu Sijue	no	yes	P22,P40	1
Q10918727	6000000075554635831	Wu Shijian	no	yes		1
Q10918860	6000000075611695983	Qingchi Wu	no	yes		2
Q10918934	6000000030070756450	Wu Guidan	no	yes	P40	1
Q10918951	6000000075505037145	Wu Jung-Kuang	no	yes	P40	2
Q10918983	6000000074735377384	Wu Yong	no	yes	P22	1
Q10919022	6000000075553175096	Wu Xu	no	yes		1
Q10919038	6000000074705037508	Wu Ying	no	yes	P22	1
Q10919049	6000000074717304101	Wu Zhifang	no	yes	P22,P40	1
Q10919098	6000000037590923414	Wu Yu	no	yes	P22,P40	1
Q10919110	6000000074705421275	Wu Fu	no	yes	P22,P40	1
Q10919190	6000000074747936864	Wu Xichou	no	yes	P22,P40	1
Q10919212		Kaisheng Wu	no	yes	P22	1
Q10919223	6000000075550199431	Wu Lu	no	yes		1
Q10919348	6000000075425815859	Wu Ji	no	yes		1
Q10919349	6000000074784099047	Wu Shugao	no	yes	P22,P25,P40	1
Q10919368	6000000074783426905	Wu Jian	no	yes		1
Q10919404	6000000038916259895	Wu Kui	no	yes	P22,P25,P40	1
Q10919455	6000000074705701946	Wu Juhou	no	yes	P22,P40	1
Q10919475	6000000075504114866	Wu Songliang	no	yes	P40	1
Q10919534	6000000075482617839	Wu Wenying	no	yes		3
Q10919602	6000000075606876947	Wu Rulun	no	yes	P40	3
Q10919608	6000000074759460844	Wu Hang	no	yes		1
Q10919702	6000000074717625879	Wu Lai	no	yes	P22,P40	2
Q10919732	6000000075425921865	Wu Fu	no	yes	P40	1
Q10919860		Lv Guansun	no	yes	P22,P40,P3373	1
Q10919881	6000000074701692920	Lü Jiawen	no	yes		2
Q10919883	6000000074701782946	Lv Xiaqing	no	yes	P22	1
Q10919887	6000000075422052168	Lv Dagui	no	yes		1
Q10919892	6000000038027377264	Lü Yijian	no	yes	P22,P40	3
Q10919928	6000000075413724842	Lv Sicheng	no	yes	P40	1
Q10919934		Lv Maoguang	no	yes	P22	1
Q10919953	6000000038027626558	Lü Benzhong	no	yes	P22,P40	5
Q10919969		Lü Wen	no	yes	P22	3
Q10919992	6000000074701505092	Lv Zhi	no	yes	P40	1
Q10920018	6000000043402337887	Lv Hui	no	yes	P22,P40	1
Q10920031	6000000074701570086	Lv Tao	no	yes	P22,P40	1
Q10920037	6000000043404207868	Lü Yuqing	no	yes	P22	1
Q10920151	6000000075426250842	Zhou Baoquan	no	yes	P22,P25	2
Q10920228	6000000074727518879	Zhou Qufei	no	yes		6
Q10920358		Zhou Xuexi	yes	yes	P22,P40,P3373	5
Q10920362		Zhou Xuehai	no	yes	P22,P40,P3373	2
Q10920453	6000000074690603049	Zhou Yaoqing	no	yes	P22,P40	1
Q10920578	6000000075427409898	Zhou Huaizheng	yes	yes		2
Q10920796	6000000075503861117	Zhou Ji	no	yes		2
Q10920810	6000000074691527875	Zhou Wei	no	yes	P40	1
Q10920829	6000000074727159998	Zhou Hui	no	yes	P22	1
Q10921011	6000000074711708865	Zhou Hu	no	yes	P22,P25,P40	1
Q10921370	6000000074748111840	He Ning	yes	yes	P40	4
Q10921565	6000000074767605860	Hezheng Gongzhu	no	yes	P22,P25,P40,P3373	1
Q10922215	6000000075507519041	Fucha Hafenga	no	yes	P22	1
Q10922516	6000000074704159906	Tang Jie	no	yes	P22,P40	1
Q10922772		Tang Yanqian	no	yes	P22,P40	2
Q10922775	6000000074748222906	Tang Bin	no	yes	P40	5
Q10922787	6000000074703702338	Tang Gong	no	yes	P22,P40	1
Q10922974	6000000074748152026	Tang Lin	no	yes	P22,P40	3
Q10923000	6000000074704255825	Tang Xun	no	yes	P22,P40	1
Q10923013	6000000075427554260	Tang Zhong	no	yes		1
Q10923051	6000000075406495976	Tang Shunzhi	yes	yes	P22,P25,P40	7
Q10923126	6000000074731925276	Shang Yi	no	yes	P40	1
Q10923735	6000000074748748999	Qiao Mengfu	no	yes	P40	1
Q10924354	6000000075501524128	Yan Ren	no	yes		1
Q10924394	6000000186517378945	Yan Cheng	no	yes	P22	1
Q10924398	6000000021581519032	Yan Qu	no	yes	P22,P25	1
Q10924412	6000000186517544907	Na Yan	no	yes	P22,P25,P40	2
Q10924419	6000000075402340956	Yan Ying	no	yes	P22	2
Q10924424	6000000075606359842	Yan Changming	no	yes	P40	1
Q10925345	6000000074791524085	Yelv Chage	no	yes	P22	1
Q10925369	6000000074791952935	Yelu Tiebu	no	yes	P22	1
Q10925381	6000000017555502017	Yelü Shilu	no	yes	P22,P40,P3373	1
Q10931853	6000000074367994044	Xiahou Qiao	no	yes	P22,P40	1
Q10931865	6000000075617163839	Xia Xiushu	no	yes		1
Q10931893		Xia Qiyu	no	yes	P40	1
Q10931961	6000000075503630644	Xia Wanchun	yes	yes	P22	8
Q10932151	6000000075050068909	Xia Song	no	yes	P22,P40	2
Q10932589		Duoni	no	yes	P22,P40,P3373	2
Q10942418		Yikui	no	yes	P22	1
Q10942421		Yige	no	yes	P22,P40	1
Q10942423		Yiliang	no	yes	P22,P40	1
Q10942424		Yisu	no	yes	P22,P40,P3373	1
Q10942427		Yili	no	yes	P22,P40	1
Q10942428		Yiyin	no	yes	P22,P40,P3373	2
Q10942430		Yilun	no	yes	P22,P40,P3373	2
Q10942431		Yiqi	no	yes	P22	2
Q10942432		Yixu	no	yes	P22,P40,P3373	1
Q10942959		Rusong	no	yes	P22,P40	2
Q10943207	6000000075506430027	Yao Shiyu	no	yes	P40	1
Q10943238	6000000074787368899	Yao Mian	no	yes	P22	1
Q10943304	6000000074768758821	Yao Xide	no	yes	P22,P40	1
Q10943311	6000000075407329005	Yao Guang Xiao	yes	yes		10
Q10943332		Yao Wenzhuo	no	yes	P40	1
Q10943370	6000000132360652936	Yao Yongpu	no	yes	P22	1
Q10943408	6000000074705837096	Yao Shunming	no	yes	P40	1
Q10943426	6000000074705250462	Yao Xuan	no	yes	P40	2
Q10943533	6000000075428370081	Jiang Cai	no	yes		1
Q10943582	6000000075344976042	Jiang Jiao	no	yes	P22,P40	1
Q10943605	6000000075345038973	Jiang Xia	no	yes	P22,P40	1
Q10944210	6000000012967687688	Kong Renyu	no	yes	P22,P40	1
Q10944224	6000000012967707688	Kong Chuanduo	no	yes	P22,P25,P40,P3373	2
Q10944226	6000000074745835184	Kong Guangsi	no	yes	P22,P40	1
Q10944228	6000000012967299123	Kong Kejian	no	yes	P22,P40	1
Q10944245		Kong Sizhen	yes	yes	P22	4
Q10944283	6000000012967773306	Kong Hongxu	no	yes	P22,P25,P40,P3373	2
Q10944285	6000000075062219821	Kong Zongyuan	yes	yes	P22,P40	2
Q10944286	6000000012967673715	Kong Yi	no	yes	P22,P40,P3373	1
Q10944300		Kong Chaofu	no	yes	P22	1
Q10944302	6000000012967675853	Kong Xixue	no	yes	P22,P40	1
Q10944303	6000000074698299299	Kong Pingzhong	no	yes	P22,P3373	1
Q10944304	6000000075607004822	Kong Guangsen	no	yes	P22,P40	2
Q10944314	6000000012967800239	Kong Guangqi	no	yes	P22,P25,P40	2
Q10944328	6000000012967724460	Kong Sihui	no	yes	P22,P40	1
Q10944337	6000000012967716582	Kong Qingrong	no	yes	P22,P25,P40,P3373	2
Q10944338		Kong Xianpei	no	yes	P22,P3373	2
Q10944340	6000000013137033202	Kong Xianceng	no	yes	P22	1
Q10944344		Kong Zheng	no	yes	P22	1
Q10944347	6000000074698717908	Kong Wenzhong	no	yes	P22,P40,P3373	1
Q10944360	6000000074792907833	Kong Zhaohuan	no	yes	P22,P25,P40	2
Q10944361		Kong Zhaoqian	no	yes	P22	1
Q10944374	6000000074698290243	Kong Wuzhong	no	yes	P22,P3373	1
Q10944375	6000000012967814226	Kong Yuqi	no	yes	P22,P40	2
Q10944421	6000000075508726862	Kong Xianglin	no	yes		2
Q10944428	6000000012967739446	Kong Fanhao	no	yes	P22,P25,P40	3
Q10944433		Kong Jifen	no	yes	P22,P40,P3373	1
Q10944434		Kong Jisu	no	yes	P22,P3373	2
Q10944440		Kong Jihan	no	yes	P22	1
Q10944442		Kong Jian	no	yes	P22,P40	1
Q10944462	6000000012967751325	Kong Na	no	yes	P22,P40	1
Q10944471		Kong Daofu	no	yes	P22,P40	1
Q10944473		Kong Wenru	no	yes	P22,P40	1
Q10944636	6000000074703253368	Sun He	no	yes	P22,P40	1
Q10944707	6000000021618328977	Sun Baoxuan	no	yes	P22	1
Q10944740	6000000074746820971	Sun Yingshi	no	yes	P22,P40	2
Q10944890	6000000075346153873	Sun Jian	no	yes	P22,P25,P40	1
Q10944923	6000000075556183147	Sun Yijing	no	yes	P22,P40	2
Q10945047		Meng Mou	no	yes	P40	1
Q10945096	6000000074730454830	Meng Zongzheng	no	yes	P22,P40	1
Q10945213		Meng Gun	no	yes	P22	1
Q10945224	6000000075505374961	Meng Chengshun	no	yes	P40	2
Q10945312	6000000075505718821	Ji Kaisheng	no	yes	P22	1
Q10945540	6000000074703863965	Sun Kang	no	yes	P22,P40	1
Q10945578		Sun Yuyan	no	yes	P22	1
Q10945582	6000000051918212077	Sun Mian	no	yes	P22,P25,P40	1
Q10945590	6000000074703759986	Sun Zhu	no	yes	P22	2
Q10945613	6000000074725880189	Sun Fu	no	yes	P22,P40	1
Q10945673	6000000074716357838	Sun Di	no	yes	P22	1
Q10945686	6000000074703140592	Sun Lu	no	yes	P22	1
Q10945688	6000000074702876708	Sun Jin	no	yes	P22,P25,P40	1
Q10946186		Yuwen Tingli	no	yes	P22	2
Q10946188		Yuwen Yan	no	yes	P22,P40	2
Q10946195		Yuwen Zhiji	yes	yes	P22,P3373	5
Q10946196		Yuwen Luo	no	yes	P22,P40	2
Q10946201		Yuwen Lihuo	no	yes	P22,P40	2
Q10946205		Yuwen Gong	no	yes	P22,P40	3
Q10946210		Yuwen Yu	no	yes	P22,P40	2
Q10946218		Yuwen Da	no	yes	P22,P3373	1
Q10946748	6000000075422966840	An Deyu	no	yes	P22,P40	1
Q10947263	6000000075422936835	An Chongrong	yes	yes	P40	3
Q10947473	6000000074784698058	Song Shouyue	no	yes	P40	1
Q10947521	6000000038072945994	Song Xiang	no	yes	P22,P25,P40	2
Q10947529	6000000088705048103	Song Deyi	no	yes	P22,P40	1
Q10947763	6000000074703907043	Song Shi	no	yes	P22,P40	1
Q10947787	6000000074703995912	Song Qi	no	yes	P40	2
Q10947792		Song Ying	no	yes	P22	1
Q10947801	6000000074745693885	Bai Song	no	yes	P40	1
Q10947842	6000000074789373157	Song Ne	no	yes	P22,P40	2
Q10948091		Aixinjueluo Quanling	no	yes	P22,P40	2
Q10948092		Aixinjueluo Gongpu	no	yes	P22	1
Q10948099		Aixinjueluo Zenghai	no	yes	P22,P40	1
Q10948100		Shoufu	no	yes	P22	2
Q10948104		Aixinjueluo Yiyu	no	yes	P22	1
Q10948107		Aixinjueluo Cunhua	no	yes	P22	1
Q10948114		Boufung	no	yes	P22	1
Q10948124		Qanglu	no	yes	P22,P40	1
Q10948128		Dechang	no	yes	P22,P40	2
Q10948142	6000000075506022063	Puzhao	no	yes	P22,P40,P3373	1
Q10948144	6000000011392378218	Aixinjueluo Huizhang	no	yes	P22,P25,P40	1
Q10948145		Benge	no	yes	P22	2
Q10948155		Aixinjueluo Yonghui	no	yes	P22,P40,P3373	2
Q10948163		Luidingju	no	yes	P22	1
Q10948167		Aixinjueluo Baishou	no	yes	P22,P40,P3373	1
Q10948168	6000000075503703916	Sheng-yu	no	yes	P22,P25	1
Q10948172		Xi En	no	yes	P22	2
Q10948174		Duan'en	no	yes	P22,P40,P3373	2
Q10948176		Subotungge	no	yes	P22	1
Q10948177		Subai	no	yes	P22	1
Q10948180		Yidao	no	yes	P22,P40	2
Q10948183		Aixinjueluo Lianggui	no	yes	P22	1
Q10948189		Zaijian	no	yes	P22,P40,P3373	1
Q10948199		Kuibin	no	yes	P22,P40	2
Q10948202		Aixinjueluo Linzhi	no	yes	P22,P40	2
Q10948241	6000000075606751099	Zong Jichen	no	yes		1
Q10949100		Yang Yifen	no	yes	P22,P25,P3373	3
Q10951433	6000000075430363943	Yelv Dila	no	yes		2
Q1095249		Duke Gong of Song	no	yes	P22,P40,P3373	5
Q10955545	6000000075326219970	Princess Ningguo	yes	yes	P22,P25,P3373	4
Q10957098		Feng Ao	no	yes	P22,P40	3
Q10957148		Feng Shunqing	no	yes	P22	3
Q10963068		Dou Gui	no	yes	P22,P40,P3373	2
Q10966064	6000000074733413866	Yang Bi	no	yes	P40	3
Q10978867		Xiang Yuanbian	yes	yes	P22,P40,P3373	4
Q10984430	6000000074792086860	Yelü Daoyin	no	yes	P22,P25,P3373	2
Q11012808	6000000075508806876	Qi Yaoshan	yes	yes		4
Q11024236	6000000075430077845	Yelv Yuwen	no	yes		2
Q11039273	6000000011336835309	Shang Qiheng	no	yes	P22,P25	1
Q11040594	6000000075424179889	Yin Se	no	yes		1
Q11040599	6000000075424087901	Yin Jilun	no	yes	P22	1
Q11040635	6000000075507489403	Yin Mingshou	no	yes		1
Q11045863	6000000075430339899	Yelv Haili	no	yes		2
Q11048986	6000000075429733825	Xiao Dilu	no	yes	P25,P40,P3373	2
Q11050329	6000000075430958866	Yelv Xieli	no	yes		2
Q11053313	6000000075344106063	Lingqin Cui	no	yes	P22,P40	2
Q11053318		Cui Zhongfang	no	yes	P22,P40	1
Q11053322	6000000074717031851	Cui Xiu	no	yes	P22,P40,P3373	3
Q11053353	6000000075344470888	Cui Yuanlue	no	yes	P22,P40,P3373	2
Q11053630	6000000075344194995	Shi Cui	no	yes	P22,P25,P40	3
Q11053754		Cui Rong	no	yes	P22,P40	3
Q11053886	6000000075344275016	Cui Mian	no	yes	P22,P25,P40	2
Q11053901	6000000075382341821	Cui Ye	no	yes	P22,P40	1
Q11053929		Cui Xuanliang	no	yes	P22,P40	2
Q11054050	6000000074782741229	Cui Yuzhi	no	yes	P22,P40	2
Q11054091	6000000074717028946	Cui Yan	no	yes	P22,P40	3
Q11057332	6000000075422269906	Zuo Yu	no	yes		1
Q11059104		Basha	no	yes	P22,P3373	2
Q11059828	6000000074703697844	Shi Hang	no	yes	P22,P40	1
Q11060056	6000000075326745998	Tiemuerbuhua	no	yes	P22,P40	2
