qid	sex
Q1878458	M
Q75708426	F
Q75708428	M
Q75708429	M
Q122853672	F
Q1940946	M
Q6098342	M
Q4990239	F
Q4968227	F
Q4956524	F
Q4990701	F
Q6172169	M
Q118145357	F
Q110508930	F
Q2740377	M
Q104373148	M
Q24951567	F
Q257819	F
Q1291385	F
Q446730	F
Q3059471	M
Q99653609	M
Q6765270	F
Q269367	F
Q108871051	M
Q2700333	M
Q1369554	F
Q21396143	M
Q20165784	F
Q5812595	F
Q108000085	F
Q113842376	F
Q93232669	F
Q76346726	F
Q76346746	F
Q110800276	F
Q111306964	M
Q21545915	M
Q1684727	M
Q1524023	M
Q462950	F
Q17496925	M
Q117213431	M
Q126531	F
Q258027	F
Q3500560	F
Q3458673	F
Q2057918	M
Q75290824	M
Q75290851	M
Q75381849	F
Q75624624	F
Q7563021	F
Q75381852	M
Q12369837	M
Q131868404	M
Q131868425	M
Q3933059	M
Q55674476	M
Q94895303	M
Q55677044	M
Q109746950	M
Q116752649	F
Q1977210	M
Q102483959	F
Q98740771	M
Q108915960	F
Q104787009	M
Q139588553	M
Q71535690	F
Q76062501	M
Q76062503	F
Q75334127	F
Q76062508	M
Q76062514	M
Q2573	M
Q5081510	M
Q121146	M
Q1403518	M
Q94924319	M
Q2798291	F
Q21466704	F
Q14365916	F
Q788806	M
Q110603198	M
Q110603201	F
Q96288672	F
Q117447121	M
Q55549888	F
Q54833962	F
Q110603868	F
Q101518776	F
Q354945	F
Q362645	M
Q110251	M
Q75246246	F
Q13474657	F
Q587822	M
Q75290191	M
Q64917	M
Q109835887	F
Q3251472	M
Q4205491	M
Q1576797	M
Q2429881	M
Q4308524	M
Q103082979	M
Q63150418	M
Q27831047	F
Q5298532	F
Q75435213	F
Q116005945	F
Q20402816	F
Q115978393	F
Q7313490	M
Q259116	F
Q3068701	M
Q80792446	M
Q55856759	M
Q95699650	F
Q19286915	M
Q5362145	F
Q4802035	M
Q6352391	F
Q110457049	F
Q16596480	F
Q138603420	M
Q50185837	M
Q4773301	M
Q75711798	F
Q55090698	M
Q110421826	F
Q110539915	F
Q10864206	F
Q8253555	F
Q8253522	F
Q30941284	F
Q30941289	F
Q107738502	F
Q30928775	F
Q30941250	F
Q6402587	M
Q23091453	F
Q118929721	F
Q1161313	M
Q94753911	F
Q94854894	M
Q95207010	F
Q27229817	M
Q85292223	M
Q97650	M
Q16937966	M
Q94757868	F
Q85271	F
Q1463058	M
Q139765740	M
Q1249364	M
Q1914134	M
Q110399417	F
Q56044859	M
Q75346819	F
Q75346951	F
Q75346945	M
Q109807709	F
Q75454528	F
Q94747832	F
Q94839106	M
Q3734748	F
Q862862	M
Q94744205	F
Q4898787	F
Q67692	M
Q135114014	F
Q618906	M
Q47495082	F
Q15457619	F
Q87408462	M
Q1281308	M
Q15407086	F
Q139623087	M
Q232137	F
Q75864685	M
Q75921856	F
Q75481891	F
Q75481894	F
Q75481895	M
Q75481942	F
Q75921888	F
Q75481944	F
Q5660145	M
Q75569922	M
Q75569927	M
Q75569934	F
Q136235822	F
Q110800841	M
Q41326545	F
Q22977996	M
Q75378165	M
Q75378307	F
Q75378189	M
Q75396147	F
Q60843868	F
Q5489410	F
Q5339701	M
Q16334710	F
Q102332504	F
Q852895	M
Q20437871	M
Q56489414	M
Q97065732	F
Q5341879	M
Q76125854	F
Q116775450	M
Q19753427	M
Q20202192	M
Q20437392	M
Q97190970	M
Q75535322	F
Q920755	M
Q1165794	M
Q14851842	M
Q15791966	M
Q6547969	F
Q84356711	F
Q112543345	M
Q112543348	F
Q8253228	M
Q60841008	F
Q76053066	F
Q76053067	M
Q76244459	M
Q2141013	M
Q107049094	F
Q16731303	M
Q6915759	M
Q7384114	F
Q15707317	M
Q16456423	M
Q125018940	M
Q7922669	F
Q2231918	M
Q75321565	M
Q76147925	F
Q48686467	M
Q83818990	F
Q7920734	F
Q4880617	F
Q136340205	M
Q76261403	F
Q76261384	F
Q75288953	F
Q4868279	M
Q7192862	M
Q116474174	M
Q116474199	F
Q6470224	F
Q63039	M
Q2467149	M
Q54866936	M
Q116471518	F
Q136027307	F
Q36032049	F
Q137645956	M
Q137645963	F
Q137645968	F
Q137645976	F
Q137645978	F
Q137645979	F
Q137645980	M
Q137645983	F
Q94892589	M
Q1295440	F
Q1107593	M
Q1107594	M
Q75359806	F
Q98545604	F
Q23019803	F
Q1033265	M
Q42895811	F
Q30074832	M
Q1288727	M
Q122416292	F
Q125547444	F
Q102070249	F
Q1127286	M
Q27994703	F
Q1242728	M
Q72263102	M
Q20482071	F
Q989300	M
Q124823330	M
Q4767624	F
Q18911280	M
Q29418876	F
Q28047765	M
Q5523983	M
Q137649425	M
Q75247457	M
Q75247458	F
Q20249660	M
Q115958709	F
Q4596127	M
Q2713657	F
Q112245070	F
Q332663	M
Q20492506	F
Q83420976	M
Q96480232	M
Q2599824	M
Q96317562	M
Q96317621	F
Q76292166	F
Q112240532	M
Q28660602	F
Q6689021	F
Q3157824	F
Q113192379	F
Q107975507	M
Q229625	F
Q1849545	F
Q658714	M
Q571632	M
Q22227963	F
Q2339868	M
Q95628	M
Q566378	M
Q97124	F
Q320101	M
Q567043	M
Q62168	M
Q5576567	M
Q237871	F
Q131862757	M
Q131862845	M
Q131862852	F
Q19842241	F
Q361377	M
Q108101936	F
Q6965819	F
Q76352230	M
Q76352228	F
Q76352240	F
Q76352241	F
Q44191955	M
Q55830004	F
Q116004745	F
Q44192061	M
Q44191969	M
Q896570	M
Q75247732	F
Q75289039	F
Q75288205	F
Q116151472	F
Q116007507	F
Q5546362	F
Q60178305	F
Q75289184	M
Q75289185	M
Q75289187	M
Q75289183	M
Q137710532	M
Q90522	M
Q45987963	M
Q130060225	F
Q136340223	F
Q76255803	F
Q5427332	M
Q76255813	F
Q76255815	M
Q2803456	M
Q101247289	F
Q471475	M
Q1934051	F
Q5884422	M
Q152738	M
Q4293092	M
Q120006526	F
Q120002200	F
Q2531017	M
Q1893567	M
Q50383861	M
Q124021864	F
Q99045072	F
Q47537377	F
Q113905660	M
Q12636511	M
Q20525796	M
Q6674799	F
Q4708321	F
Q6443405	M
Q16407154	M
Q23042834	F
Q16403127	M
Q16407291	M
Q111382898	M
Q16406215	M
Q24285906	F
Q5077475	M
Q54507687	M
Q12363855	M
Q45847712	M
Q24546078	M
Q12367587	F
Q697789	M
Q28942848	M
Q24545734	F
Q75386965	F
Q4529906	M
Q75486200	F
Q96081347	M
Q96081349	M
Q96081348	M
Q110424288	M
Q110424301	F
Q110082871	M
Q136260215	M
Q20132707	M
Q136260271	M
Q96243722	M
Q96243737	F
Q96243742	F
Q2072618	M
Q116041423	F
Q23039083	M
Q116028954	F
Q75527910	F
Q116028952	F
Q134373856	F
Q2495184	M
Q125937566	F
Q75393238	F
Q75393239	F
Q75393240	M
Q469359	F
Q611084	F
Q75392392	F
Q75392394	F
Q75392391	F
Q20643774	F
Q20643780	M
Q16198244	F
Q189415	M
Q102417091	M
Q1295091	M
Q17022763	M
Q1856214	M
Q76244498	F
Q2617641	M
Q2197415	M
Q5354398	F
Q7244090	M
Q20551867	F
Q103884460	F
Q12899529	M
Q21857479	F
Q104972838	F
Q12900213	F
Q16512448	M
Q56738367	F
Q56738404	F
Q117325682	F
Q3014918	F
Q604223	M
Q10395488	M
Q97464195	M
Q124727177	M
Q134698242	M
Q3262273	M
Q3587845	F
Q659564	M
Q140090010	F
Q140534851	F
Q124881440	F
Q16528932	M
Q55105539	M
Q94937222	M
Q61175963	F
Q75253053	F
Q76253414	F
Q106646291	F
Q2131004	M
Q233922	F
Q5526700	M
Q96078864	M
Q96078863	F
Q96078861	F
Q21556562	F
Q20643500	M
Q5171468	M
Q22771482	M
Q457015	F
Q6509233	F
Q127332	F
Q91107623	F
Q2109865	M
Q110613969	F
Q110613954	F
Q113039352	F
Q94772299	F
Q113039374	M
Q61927379	M
Q100165427	M
Q5082466	M
Q75597218	F
Q75597233	F
Q75597236	M
Q75597238	M
Q76016163	F
Q75281163	F
Q75281242	F
Q75597240	M
Q19902298	M
Q111127822	M
Q7792694	M
Q76280542	F
Q75822170	M
Q75429828	M
Q75822175	M
Q75822191	F
Q75822182	M
Q75822195	F
Q2196430	F
Q76238406	F
Q2198000	M
Q2038644	M
Q2083855	M
Q2233481	M
Q115056792	F
Q76286885	M
Q17464574	F
Q131342843	F
Q97137713	M
Q124829363	F
Q112110719	F
Q59638749	F
Q95339850	M
Q135446659	M
Q135446667	F
Q96289771	F
Q75327543	F
Q43626317	F
Q76276196	F
Q2426298	M
Q2443667	M
Q6128546	F
Q6498718	F
Q76308144	M
Q76308143	F
Q76308146	M
Q76308147	M
Q55194079	M
Q1579078	M
Q448589	F
Q677590	M
Q139860684	F
Q139860685	F
Q139860686	F
Q139860688	F
Q139860689	F
Q5056474	F
Q126002813	M
Q11835714	F
Q17383072	F
Q27861763	F
Q5760210	M
Q3059890	M
Q324021	M
Q1287565	M
Q119287	F
Q11959422	F
Q5782239	M
Q18912772	M
Q3218812	F
Q2314411	M
Q1643901	M
Q101829	M
Q1332225	M
Q95222985	M
Q95648030	F
Q110225577	F
Q95223279	M
Q48067	M
Q75407305	F
Q75407376	F
Q136202953	M
Q15623905	F
Q75267327	F
Q95661804	F
Q65494126	M
Q21033341	M
Q1288141	M
Q17119952	M
Q101872057	M
Q30527664	M
Q30526708	F
Q94766445	F
Q10359321	M
Q10264035	F
Q40969015	M
Q99179936	F
Q59579494	M
Q59580097	M
Q29019142	F
Q4777182	M
Q546716	F
Q60845349	F
Q137942729	F
Q319896	M
Q6000689	M
Q133376755	F
Q1420733	M
Q2929427	F
Q535946	M
Q12960949	F
Q19886154	M
Q139713921	F
Q139713983	F
Q3181160	M
Q85978025	F
Q137798636	F
Q20563634	M
Q55699319	M
Q12850244	M
Q117312418	M
Q12850114	M
Q55202054	F
Q137798646	M
Q16373321	M
Q55201861	M
Q12850197	M
Q2583094	M
Q4842853	M
Q558231	M
Q5691615	M
Q20621	M
Q4911859	F
Q544198	F
Q55859616	M
Q87837422	F
Q105550771	F
Q103861611	F
Q4104980	M
Q4104971	M
Q706787	M
Q97487578	F
Q8056	M
Q5614198	M
Q455430	M
Q4212531	M
Q18529102	M
Q7175893	M
Q2287423	F
Q4530046	F
Q2308964	M
Q2488951	M
Q4161262	M
Q4161903	M
Q7401897	F
Q94772576	F
Q135669177	M
Q135669178	F
Q108865357	M
Q75242442	M
Q75242443	F
Q21546713	M
Q135233103	F
Q266533	F
Q54616459	F
Q75385287	M
Q75385289	M
Q75385291	F
Q6293912	M
Q96090165	M
Q96090166	F
Q62566458	M
Q1083732	F
Q104661508	F
Q98095229	M
Q33103297	M
Q104670299	M
Q117793061	M
Q136340410	M
Q136340416	F
Q110722136	F
Q121216120	M
Q136218853	F
Q118977976	M
Q261541	F
Q7966505	M
Q134297743	F
Q75351698	F
Q75347853	F
Q75240077	F
Q76178285	F
Q2535485	F
Q94858004	M
Q55898728	F
Q96083786	F
Q75408061	F
Q75801604	F
Q16153305	M
Q75641045	F
Q75641108	F
Q75641121	F
Q75641124	M
Q75641126	M
Q75641127	F
Q75526693	M
Q16239130	M
Q75665125	F
Q75665171	F
Q75665184	F
Q75665130	F
Q75665137	F
Q75665143	M
Q75665145	M
Q75665148	F
Q20090361	M
Q20090363	M
Q5558186	M
Q76111077	F
Q3568686	M
Q21031862	M
Q3856808	M
Q27672571	M
Q5702551	F
Q7387417	M
Q8025656	F
Q21427612	M
Q23943905	M
Q63439491	F
Q5368710	F
Q983347	M
Q878674	M
Q125750126	M
Q2387818	M
Q130302704	M
Q130302717	M
Q130302684	F
Q6076469	M
Q130736394	F
Q8016183	M
Q1163695	M
Q529158	M
Q75955021	M
Q75955027	F
Q75955031	F
Q136506033	M
Q137920655	F
Q20681	M
Q60617266	F
Q11817234	M
Q742660	M
Q20651099	F
Q22338775	M
Q25986489	F
Q131168769	F
Q75287992	M
Q75288011	M
Q98099194	F
Q98099259	F
Q51552754	M
Q21188759	M
Q76258665	M
Q76258670	F
Q47003378	M
Q96077774	F
Q110304319	M
Q110304320	F
Q126939826	F
Q6063144	M
Q20261106	M
Q122460823	M
Q5913583	M
Q4952148	F
Q15918076	M
Q4946687	F
Q108929393	F
Q4990108	F
Q19357508	M
Q20653636	F
Q98395633	F
Q127987825	M
Q105664350	F
Q69926756	F
Q124214671	M
Q140836067	F
Q31369838	F
Q20684203	M
Q136447113	F
Q20657031	M
Q76137663	F
Q76137908	F
Q76137955	F
Q76137921	F
Q76137909	M
Q76137926	F
Q76137945	F
Q75327258	F
Q75327296	M
Q75327303	F
Q12377489	M
Q1557512	M
Q448433	F
Q28530	M
Q28531	M
Q2788908	M
Q130015701	F
Q99047423	M
Q124336370	F
Q124336483	F
Q5112954	M
Q76229751	M
Q2066592	M
Q113164407	M
Q113164397	F
Q18637413	M
Q7327575	M
Q6095299	M
Q531357	M
Q109407152	M
Q105465300	F
Q1672966	M
Q130617040	M
Q111837281	M
Q117793983	F
Q63723977	M
Q18716197	M
Q83923394	M
Q124683952	F
Q4445130	M
Q20683609	M
Q821091	M
Q20665494	F
Q26240262	F
Q115094384	M
Q12409585	M
Q7218959	M
Q17095599	M
Q28032626	M
Q1989163	M
Q20685158	M
Q60835206	F
Q97009476	F
Q111594573	M
Q25863363	M
Q75619610	F
Q75619608	M
Q75619609	M
Q41661	M
Q109534022	F
Q27869437	M
Q23806400	M
Q136542339	F
Q20937904	M
Q779931	M
Q76311061	M
Q76311062	F
Q75356665	F
Q76311033	F
Q75945857	F
Q7905902	M
Q1352043	M
Q76101995	F
Q804773	M
Q459519	M
Q76101997	F
Q458385	F
Q135903002	F
Q967761	M
Q131736839	M
Q75268101	F
Q137342395	F
Q111338136	F
Q111338121	F
Q46992889	F
Q136358904	M
Q4720009	M
Q96089713	M
Q121484315	M
Q121484316	M
Q50265415	F
Q110832597	F
Q94570	M
Q105984244	F
Q72939	M
Q3484495	M
Q75292160	F
Q75886110	M
Q76192756	F
Q76207712	M
Q76207762	F
Q122329999	M
Q1496040	M
Q2287559	M
Q96257776	F
Q137754470	M
Q137754475	F
Q19945164	F
Q137754480	F
Q137754481	F
Q3262722	M
Q137754478	M
Q124090151	M
Q661915	M
Q111988914	F
Q717383	M
Q95748762	F
Q136408502	M
Q112700874	F
Q75930757	F
Q75930756	M
Q15051209	F
Q138514429	F
Q76281435	F
Q76281429	F
Q99662522	F
Q6499357	F
Q20738133	F
Q124800984	F
Q30223663	F
Q2852925	M
Q96305740	F
Q96305734	M
Q105528258	M
Q123652133	M
Q26702455	M
Q76367867	M
Q66777284	M
Q20688013	M
Q17193845	M
Q45587954	M
Q65878069	F
Q65878077	F
Q65832939	F
Q65832943	F
Q65832947	F
Q24831655	M
Q98067790	F
Q11318514	M
Q2194009	F
Q11643903	M
Q16904381	M
Q45514527	M
Q65823889	F
Q65823893	F
Q20070489	F
Q6681583	F
Q26727504	M
Q103409187	F
Q103412741	M
Q110507270	M
Q110507422	F
Q110506242	M
Q131725819	M
Q131725841	F
Q123698538	F
Q13573764	M
Q1346331	M
Q117328100	M
Q75449968	M
Q75449969	F
Q75449966	M
Q75449972	F
Q75449977	F
Q75449979	M
Q108701071	M
Q39487139	M
Q131444563	F
Q111443123	M
Q111443133	F
Q20203734	F
Q109481285	F
Q75758536	M
Q75758529	M
Q75758535	M
Q16359028	M
Q109531342	F
Q276092	M
Q76242621	M
Q76242623	F
Q76242618	F
Q75283622	M
Q75881368	F
Q76180744	F
Q76370454	M
Q76098032	F
Q63108492	F
Q6140614	M
Q137177756	M
Q18576209	M
Q97009470	F
Q75768894	F
Q75768898	F
Q64006408	M
Q140817730	F
Q62929023	F
Q104373220	F
Q508871	F
Q104373310	F
Q271162	F
Q104373223	M
Q104373357	F
Q104373360	M
Q126011182	F
Q3156823	M
Q134287062	M
Q134287066	F
Q136029418	M
Q75254692	F
Q75292916	F
Q75619032	M
Q75929413	F
Q75929419	F
Q75929415	F
Q75310111	F
Q96090370	F
Q85610018	M
Q96090384	M
Q76210867	M
Q76210870	F
Q76210911	M
Q76210917	M
Q76147031	F
Q75415274	M
Q135225456	M
Q135225569	M
Q7782175	F
Q63677113	F
Q20706971	M
Q58816331	M
Q63677179	F
Q63677181	F
Q76367946	F
Q75281978	F
Q17386361	M
Q75316848	F
Q75281800	F
Q110315503	M
Q110315514	F
Q110315626	F
Q112606688	M
Q75353659	F
Q75419580	F
Q2392846	M
Q136009887	F
Q2049107	M
Q3001530	M
Q15623955	M
Q75271280	F
Q75256415	F
Q75251176	F
Q75251179	F
Q75593514	F
Q75593511	F
Q3132687	M
Q16006445	M
Q75355569	M
Q75321854	F
Q75278070	F
Q75355587	M
Q2243792	M
Q76178207	F
Q75674355	M
Q76178394	F
Q76302486	F
Q76178354	M
Q76178399	F
Q76178401	F
Q76178358	M
Q126598410	F
Q349777	M
Q55629154	F
Q1680507	M
Q637951	M
Q115132	F
Q2754379	M
Q75392516	F
Q121462421	F
Q3296223	F
Q108267583	M
Q20638897	M
Q4353867	M
Q28042638	F
Q140014995	F
Q123521118	M
Q123245347	M
Q113242012	F
Q113242017	F
Q113242021	M
Q1920616	M
Q96243682	F
Q731567	M
Q257621	F
Q879667	M
Q91954455	M
Q15183284	F
Q114077789	M
Q136006166	F
Q46996995	M
Q75268964	M
Q75273170	F
Q75560103	F
Q136305144	F
Q73658024	M
Q75251370	F
Q75249207	F
Q20726277	F
Q20726278	F
Q16370310	M
Q55419630	F
Q103489259	M
Q136661389	F
Q101249060	F
Q3271842	M
Q1869372	M
Q75596192	F
Q75596204	F
Q75596206	F
Q75596211	F
Q75596217	F
Q16380513	M
Q12759735	M
Q116471980	M
Q116471981	F
Q130741663	M
Q22344311	F
Q354338	M
Q17351352	F
Q704988	M
Q16164321	F
Q70220951	M
Q3160301	M
Q75392989	F
Q779421	M
Q134437030	F
Q90284170	M
Q4895881	M
Q20730856	M
Q20730866	M
Q139301095	F
Q139301104	M
Q1933688	M
Q20731961	M
Q20731869	M
Q20732062	F
Q16062772	M
Q20732324	M
Q20732326	M
Q2995657	M
Q20732332	M
Q76173128	F
Q75738701	M
Q6213237	M
Q75301134	F
Q20738468	F
Q20732318	M
Q6216653	M
Q109810334	F
Q61809861	F
Q15065427	M
Q4141593	M
Q138566374	M
Q105839650	M
Q108742434	F
Q94744051	F
Q6537243	M
Q105819921	M
Q105819926	F
Q137008769	M
Q109855812	F
Q75595658	M
Q75600992	M
Q116040622	M
Q116040625	F
Q116040621	M
Q136311572	F
Q116041326	M
Q94773134	F
Q44192214	M
Q124394517	F
Q54959861	F
Q58173968	F
Q55228839	M
Q110367217	F
Q27974524	M
Q105942562	F
Q136722439	M
Q55228863	M
Q110371585	F
Q109533491	F
Q110371580	F
Q108317032	M
Q120216394	F
Q63871811	M
Q110371541	M
Q110371542	F
Q139741849	F
Q110371543	F
Q110371547	F
Q110371538	F
Q130337557	F
Q76259356	F
Q125422239	F
Q94524211	M
Q138779316	M
Q20735133	M
Q5128725	M
Q20735092	M
Q330721	M
Q4783946	M
Q25693978	F
Q19818457	F
Q25813111	F
Q138349310	M
Q138349315	F
Q237248	M
Q7226248	F
Q4357331	M
Q4718158	M
Q362068	M
Q113394546	M
Q3304410	F
Q1185467	M
Q106967413	M
Q4354758	M
Q117245735	M
Q117245756	F
Q131731403	M
Q6169553	M
Q106932799	M
Q74673	F
Q938013	M
Q2625691	M
Q94773826	F
Q1786409	M
Q24521922	F
Q75567876	F
Q75582048	M
Q75582051	M
Q7562894	F
Q63958991	M
Q76282144	F
Q96087609	F
Q75436261	F
Q75436314	F
Q108103109	M
Q211827	M
Q242284	F
Q17119994	F
Q1610639	M
Q11108446	M
Q107587794	F
Q63187327	M
Q137750030	F
Q137749535	M
Q137749827	M
Q75510640	M
Q75249401	F
Q75651698	M
Q75651715	F
Q75651718	F
Q75651719	F
Q75651720	F
Q76236841	F
Q76236842	F
Q76236844	F
Q76236848	M
Q76236851	M
Q20983332	M
Q110180359	M
Q68568	M
Q28033657	M
Q56260701	M
Q84728615	F
Q117051327	F
Q42904079	M
Q134891964	F
Q2093638	M
Q1477239	M
Q1899119	F
Q1744926	M
Q107116412	F
Q112718315	F
Q107116393	F
Q20741150	F
Q122811073	F
Q76079450	F
Q76079455	F
Q76079537	F
Q76079456	M
Q104826889	M
Q104829450	F
Q21537131	M
Q104828797	M
Q21539549	M
Q108104153	M
Q108287871	F
Q108893760	F
Q108893894	M
Q75240707	F
Q75240708	F
Q75240712	F
Q75240714	F
Q75240715	F
Q102062917	F
Q56027112	F
Q130531	M
Q20743317	M
Q137393263	F
Q20743316	M
Q136542344	F
Q96076430	F
Q139581461	M
Q27961474	F
Q131743747	M
Q131743751	F
Q12631959	M
Q26924433	F
Q131725089	M
Q131725092	F
Q22669169	F
Q4933939	M
Q16105601	M
Q31191303	F
Q2225083	F
Q76052820	F
Q76052822	F
Q76052825	F
Q76052831	F
Q75286606	M
Q75286603	M
Q16107157	M
Q75286608	M
Q75286615	F
Q75286613	M
Q75391906	F
Q75393318	F
Q75393319	M
Q75393321	M
Q75298979	F
Q100235227	F
Q20747860	M
Q16858155	F
Q117268366	M
Q117268400	F
Q75817006	M
Q75789143	F
Q75735745	F
Q126871566	F
Q1243367	M
Q550717	M
Q3311526	M
Q60536153	F
Q11662	F
Q20752484	M
Q76263876	F
Q75382949	F
Q95316521	M
Q94766454	F
Q2302893	F
Q94749663	F
Q96220608	F
Q96220574	F
Q94791234	M
Q136337839	F
Q136337829	M
Q55844068	M
Q96241340	M
Q75438466	F
Q2739405	M
Q108151219	F
Q55890936	M
Q55851289	M
Q94795943	M
Q123197726	M
Q136142266	F
Q138040597	M
Q22002890	F
Q5707468	M
Q75369429	F
Q21005597	M
Q75369448	F
Q75369450	F
Q75369452	M
Q75569119	F
Q28112391	M
Q20758167	M
Q75374451	F
Q75374052	M
Q75374379	M
Q75374453	F
Q95197001	F
Q111088200	M
Q111088888	F
Q75387375	M
Q75387380	M
Q75387383	F
Q75387386	F
Q75387389	F
Q75387392	F
Q75238488	M
Q6263425	M
Q106637473	F
Q116893799	F
Q7124243	F
Q25964004	M
Q96198400	M
Q96198406	F
Q75766416	F
Q75766428	M
Q75766949	F
Q75766951	M
Q96916	M
Q106600896	M
Q20172408	M
Q110415439	F
Q110415443	F
Q110415441	F
Q18026755	M
Q136207502	F
Q110415437	F
Q3127636	M
Q114293928	M
Q75265308	F
Q75265319	F
Q75265351	F
Q75265338	M
Q75265360	F
Q75265362	F
Q75265363	F
Q75265359	M
Q33316390	M
Q19502676	M
Q96078248	F
Q96078247	F
Q96078246	F
Q15149873	M
Q75788995	F
Q75983021	F
Q75984401	F
Q75980836	F
Q75984278	F
Q75766594	F
Q75766599	F
Q75766602	M
Q96198975	F
Q75766711	M
Q75766714	M
Q75766685	F
Q75766688	F
Q75577550	F
Q75577560	F
Q75766493	F
Q96198670	F
Q105958391	F
Q75766818	F
Q75766823	F
Q75766824	M
Q5045373	F
Q75766657	F
Q75766658	F
Q75766659	F
Q75766661	F
Q75766662	F
Q75766663	M
Q75766665	M
Q75766750	M
Q25862150	M
Q1082324	M
Q75337701	M
Q75337702	F
Q75337709	F
Q75337707	M
Q75337711	F
Q94784789	M
Q5806785	M
Q75826675	F
Q75449238	M
Q75285953	F
Q75240560	F
Q14949769	F
Q75776907	F
Q111632376	F
Q125626209	F
Q4097213	M
Q75758609	M
Q75758612	F
Q6041808	M
Q76172406	F
Q76199482	F
Q75656591	M
Q76269957	M
Q123679368	M
Q2054032	M
Q75672745	F
Q75321372	F
Q75672750	F
Q75672755	F
Q75812549	F
Q7176822	M
Q108477547	F
Q112644016	M
Q112644024	F
Q99884256	F
Q117844523	F
Q3020865	F
Q1235291	M
Q8012560	M
Q18164113	M
Q75938185	F
Q75957938	F
Q75959837	F
Q75922131	F
Q112609180	M
Q112609182	F
Q140457340	F
Q75257658	F
Q8020550	M
Q6790700	M
Q76283175	F
Q76283171	M
Q76283172	F
Q76283173	F
Q4933311	M
Q1331120	F
Q64748825	F
Q75331088	F
Q7966090	M
Q75331085	M
Q75331089	F
Q75331107	F
Q75331105	M
Q75331112	M
Q75373597	F
Q135640146	M
Q135640149	F
Q75389031	M
Q108866088	M
Q75252079	M
Q75250209	F
Q119132260	F
Q124681228	F
Q28665410	F
Q116481668	M
Q116481683	F
Q113044231	F
Q115703004	F
Q2080432	M
Q75253182	F
Q75246732	F
Q75250047	M
Q28925095	M
Q22910723	F
Q75333116	F
Q11196500	M
Q126058242	M
Q389931	F
Q55615137	M
Q138796423	F
Q107025686	F
Q3953128	M
Q4682590	F
Q19664684	M
Q19845250	M
Q8962456	M
Q138588726	F
Q242276	F
Q208086	M
Q104206	M
Q605880	M
Q356439	M
Q19911754	M
Q76309156	F
Q96077979	F
Q96077981	F
Q96077977	M
Q76312625	M
Q76312626	F
Q76321899	F
Q76321901	F
Q76321902	F
Q76321903	M
Q76321904	M
Q20810495	M
Q96077953	F
Q96078181	M
Q75990288	F
Q76303335	F
Q75616617	F
Q76303344	M
Q127328546	F
Q76070578	M
Q76100854	F
Q121761609	F
Q75888730	F
Q95159399	F
Q110391423	M
Q19832401	M
Q75276171	F
Q75314361	F
Q75314364	F
Q75314331	M
Q76330329	M
Q111444148	F
Q75296556	F
Q101163454	M
Q101163460	F
Q106370132	F
Q4983334	F
Q96091204	F
Q15649268	F
Q55208	M
Q55207	M
Q6849626	M
Q541096	M
Q1798471	M
Q2189133	F
Q2131942	M
Q2085981	F
Q59205357	M
Q62102265	F
Q13566413	M
Q124336497	F
Q9166248	M
Q20817292	M
Q116184584	F
Q20820318	F
Q7910764	M
Q20820554	M
Q113530811	F
Q113530815	F
Q76308225	F
Q76308226	F
Q76308227	F
Q76308228	M
Q76308253	M
Q76308230	F
Q60401948	M
Q76236927	F
Q76236928	F
Q76236933	F
Q76236944	M
Q76236946	F
Q76236948	M
Q55860269	M
Q108275	M
Q1628683	M
Q20720215	M
Q41450467	M
Q79296404	M
Q122705903	M
Q104561084	M
Q136296377	M
Q136296379	F
Q75552618	M
Q76224776	F
Q8018918	M
Q76180787	F
Q108912743	F
Q111525119	F
Q75596145	F
Q58304936	F
Q75596149	F
Q2825429	F
Q18818793	M
Q106625702	M
Q20824753	F
Q130810875	M
Q20828245	F
Q20828247	F
Q133445401	F
Q75497980	M
Q75497999	F
Q75336523	F
Q57810841	F
Q108148828	M
Q75598330	M
Q75598354	M
Q75598356	M
Q75598358	M
Q59099724	M
Q75384242	F
Q75384262	F
Q75384271	M
Q64697923	M
Q64697947	M
Q137777849	F
Q123925938	F
Q61615110	M
Q14754096	M
Q1262756	M
Q20978375	M
Q136311712	F
Q2823967	M
Q65353	M
Q5341627	M
Q102394990	F
Q7146062	M
Q112534955	M
Q112534960	F
Q18526492	F
Q40862006	M
Q108923770	F
Q116469015	M
Q116469016	F
Q75391475	M
Q75391473	M
Q75761784	F
Q75761788	M
Q75761789	M
Q1895713	M
Q113250935	F
Q113251165	F
Q112547151	F
Q2082794	F
Q3734827	F
Q117316960	F
Q3104331	F
Q22917436	F
Q18917619	M
Q3568633	M
Q15433484	F
Q5028053	M
Q745977	M
Q75271467	F
Q6084272	M
Q3617953	F
Q7605533	F
Q46595335	F
Q75267963	M
Q75271476	M
Q75271482	M
Q110101126	M
Q110101213	F
Q18616095	F
Q18616043	M
Q101096196	M
Q135427774	F
Q5429658	F
Q5431346	F
Q7494951	M
Q127268964	M
Q31191347	M
Q76185911	F
Q94809737	M
Q2756020	M
Q5109410	F
Q16551731	F
Q2697139	M
Q45826222	F
Q273739	M
Q3711224	F
Q6962436	F
Q1583552	M
Q13382727	F
Q14947549	M
Q7405720	F
Q227716	M
Q117873813	F
Q117874730	F
Q117874377	F
Q117874883	M
Q117875033	F
